i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 
1 0.005088329315185547 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
2 0.010699272155761719 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
3 0.016203641891479492 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
4 0.021759510040283203 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
5 0.02732062339782715 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
6 0.03281569480895996 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
7 0.038381099700927734 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
8 0.04405927658081055 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
9 0.04977560043334961 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5872504711151123 0 0 0 0 0 0 
10 0.055295467376708984 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5872504711151123 0 0 0 0 0 0 
11 0.06079840660095215 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5872504711151123 0 0 0 0 0 0 
12 0.06633996963500977 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5872504711151123 0 0 0 0 0 0 
13 0.07191801071166992 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
14 0.07743430137634277 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
15 0.08303403854370117 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
16 0.08865070343017578 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
17 0.09450244903564453 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
18 0.10012507438659668 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
19 0.10588383674621582 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1118719577789307 -0.053881075233221054 2.5870587825775146 0 0 0 0 0 0 
