i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 
56 0.3218348026275635 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -1806 1815 0 -42 43 
57 0.32747650146484375 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -1898 1907 0 -40 40 
58 0.33310461044311523 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -1938 1947 0 -42 42 
59 0.33878207206726074 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -1980 1989 0 -40 40 
60 0.3443136215209961 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2020 2029 0 -42 42 
61 0.34980249404907227 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2062 2071 0 -43 43 
62 0.3553333282470703 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2105 2114 0 -43 43 
63 0.3607945442199707 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2148 2157 0 -43 43 
64 0.3663914203643799 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2191 2200 0 -51 51 
65 0.37235498428344727 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2282 2291 0 -45 45 
66 0.3778812885284424 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2327 2336 0 -40 40 
67 0.3835115432739258 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2367 2376 0 -41 41 
68 0.3894004821777344 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2408 2417 0 -42 42 
69 0.39552783966064453 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2450 2459 0 -44 43 
70 0.40197253227233887 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2494 2502 0 -44 45 
71 0.4082212448120117 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2587 2595 0 -40 41 
72 0.4138004779815674 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2627 2636 0 -43 43 
73 0.4195542335510254 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2670 2679 0 -41 40 
74 0.4252302646636963 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2711 2719 0 -43 44 
75 0.4310178756713867 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2754 2763 0 -43 43 
76 0.43665218353271484 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2841 2849 0 -43 43 
77 0.4423246383666992 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2884 2892 0 -49 49 
78 0.4480271339416504 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2933 2941 0 -41 41 
79 0.4536588191986084 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -2974 2982 0 -47 47 
80 0.4591858386993408 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3021 3029 0 -40 40 
81 0.4646916389465332 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3061 3069 0 -41 41 
82 0.4703185558319092 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3102 3110 0 -43 43 
83 0.4759521484375 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3145 3153 0 -44 44 
84 0.48162317276000977 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3189 3197 0 -43 43 
85 0.48737406730651855 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3283 3290 0 -41 41 
86 0.4929077625274658 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3324 3331 0 -42 43 
87 0.49844861030578613 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3366 3374 0 -42 42 
88 0.5042324066162109 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3408 3416 0 -43 42 
89 0.5103921890258789 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3451 3458 0 -43 43 
90 0.516279935836792 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3494 3501 0 -44 44 
91 0.5225386619567871 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3581 3588 0 -49 50 
92 0.52842116355896 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3630 3638 0 -41 40 
93 0.5341835021972656 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3671 3678 0 -47 47 
94 0.5407416820526123 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3718 3725 0 -41 41 
95 0.5477194786071777 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3800 3807 0 -43 42 
96 0.5549068450927734 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3843 3849 0 -44 44 
97 0.5608053207397461 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3887 3893 0 -43 43 
98 0.5675053596496582 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -3971 3977 0 -46 46 
99 0.5732057094573975 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -4017 4023 0 -47 47 
100 0.5795464515686035 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -4064 4070 0 -41 41 
101 0.5859189033508301 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -4105 4111 0 -44 43 
102 0.5918223857879639 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -4192 4197 0 -44 44 
103 0.5985770225524902 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -4236 4241 0 -43 43 
104 0.6044483184814453 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -4279 4284 0 -41 41 
105 0.6101424694061279 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.056182049214839935 2.7057504653930664 0 -4320 4325 0 -46 46 
106 0.6156418323516846 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -4366 4371 0 -50 50 
107 0.621105432510376 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -4416 4421 0 -41 41 
108 0.6266157627105713 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -4498 4503 0 -43 43 
109 0.6319854259490967 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -4541 4546 0 -46 45 
110 0.6381502151489258 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -4587 4591 0 -41 42 
111 0.6447820663452148 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -4628 4633 0 -45 44 
112 0.6503252983093262 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -4673 4677 0 -49 50 
113 0.6557304859161377 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -4722 4727 0 -41 40 
114 0.661205530166626 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -4804 4808 0 -43 43 
115 0.6666147708892822 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -4847 4851 0 -42 42 
116 0.6719622611999512 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -4889 4893 0 -46 45 
117 0.6773672103881836 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -4935 4938 0 -43 43 
118 0.6828334331512451 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -4978 4981 0 -46 46 
119 0.6883039474487305 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5024 5027 0 -47 47 
120 0.6936557292938232 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5071 5074 0 -44 44 
121 0.6990172863006592 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5115 5118 0 -41 41 
122 0.7043182849884033 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5156 5159 0 -41 41 
123 0.7097296714782715 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5197 5200 0 -43 43 
124 0.7151186466217041 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5240 5243 0 -44 44 
125 0.7204947471618652 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5284 5287 0 -43 43 
126 0.7258913516998291 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5327 5330 0 -46 46 
127 0.7313292026519775 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5373 5376 0 -48 47 
128 0.7369222640991211 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5463 5465 0 -41 41 
129 0.742253303527832 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5504 5506 0 -42 42 
130 0.7476093769073486 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5546 5548 0 -43 43 
131 0.7529571056365967 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5589 5591 0 -45 44 
132 0.7582674026489258 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5634 5635 0 -43 43 
133 0.7636287212371826 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5677 5678 0 -46 46 
134 0.7689907550811768 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5723 5724 0 -48 48 
135 0.7743587493896484 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5771 5772 0 -43 43 
136 0.7797865867614746 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5814 5815 0 -41 41 
137 0.785252571105957 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5855 5856 0 -41 41 
138 0.7908127307891846 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5896 5897 0 -43 43 
139 0.7962384223937988 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -5983 5984 0 -44 43 
140 0.8015801906585693 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6027 6027 0 -46 46 
141 0.8069489002227783 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6073 6073 0 -48 48 
142 0.8124172687530518 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6121 6121 0 -41 40 
143 0.8179035186767578 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6162 6161 0 -41 41 
144 0.8232970237731934 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6203 6202 0 -43 43 
145 0.8288421630859375 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6246 6245 0 -43 43 
146 0.834364652633667 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6289 6288 0 -44 44 
147 0.8398666381835938 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6333 6332 0 -43 44 
148 0.8453378677368164 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6376 6376 0 -46 45 
149 0.8509097099304199 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6422 6421 0 -47 47 
150 0.8563568592071533 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6514 6512 0 -41 41 
151 0.8617851734161377 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6555 6553 0 -41 41 
152 0.8672130107879639 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6596 6594 0 -44 45 
153 0.8727445602416992 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6640 6639 0 -43 42 
154 0.8781356811523438 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6683 6681 0 -43 43 
155 0.8835439682006836 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6726 6724 0 -44 44 
156 0.8890235424041748 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6770 6768 0 -50 50 
157 0.8945488929748535 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6820 6818 0 -41 41 
158 0.8999464511871338 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6861 6859 0 -41 40 
159 0.9055547714233398 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6902 6899 0 -43 43 
160 0.911170244216919 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -6989 6985 0 -44 45 
161 0.9165477752685547 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -7033 7030 0 -43 43 
162 0.921893835067749 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1226096153259277 -0.05637379735708237 2.7057504653930664 0 -7076 7073 0 -44 44 
