i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 e_x e_y abort kp_x ki_x kd_x kp_y ki_y kd_y
11 0.22432875633239746 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
12 0.23650193214416504 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
13 0.24798989295959473 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
14 0.25931811332702637 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
15 0.27087855339050293 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
16 0.2823669910430908 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
17 0.2941553592681885 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
18 0.30561113357543945 0.0 -0.0014384337863946328 0.0 0.000678084189764991 0.000678084189764991 -0.001356168379529982 0.01098630591911262 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
19 0.317657470703125 0.0 -0.0014387801338356597 0.0 0.0006782474595144556 0.0006782474595144556 -0.001356494919028911 0.01098630591911262 0.0 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
20 0.3290283679962158 0.0014384384345255796 -0.001439107499952974 0.0 0.0018528818450472772 -0.0004960782822830548 -0.0013568035627642226 0.01098630591911262 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
21 0.34063196182250977 3.2736770734231867e-07 -1.0034180540463567e-06 0.0 7.403104206719438e-07 2.057211931696407e-07 -9.460316138415845e-07 0.0 0.0 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
22 0.3520321846008301 3.2736770734231867e-07 0.0014374353456290344 0.0 -0.0006773462256605947 -0.000677880814888097 0.0013552270405486919 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
23 0.3633129596710205 3.2736770734231867e-07 0.003206861424550266 0.0 -0.0015114616784696118 -0.0015119962676971145 0.003023457946166727 -0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
24 0.37465691566467285 3.2736770734231867e-07 0.0034279645526560953 0.0 -0.0016156906926197384 -0.0016162252818472409 0.0032319159744669795 -0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
25 0.38615942001342773 3.2736770734231867e-07 0.003575590437187545 0.0 -0.0016852822019736385 -0.001685816791201141 0.0033710989931747797 -0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
26 0.40223026275634766 3.2736770734231867e-07 0.0033438193899184214 0.0 -0.001576024282502502 -0.0015765588717300042 0.003152583154232506 -0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
27 0.41426873207092285 3.2736770734231867e-07 0.003189380643857989 0.0 -0.0015032211594243159 -0.0015037557486518186 0.003006976908076134 -0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
28 0.4256446361541748 3.2736770734231867e-07 0.0030866154856921215 0.0 -0.0014547771992851207 -0.0014553117885126232 0.0029100889877977437 -0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
29 0.4370584487915039 3.2736770734231867e-07 0.0030183260752452094 0.0 -0.0014225852624782918 -0.0014231198517057945 0.0028457051141840863 -0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
30 0.4486997127532959 3.2736770734231867e-07 0.0029730300147255643 0.0 -0.0014012324947753072 -0.0014017670840028094 0.0028029995787781166 -0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
31 0.46006155014038086 3.2736770734231867e-07 0.002943039698897776 0.0 -0.001387094924314137 -0.0013876295135416394 0.002774724437855776 -0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
32 0.4713921546936035 3.2736770734231867e-07 0.0029232630784223742 0.0 -0.001377772136016064 -0.0013783067252435663 0.0027560788612596304 -0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
33 0.48271918296813965 3.2736770734231867e-07 0.002910295931053461 0.0 -0.001371659364124595 -0.0013721939533520972 0.002743853317476692 -0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
34 0.494213342666626 3.2736770734231867e-07 0.002901878878575872 0.0 -0.0013676915275349238 -0.0013682261167624265 0.00273591764429735 -0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
35 0.5065453052520752 0.0014387930468735988 0.002896535151229086 0.0 -0.00019067016148464688 -0.002540209368354404 0.0027308795298390514 -0.021972665199078128 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
36 0.5191202163696289 0.0014391565739039435 0.002893226903310476 0.0 -0.0001888138198825653 -0.002538946663907025 0.002727760483789591 -0.021972665199078128 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
37 0.5311057567596436 0.00143950049549062 0.004329672546486142 0.0 -0.0008656799791465268 -0.0032163744447702433 0.0040820544239167705 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
38 0.543921947479248 0.0014398690696026506 0.005767464439410545 0.0 -0.001543160637925494 -0.0038944569825537937 0.005437617620479288 -0.043945330398156256 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.043945330398156256 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
39 0.5567276477813721 0.0014402362516527489 0.004329259270668043 0.0 -0.0008648844166667666 -0.003216780367072033 0.0040816647837388 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
40 0.5685381889343262 0.0014405754621726885 0.0028910365118229473 0.0 -0.00018662274201289346 -0.002539072620877651 0.002725695362890544 -0.021972665199078128 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
41 0.5801408290863037 0.0014409099067663079 0.002891174001826787 0.0 -0.000186414482555067 -0.0025394105071542246 0.002725824989709291 -0.021972665199078128 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
42 0.5916802883148193 0.0014412408952061639 0.002891481712059553 0.0 -0.0001862892876204174 -0.002539825814078513 0.0027261151016989304 -0.021972665199078128 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
43 0.6032485961914062 0.0014415753192274395 0.0028919143817849146 0.0 -0.00018622019401501086 -0.0025403028326130097 0.0027265230266280208 -0.021972665199078128 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
44 0.6161525249481201 0.0014419463963079692 0.0043309742401921895 0.0 -0.000864296533789589 -0.003218985138722614 0.004083281672512203 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
45 0.6285111904144287 0.0014423017012582307 0.004331935184172474 0.0 -0.0008644594218490465 -0.0032197282373362217 0.004084187659185268 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
46 0.6409420967102051 0.001442658686283238 0.004332936157500362 0.0 -0.0008646398081486432 -0.0032204915777405405 0.004085131385889184 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
47 0.6531684398651123 0.0014430107065159347 0.004333945562592671 0.0 -0.0008648282229560531 -0.003221254839180779 0.004086083062136832 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
48 0.6669456958770752 0.0014434061275366617 0.004335100720356225 0.0 -0.0008650499096365687 -0.0032221222456841952 0.004087172155320764 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
49 0.679694652557373 0.001443772829565404 0.004336180088575302 0.0 -0.0008652593177419525 -0.0032229304756949545 0.004088189793436906 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
50 0.6914999485015869 0.0014441123829577406 0.004337184922583883 0.0 -0.0008654557568523573 -0.0032236814031731294 0.004089137160025486 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
51 0.7031557559967041 0.0014444486379176168 0.0043381844689504585 0.0 -0.0008656523965032421 -0.003224427144874132 0.004090079541377373 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
52 0.7148170471191406 0.0014447829522197253 0.00433918126511147 0.0 -0.0008658493242352234 -0.0032251700055753664 0.00409101932981059 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
53 0.7262711524963379 0.0014451124731657216 0.0043401657290833015 0.0 -0.0008660443522763505 -0.0032259031390679937 0.004091947491344344 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
54 0.7377614974975586 0.001445442474133074 0.004341152998336266 0.0 -0.0008662403108038899 -0.003226637986918625 0.004092878297722515 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
55 0.7497889995574951 0.001445788459811581 0.0029037390658182586 0.0 -0.00018835438864333519 -0.002549317057005173 0.0027376714456485082 -0.021972665199078128 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
56 0.7611379623413086 0.001446115032054962 0.002904390995188431 0.0 -0.00018839506597552458 -0.002549891024577655 0.0027382860905531795 -0.021972665199078128 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
57 0.7725555896759033 0.0014464437369646533 0.001466614809178911 0.0 0.0004896475144299476 -0.0018723852170419771 0.0013827377026120295 -0.01098635927996551 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
58 0.7840971946716309 0.0014467753494322722 0.0014669458822996744 0.0 0.000489762205510111 -0.0018728120468538211 0.00138304984134371 -0.01098635927996551 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
59 0.7954626083374023 0.0014471022096884667 0.002905703323558857 0.0 -0.00018820767633958085 -0.002551315689266761 0.002739523365606342 -0.021972665199078128 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
60 0.8069181442260742 0.0014474319157855575 0.0029063624944419397 0.0 -0.00018824920857285414 -0.0025518956293020057 0.0027401448378748597 -0.021972665199078128 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
61 0.8183262348175049 0.0014477597017972244 0.0029070179050667377 0.0 -0.00018829053594655653 -0.0025524722289913117 0.002740762764937868 -0.021972665199078128 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
62 0.8297209739685059 0.0014480928091884949 0.002907684011693722 0.0 -0.00018833256057579166 -0.002553058215712655 0.002741390776288447 -0.021972665199078128 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
63 0.8424222469329834 0.001448453785248205 0.002908405891034778 0.0 -0.000188378122042081 -0.0025536932486160445 0.0027420713706581253 -0.021972665199078128 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
64 0.8547766208648682 0.0014488082124451296 0.002909114696357104 0.0 -0.00018842286748090936 -0.0025543167712438267 0.002742739638724736 -0.021972665199078128 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021972665199078128 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
65 0.8662106990814209 0.0014491374796655522 0.004348206545152079 0.0 -0.0008665484252766979 -0.003232980020158988 0.0040995284454356865 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
66 0.8777332305908203 0.0014494688109778053 0.005787642912956297 0.0 -0.0015448347055670194 -0.003911807362216528 0.005456642067783547 -0.043945330398156256 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.043945330398156256 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
67 0.8890573978424072 0.0014497944780380578 0.005788945564004121 0.0 -0.00154518287511876 -0.003912687343850702 0.0054578702189694624 -0.043945330398156256 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.043945330398156256 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
68 0.9005241394042969 0.001450123909837231 0.005790263278647607 0.0 -0.0015455350718211378 -0.0039135775004284275 0.005459112572249566 -0.043945330398156256 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.043945330398156256 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
69 0.9117984771728516 0.001450448301412166 0.005791560835560802 0.0 -0.0015458818814041856 -0.003914454039235108 0.005460335920639294 -0.043945330398156256 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.043945330398156256 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
70 0.9233465194702148 0.0014507802978968698 0.005792888814117663 0.0 -0.0015462368225047627 -0.003915351128324966 0.005461587950829729 -0.043945330398156256 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.043945330398156256 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
71 0.9347307682037354 0.0014511075695999409 0.005794197894979536 0.0 -0.0015465867129145384 -0.003916235451187926 0.005462822164102464 -0.043945330398156256 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.043945330398156256 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
72 0.9460306167602539 0.0014514329555048277 0.005795499433590753 0.0 -0.001546934587621028 -0.00391711467885206 0.005464049266473089 -0.043945330398156256 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.043945330398156256 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
73 0.9575827121734619 0.0014517650891384903 0.0057968279636673664 0.0 -0.001547289676728854 -0.003918012139912479 0.005465301816641333 -0.043945330398156256 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.043945330398156256 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
74 0.9691293239593506 0.0014520975176424145 0.005798157673632723 0.0 -0.001547645081281007 -0.003918910397938347 0.005466555479219353 -0.043945330398156256 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.043945330398156256 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
75 0.9809365272521973 0.0014524367761644895 0.004361064378537733 0.0 -0.0008699158017514237 -0.003241735125255412 0.0041116509270068356 -0.032958971118190745 -0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.032958971118190745 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
76 0.9924731254577637 0.0014527686149278906 0.001485188053138335 0.0 0.0004860562444934887 -0.0018863049694419726 0.001400248724948484 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
77 1.0038301944732666 0.0014530956946224194 -0.0002780498507837077 0.0 0.0013175216230847157 -0.0010553737097552928 -0.00026214791332942317 0.0 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
78 1.015242576599121 0.0014534247561194037 -0.000494801075519578 0.0 0.0014199678078994007 -0.0009534648801150132 -0.00046650292778438744 0.0 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
79 1.027115821838379 0.0014537662775992999 0.0007991506962879755 0.0 0.0008102719441044033 -0.0015637184461513077 0.0007534465020469047 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
80 1.038562536239624 0.0014540941939024776 0.001028271571791276 0.0 0.0007025310701249232 -0.0016719948052115379 0.0009694637350866148 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
81 1.0499446392059326 0.0014544221924950307 0.001181128209850578 0.0 0.0006307415696402187 -0.00174431992515498 0.0011135783555147613 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
82 1.0616474151611328 0.00145475903719543 0.0012831508141954763 0.0 0.0005829226852753385 -0.0017926888746122196 0.0012097661893368812 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
83 1.0730583667755127 0.0014550863431857409 0.0013512686266154532 0.0 0.0005510788847761718 -0.001825067163555398 0.0012739882787792263 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
84 1.084322214126587 0.0014554104193180706 0.0013967863737008937 0.0 0.0005298862200778798 -0.001846789042361705 0.0013169028222838252 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
85 1.09562087059021 0.0014557357915080615 0.001427240859859625 0.0 0.0005157955029049424 -0.0018614110900959553 0.001345615587191013 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
86 1.1069884300231934 0.0014560626037621205 0.0014476537480928443 0.0 0.0005064396161974455 -0.0018713006589795417 0.0013648610427820962 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
87 1.118764877319336 0.001456400963958515 0.0014613828256086793 0.0 0.0005002439369336685 -0.0018780488781302753 0.0013778049411966066 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
88 1.1303462982177734 0.001456734263358328 0.001470643269888119 0.0 0.0004961506594561798 -0.001882686431248509 0.0013865357717923292 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
89 1.1419823169708252 0.00145707029887987 0.0014769307353294124 0.0 0.0004934610916772458 -0.0018859247427362611 0.0013924636510590151 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
90 1.1539466381072998 0.0014574135072919602 0.0014812415636880033 0.0 0.0004917091761956693 -0.0018882371152078728 0.0013965279390122031 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
91 1.1658108234405518 0.0014577541647334158 0.0014842273010937925 0.0 0.0004905798317209013 -0.0018899227509550723 0.001399342919234171 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
92 1.1774108409881592 0.0014580880950184395 0.0014863246180217054 0.0 0.0004898637999755418 -0.0018911840885724124 0.0014013202885968705 -0.01098635927996551 -0.01098635927996551 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 0.01098635927996551 0.01098635927996551 0.0 7.5 0.15 0.06 7.5 0.15 0.06
