i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 e_x e_y abort kp_x ki_x kd_x kp_y ki_y kd_y
386 4.58993124961853 0.004994323629012597 -0.0014910652882491487 0.0 0.004780743084810569 -0.003374953249460107 -0.0014057898353504628 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.199999999999998 0.15 0.06 8.199999999999998 0.15 0.06
387 4.601391077041626 0.004995312418146368 -0.0014913948830262197 0.0 0.004781705800225492 -0.003375605219939148 -0.0014061005802863437 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.199999999999998 0.15 0.06 8.199999999999998 0.15 0.06
388 4.6126649379730225 0.004996285634015861 -0.0014917192867404112 0.0 0.004782653353032869 -0.003376246921991663 -0.0014064064310412062 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.199999999999998 0.15 0.06 8.199999999999998 0.15 0.06
389 4.623979568481445 0.0049972618740198975 -0.001492044698494554 0.0 0.0047836038502303505 -0.003376890618045102 -0.001406713232185249 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.199999999999998 0.15 0.06 8.199999999999998 0.15 0.06
390 4.63542628288269 0.004998249284806632 -0.0014923738338248444 0.0 0.004784565223644342 -0.003377541679693791 -0.001407023543950551 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.199999999999998 0.15 0.06 8.199999999999998 0.15 0.06
391 4.647010803222656 0.004999248771559194 -0.0014927069944575262 0.0 0.004785538354588887 -0.003378200703781544 -0.0014073376508073423 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.199999999999998 0.15 0.06 8.199999999999998 0.15 0.06
392 4.658329010009766 0.005000225217286668 -0.0014930324747858153 0.0 0.004786489052085015 -0.003378844535481305 -0.0014076445166037108 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.199999999999998 0.15 0.06 8.199999999999998 0.15 0.06
393 4.6697998046875 0.005001215878503728 -0.0014933626935876181 0.0 0.004787453590217622 -0.0033794977403418715 -0.0014079558498757505 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.199999999999998 0.15 0.06 8.199999999999998 0.15 0.06
394 4.681326627731323 0.00500221026331502 -0.0014936941535814703 0.0 0.004788421753755732 -0.003380153400400854 -0.0014082683533548773 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.199999999999998 0.15 0.06 8.199999999999998 0.15 0.06
395 4.692678689956665 0.005003188601698127 -0.001494020264791906 0.0 0.004789374293999409 -0.0033807984800467714 -0.0014085758139526375 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.199999999999998 0.15 0.06 8.199999999999998 0.15 0.06
396 4.704153060913086 0.0050041788308959655 -0.0014943503395880016 0.0 0.004790338411504858 -0.0033814514000500622 -0.0014088870114547943 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.199999999999998 0.15 0.06 8.199999999999998 0.15 0.06
397 4.7154669761657715 0.005062680336466484 -0.0015138507467307154 0.0 0.004847297270866652 -0.003420025099243175 -0.0014272721716234765 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
398 4.726907014846802 0.005063667459240404 -0.001514179786057201 0.0 0.004848258363862537 -0.0034206759709870136 -0.0014275823928755233 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
399 4.73828125 0.005064647978291957 -0.001514506624153588 0.0 0.004849213027271867 -0.003421322488483937 -0.0014278905387879305 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
400 4.7495505809783936 0.005065620576991135 -0.0015148308221453405 0.0 0.004850159979183305 -0.0034219637835974873 -0.0014281961955858174 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
401 4.760822534561157 0.005066594348313911 -0.0015151554110097271 0.0 0.004851108072797027 -0.0034226058518950692 -0.001428502220901958 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
402 4.772307634353638 0.005067584083775499 -0.0015154853212278714 0.0 0.004852071709585725 -0.0034232584463471903 -0.0014288132632385346 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
403 4.783552885055542 0.005068557176210929 -0.001515809683797575 0.0 0.004853019142213914 -0.003423900067011912 -0.0014291190752020021 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
404 4.794999837875366 0.005069543105788908 -0.0015161383253940114 0.0 0.004853979073477649 -0.0034245501520070868 -0.0014294289214705623 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
405 4.806428909301758 0.0050705289942222 -0.0015164669532756186 0.0 0.004854938964681655 -0.0034252002098729977 -0.0014297387548086575 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
406 4.8179612159729 0.005071523708190993 -0.0015167985229881048 0.0 0.0048559074486976 -0.003425856086966096 -0.0014300513617315042 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
407 4.829237937927246 0.00507249694463283 -0.0015171229335597107 0.0 0.004856855021534842 -0.0034264978025832426 -0.0014303572189515992 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
408 4.840502500534058 0.005073468946734037 -0.0015174469326864387 0.0 0.004857801392580203 -0.00342713870432246 -0.001430662688257743 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
409 4.851786375045776 0.005074443479233535 -0.0015177717752751668 0.0 0.004858750227298918 -0.0034277812745114322 -0.0014309689527874866 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
410 4.863093614578247 0.005075419575231164 -0.0015180971390274074 0.0 0.0048597005842873475 -0.003428424875612445 -0.001431275708674902 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
411 4.87463641166687 0.005076414001187145 -0.0015184286127360885 0.0 0.004860668787885187 -0.0034290805628006942 -0.0014315882250844933 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
412 4.886008977890015 0.005077397132926363 -0.0015187563217241345 0.0 0.004861625995087329 -0.003429728803005898 -0.0014318971920814312 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
413 4.897566556930542 0.005078394274431728 -0.0015190887006115478 0.0 0.004862596842627303 -0.003430386280725588 -0.0014322105619017152 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
414 4.909095525741577 0.005079387178034266 -0.001519419666871546 0.0 0.004863563564015159 -0.003431040964131058 -0.0014325225998841002 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.299999999999997 0.15 0.06 8.299999999999997 0.15 0.06
415 4.920504570007324 0.005137896583384814 -0.0015389227072614801 0.0 0.00492053011484498 -0.0034696198721429093 -0.0014509102427020702 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
416 4.931800842285156 0.005138872699954786 -0.0015392480778711353 0.0 0.004921480491863273 -0.003470263486808555 -0.0014512170050547182 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
417 4.943184852600098 0.005139856263713225 -0.0015395759308648887 0.0 0.004922438119692573 -0.003470912011871035 -0.0014515261078215384 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
418 4.954770088195801 0.005140853178922809 -0.001539908234320741 0.0 0.004923408746904037 -0.003471569340379771 -0.0014518394065242651 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
419 4.966204643249512 0.005141839334796569 -0.0015402369513487385 0.0 0.004924368898496283 -0.0034722195745859005 -0.0014521493239103831 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
420 4.977496385574341 0.005142814278742944 -0.0015405619310857592 0.0 0.004925318133812292 -0.0034728624160675144 -0.0014524557177447773 0.01098630591911262 -0.03295907783989653 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.03295907783989653 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
421 4.98909068107605 0.00675483604050697 -0.0015408962711937584 0.0 0.006241686000112101 -0.004788915063490538 -0.0014527709366215624 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
422 5.000844240188599 0.00675618437935128 -0.0015412333542676121 0.0 0.006242945816653308 -0.004789857075061951 -0.001453088741591356 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
423 5.0123913288116455 0.0067575132156136395 -0.0015415655617196595 0.0 0.006244187411012873 -0.004790785461232044 -0.0014534019497808271 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
424 5.023693799972534 0.006758815060960896 -0.0015418910214757048 0.0 0.0062454037864881394 -0.004791694990306641 -0.0014537087961814976 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
425 5.035048723220825 0.006760120527040667 -0.001542217386410482 0.0 0.006246623544984471 -0.00479260704899161 -0.0014540164959928612 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
426 5.046507835388184 0.0067614381719479835 -0.0015425467960373579 0.0 0.006247854682733473 -0.004793527616366009 -0.0014543270663674639 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
427 5.05808162689209 0.006762770080347022 -0.0015428797715198444 0.0 0.006249099147535155 -0.0047944581488721764 -0.0014546409986629773 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
428 5.069417476654053 0.006764073544051993 -0.0015432056358633533 0.0 0.0062503170351183215 -0.004795368808605954 -0.0014549482265123666 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
429 5.0806965827941895 0.006765374127628829 -0.0015435307801783254 0.0 0.006251532231662006 -0.004796277456149663 -0.0014552547755123414 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
430 5.092090129852295 0.006766685271675496 -0.0015438585645979324 0.0 0.0062527572953504605 -0.004797193481723624 -0.0014555638136268365 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
431 5.103690147399902 0.006768016905776617 -0.0015441914715062727 0.0 0.006254001503862666 -0.004798123822592643 -0.0014558776812700247 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
432 5.11497163772583 0.006769315596697819 -0.0015445161426596349 0.0 0.0062552149320089755 -0.00479903114784002 -0.0014561837841689557 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.399999999999997 0.15 0.06 8.399999999999997 0.15 0.06
433 5.126335620880127 0.006847323611249576 -0.001564018051576154 0.0 0.006328101497202747 -0.004853531136979188 -0.0014745703602235599 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
434 5.13791823387146 0.006848653380124856 -0.001564350492180299 0.0 0.006329343962946527 -0.004854460174715589 -0.0014748837882309369 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
435 5.149150371551514 0.006849945707334368 -0.0015646735724134657 0.0 0.006330551445177026 -0.004855363053981102 -0.0014751883911959228 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
436 5.160438776016235 0.0068512460166132855 -0.0015649986481542915 0.0 0.0063317663854312355 -0.004856271509887662 -0.001475494875543572 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
437 5.171790361404419 0.006852553375348689 -0.0015653254862506786 0.0 0.006332987912324941 -0.0048571848908689624 -0.0014758030214559793 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
438 5.183179616928101 0.006853864245097438 -0.0015656532020961393 0.0 0.006334212719723922 -0.004858100724805773 -0.0014761119949181494 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
439 5.1944580078125 0.006855158135805082 -0.0015659766732019403 0.0 0.006335421662804427 -0.004859004696403038 -0.0014764169664013892 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
440 5.205915927886963 0.006856477152201987 -0.0015663064256995478 0.0 0.006336654082000803 -0.004859926221963184 -0.0014767278600376177 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
441 5.217468500137329 0.0068578061530430974 -0.001566638674296083 0.0 0.006337895830134051 -0.004860854723115567 -0.001477041107018484 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
442 5.228922367095947 0.006859125059720836 -0.001566968399364032 0.0 0.006339128146814637 -0.004861776172020854 -0.0014773519747937826 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
443 5.24058985710144 0.006860467775457832 -0.0015673040766678852 0.0 0.0063403827094216155 -0.004862714255030706 -0.0014776684543909094 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
444 5.252156019210815 0.006861797324894778 -0.001567636462412713 0.0 0.006341624970133815 -0.004863643139457389 -0.001477981830676426 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
445 5.263896942138672 0.006863147830692637 -0.0015679740872223229 0.0 0.006342886811361871 -0.004864586664962282 -0.0014783001463995887 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
446 5.275397777557373 0.006864470934128517 -0.0015683048614747112 0.0 0.006344123049271418 -0.004865511045915955 -0.0014786120033554629 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
447 5.286747217178345 0.006865776647076413 -0.0015686312881262204 0.0 0.006345343038428276 -0.004866423277074357 -0.0014789197613539191 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
448 5.298438310623169 0.0068671218863542525 -0.00156896759631222 0.0 0.006346599958898421 -0.004867363123145984 -0.0014792368357524378 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
449 5.310129880905151 0.006868467372500217 -0.0015693039662149516 0.0 0.006347857110029092 -0.0048683031416910435 -0.0014795539683380488 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
450 5.3218560218811035 0.006869815711344526 -0.0015696410492888051 0.0 0.0063491169265703 -0.004869245153262458 -0.0014798717733078425 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
451 5.33316969871521 0.006871117721270534 -0.0015699665501893382 0.0 0.006350333455819252 -0.004870154797319344 -0.0014801786584999082 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
452 5.345024108886719 0.0068724813385088596 -0.0015703074528431442 0.0 0.006351607547684194 -0.004871107483079977 -0.0014805000646042157 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
453 5.3564088344573975 0.006873791165925522 -0.0015706349081068486 0.0 0.00635283138118317 -0.004872022588795621 -0.00148080879238755 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
454 5.3678412437438965 0.006875107603922001 -0.0015709640160074805 0.0 0.006354061391258485 -0.004872942312966562 -0.001481119078291922 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
455 5.37955641746521 0.006876454214689429 -0.0015713006670642121 0.0 0.006355319593176003 -0.004873883117223936 -0.0014814364759520664 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
456 5.3909595012664795 0.0068777663736383915 -0.0015716287052081606 0.0 0.006356545605135514 -0.004874799851855348 -0.0014817457532801648 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
457 5.402292490005493 0.006879072168875663 -0.0015719551524319135 0.0 0.006357765671179214 -0.004875712140504895 -0.0014820535306743186 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
458 5.413862943649292 0.006880402294338237 -0.0015722876821824487 0.0 0.0063590084700993095 -0.004876641427369592 -0.0014823670427297183 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
459 5.425356388092041 0.006881727262999957 -0.0015726189227390323 0.0 0.0063602464507772835 -0.0048775671114558794 -0.001482679339321404 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
460 5.437652587890625 0.006883138114339713 -0.0015729716338608417 0.0 0.006361564675689746 -0.004878552797133634 -0.0014830118785561122 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
461 5.448940277099609 0.0068844372167077925 -0.0015732964078754234 0.0 0.0063627784882702675 -0.004879460409836736 -0.0014833180784335307 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
462 5.460245132446289 0.006885738321450671 -0.0015736216824812736 0.0 0.006363994171763953 -0.004880369421491029 -0.0014836247502729234 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.499999999999996 0.15 0.06 8.499999999999996 0.15 0.06
463 5.471647500991821 0.006963756869042467 -0.0015931262246450134 0.0 0.0064368905784735475 -0.0049348767694967315 -0.001502013808976816 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.599999999999996 0.15 0.06 8.599999999999996 0.15 0.06
464 5.483867645263672 0.006965154334643838 -0.0015934755893484802 0.0 0.00643819629645965 -0.004935853103281596 -0.001502343193178054 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.599999999999996 0.15 0.06 8.599999999999996 0.15 0.06
465 5.495311975479126 0.0069664729670236595 -0.001593805245842283 0.0 0.006439428356850761 -0.004936774360549734 -0.0015026539963010276 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.599999999999996 0.15 0.06 8.599999999999996 0.15 0.06
466 5.506685733795166 0.006967781779538026 -0.001594132447381646 0.0 0.006440651242078683 -0.004937688757207926 -0.0015029624848707584 0.01098630591911262 -0.04394543711986204 0.010982944185380504 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098630591911262 0.04394543711986204 0.0 8.599999999999996 0.15 0.06 8.599999999999996 0.15 0.06
