i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 
1 0.005073070526123047 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
2 0.010506153106689453 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
3 0.015833377838134766 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
4 0.021208524703979492 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
5 0.02659773826599121 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
6 0.03191661834716797 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
7 0.03728842735290527 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
8 0.04268932342529297 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
9 0.04807019233703613 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
10 0.0535893440246582 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.5977964401245117 0 0 0 0 0 0 
11 0.059051513671875 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
12 0.06439971923828125 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
13 0.06978893280029297 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
14 0.07516908645629883 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
15 0.08049774169921875 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
16 0.08587884902954102 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
17 0.09125757217407227 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
18 0.09657907485961914 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.597604751586914 0 0 0 0 0 0 
19 0.10203194618225098 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05426457151770592 2.597604751586914 0 0 0 0 0 0 
20 0.10742425918579102 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.5974130630493164 0 0 0 0 0 0 
21 0.11287236213684082 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1112966537475586 -0.05445631965994835 2.5974130630493164 0 0 0 0 0 0 
