i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 e_x e_y abort kp_x ki_x kd_x kp_y ki_y kd_y cost autotune
316 3.8564987182617188 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
317 3.8678078651428223 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
318 3.879220724105835 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
319 3.890674114227295 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
320 3.9019882678985596 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
321 3.91330885887146 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
322 3.9247095584869385 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
323 3.9360756874084473 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
324 3.947434186935425 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
325 3.958723783493042 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
326 3.970029592514038 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
327 3.9815540313720703 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
328 3.993098258972168 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
329 4.004516839981079 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
330 4.015838146209717 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
331 4.027252674102783 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
332 4.038686990737915 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
333 4.049986124038696 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
334 4.06128454208374 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
335 4.072654724121094 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
336 4.084107398986816 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
337 4.095426797866821 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
338 4.106747150421143 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
339 4.11818265914917 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
340 4.1294941902160645 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
341 4.1408326625823975 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
342 4.152209520339966 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
343 4.163872957229614 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
344 4.17533802986145 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
345 4.186625719070435 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
346 4.197980642318726 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
347 4.209637880325317 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
348 4.221346139907837 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
349 4.232772350311279 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
350 4.244201898574829 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
351 4.255806922912598 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
352 4.267092943191528 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
353 4.278441429138184 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
354 4.289834976196289 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
355 4.301309823989868 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
356 4.3126678466796875 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
357 4.324024200439453 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
358 4.335822820663452 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
359 4.347566366195679 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
360 4.358997344970703 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
361 4.37045955657959 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
362 4.382200717926025 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
363 4.393786907196045 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
364 4.405256748199463 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
365 4.416663646697998 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
366 4.428215265274048 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
367 4.43951153755188 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
368 4.451029062271118 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
369 4.462416172027588 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
370 4.47407865524292 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
371 4.485386610031128 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
372 4.496802091598511 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
373 4.508593559265137 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
374 4.520101547241211 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
375 4.531535625457764 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
376 4.542870283126831 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
377 4.554535865783691 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
378 4.566128492355347 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
379 4.5777459144592285 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
380 4.589168310165405 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
381 4.600870847702026 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
382 4.61269474029541 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
383 4.624102592468262 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
384 4.635698318481445 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
385 4.647047281265259 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
386 4.658353090286255 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
387 4.669665575027466 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
388 4.68117618560791 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
389 4.692583322525024 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
390 4.703888416290283 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
391 4.715203285217285 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
392 4.726508140563965 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
393 4.737985372543335 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
394 4.749297857284546 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
395 4.760857582092285 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
396 4.772439479827881 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
397 4.783751010894775 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
398 4.795121669769287 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
399 4.806460618972778 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
400 4.818045139312744 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
401 4.82949161529541 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
402 4.840824842453003 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
403 4.852260112762451 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
404 4.863739490509033 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
405 4.875170946121216 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
406 4.8864686489105225 -1.717466306672577e-05 0.0 0.0 -1.4023053672567285e-05 1.4023053672567285e-05 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.6 0.22 0.02 8.6 0.22 0.02 inf 0.0
