i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 theta_x_dot theta_y_dot e_x e_y abort K_x_0 K_x_1 K_y_0 K_y_1 Q_scale R_scale
627 6.804840564727783 -0.5833794024306302 0.96 0.0 -0.9288756274276598 0.02377894750887915 0.9050966799187807 -3.1970216925683834 -4.954834161442693 -9.580077971373244 -2.6801712325937923 2.610046396576163 0.10799224746714914 -0.29846706115185917 6.267808284189043 -6.864742406492761 0.5643303988067205 -0.20996085354792132 3.1970216925683834 4.954834161442693 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
628 6.8154826164245605 -0.758965665748338 0.96 0.0 -0.96 0.16714453116566286 0.9050966799187807 -2.87841812722303 -5.009765851120815 -9.48120415294814 -2.6787687358734398 2.670353755551324 0.039269908169872414 1.562090276984503 5.206967589948344 -7.029406246430264 0.5559448436164467 -0.18598257966000084 2.87841812722303 5.009765851120815 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
629 6.826131582260132 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -2.548828202597711 -5.064697434077231 -9.393313278708415 -2.660536278508856 2.720843637484017 -0.03225742456810948 2.672553564084962 4.157305544132163 -7.126809504226566 0.5527786973059083 -0.16678984414482592 2.548828202597711 5.064697434077231 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
630 6.836807012557983 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -2.2302246372523573 -5.0756837933571965 -9.27245991153421 -2.6296813506610994 2.7601135456538897 -0.10518725402644397 3.879246247783749 2.9840355752182686 -7.161685380523844 0.5462792954016108 -0.13702003450208364 2.2302246372523573 5.0756837933571965 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
631 6.847571134567261 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -1.9226074311869694 -5.130615483035318 -9.151606544360005 -2.5862039523301688 2.7853584866202366 -0.17951958020513104 4.467498578315735 1.4891661927719115 -7.147997725305175 0.5367994061035168 -0.12743317989790742 1.9226074311869694 5.130615483035318 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
632 6.858292102813721 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -1.779785187434241 -5.141601735593579 -9.096678163054762 -2.5413240572788864 2.7965784603830572 -0.24683942278205515 5.376984231383718 0.2987213461879843 -6.870590962323639 0.4759164591585575 -0.1055216686654976 1.779785187434241 5.141601735593579 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
633 6.869054079055786 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -1.3952636798525058 -5.1965334252717 -8.898930526204554 -2.4866266851851355 2.7979809571034093 -0.3169642587996845 5.911471950906581 -0.295573597545329 -7.093766341087896 0.5053647755489354 -0.1022218652173154 1.3952636798525058 5.1965334252717 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
634 6.879821062088013 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -1.0656737552271869 -5.262451367508081 -8.690186284790624 -2.3968668950825696 2.7895659767812937 -0.42215151282612845 6.334013327977634 -1.2180794861495452 -7.064861019667362 0.5114320211540844 -0.10320551843997725 1.0656737552271869 5.262451367508081 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
635 6.890447378158569 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -0.8789062877980078 -5.295410338626272 -8.536384085060277 -2.329547052505646 2.776943506298121 -0.4964838390048156 6.635111627924714 -1.3823149224843154 -7.18803759691844 0.47047382077192296 -0.09338704102197082 0.8789062877980078 5.295410338626272 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
636 6.901093006134033 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -0.7141113254853483 -5.317383057186203 -8.39355116913697 -2.2594222164880167 2.761516042374242 -0.5708161651835026 7.027123442267655 -1.4639840504724282 -7.027123442267655 0.4304170809853854 -0.08191472139738808 0.7141113254853483 5.317383057186203 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
637 6.911738395690918 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -0.5822754410125853 -5.339355669024428 -8.217769420657522 -2.193504870631445 2.746088578450364 -0.6381360077604268 7.26816734589532 -1.81704183647383 -7.008589940684773 0.38756599282826626 -0.072737153458986 0.5822754410125853 5.339355669024428 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
638 6.922380685806274 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -0.47241206165634175 -5.339355669024428 -8.041987672178074 -2.1205750411731104 2.72785612108578 -0.7096633404984086 7.237788968025666 -2.10129357136229 -7.237788968025666 0.34609431154957887 -0.058189722767188805 0.47241206165634175 5.339355669024428 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
639 6.933026552200317 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -0.37353514830176954 -5.339355669024428 -7.8332570911424835 -2.0420352248333655 2.7068186702804913 -0.7868006601178009 7.237655093562658 -2.1444903980926395 -7.237655093562658 0.30925255857272804 -0.04655177821375105 0.37353514830176954 5.339355669024428 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
640 6.943727493286133 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -0.27465823494719727 -5.328369309744463 -7.602546961357793 -1.969105395375031 2.6857812194752024 -0.8583279928557828 7.596271103213606 -2.250746993544772 -7.033584354827414 0.2796601147437363 -0.033657181200142716 0.27465823494719727 5.328369309744463 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
641 6.954408168792725 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -0.18676757415088477 -5.317383057186203 -7.349857282824001 -1.8961755659166966 2.663341271949561 -0.9270503321530595 7.783000667883387 -2.0754668447689033 -7.264133956691161 0.2524493130301742 -0.023335618461888606 0.18676757415088477 5.317383057186203 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
642 6.9651572704315186 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -0.09887691335457224 -5.306396697906238 -7.064205111355728 -1.8190382462973045 2.6409013244239197 -0.999980161611394 7.599615160099663 -2.206339885190225 -7.354466283967416 0.23048520690828922 -0.015102766549603993 0.09887691335457224 5.306396697906238 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
643 6.97591757774353 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 -0.01098635927996551 -5.284424086068013 -6.767583656080414 -1.739095933237207 2.6170588801779258 -1.0757149845104337 7.671143887254811 -2.380699827079079 -7.142099481237238 0.21288230442167125 -0.004958687165723938 0.01098635927996551 5.284424086068013 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
644 6.986631631851196 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 0.10986327263453775 -5.262451367508081 -6.295166791947312 -1.6212862087275897 2.5805939654487586 -1.1851097286979353 7.704397787696439 -2.3705839346758273 -7.111751804027482 0.20966836439384426 0.003189891201792374 -0.10986327263453775 5.262451367508081 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
645 6.997393369674683 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 0.18676757415088477 -5.251465008228116 -5.965582843737517 -1.5427463923878448 2.555349024482412 -1.2580395581562698 7.689775354105281 -2.3660847243400864 -7.394014763562771 0.19274184032129418 0.006124372706020241 -0.18676757415088477 5.251465008228116 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
646 7.008076429367065 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 0.2526855163872663 -5.251465008228116 -5.6359852351493815 -1.4585965891666897 2.5301040835160657 -1.335176877775662 7.753543425296033 -2.3857056693218563 -7.157117007965569 0.17573533237176495 0.004899498164816193 -0.2526855163872663 5.251465008228116 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
647 7.018707990646362 -0.9085621639583135 0.96 0.0 -0.96 0.28928956047286847 0.9050966799187807 0.27465823494719727 -5.251465008228116 -5.4711864308553135 -1.3828617662676501 2.506261639270072 -1.406704210513644 8.039790116670877 -2.6799300388902925 -7.146480103707446 0.14780224087162375 0.003919598531852955 -0.27465823494719727 5.251465008228116 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
648 7.029382944107056 -0.9142729478943924 0.96 0.0 -0.96 0.2939523960310939 0.9050966799187807 0.3405761771835788 -5.240478755669856 -4.96582073416607 -1.304321949927905 2.481016698303725 -1.4768290465312732 7.923710284477889 -2.347766010215671 -7.336768781923971 0.1397985689983935 0.006728451608596057 -0.3405761771835788 5.240478755669856 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
649 7.040058612823486 -0.8526779639070141 0.96 0.0 -0.96 0.24366030220310156 0.9050966799187807 0.37353514830176954 -5.240478755669856 -4.625240181392555 -1.2229771401474552 2.4557717573373785 -1.552563869430313 8.034672490880507 -2.6782241636268354 -7.141931103004895 0.12260089716088973 0.005382761286876846 -0.37353514830176954 5.240478755669856 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
650 7.050808906555176 -0.832475568289547 0.96 0.0 -0.96 0.22716511525489042 0.9050966799187807 0.41748047869992577 -5.240478755669856 -4.284673288997379 -1.1416323303670053 2.4305268163710316 -1.626896195609 7.770064932701309 -2.390789210061941 -7.172367630185823 0.11234928948201615 0.004306209029501477 -0.41748047869992577 5.240478755669856 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
651 7.06156325340271 -0.8470744604961088 0.96 0.0 -0.96 0.23908506082688047 0.9050966799187807 0.47241216837804756 -5.262451367508081 -3.944092736223863 -1.0630925140272602 2.406684372125038 -1.6998260250673345 8.116300465003393 -2.434890139501018 -7.034127069669608 0.10769421589173764 -0.0036809257324293865 -0.47241216837804756 5.262451367508081 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
652 7.072545528411865 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 0.593261746931698 -5.317383057186203 -3.4387270395346197 -0.9466852862379957 2.3716219541162236 -1.8050132790937785 8.05733846014273 -2.0793131510045755 -7.277596028516014 0.124654535671961 -0.02044438020254998 -0.593261746931698 5.317383057186203 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
653 7.083243131637573 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 0.7141113254853483 -5.372314640142619 -3.120112375131865 -0.8653404764575456 2.3505845033109343 -1.8793456052724655 7.725319941852002 -2.1069054386869097 -7.257118733254911 0.13914489118155426 -0.03427424566773256 -0.7141113254853483 5.372314640142619 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
654 7.09393048286438 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 0.8679199285180423 -5.449218941658966 -2.80151137110745 -0.7811906732363906 2.3281445557852933 -1.9564829248918576 8.01426697344335 -2.210832268536097 -7.185204872742314 0.16143596079745798 -0.05247942046029333 -0.8679199285180423 5.449218941658966 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
655 7.10465407371521 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 1.0437011967498144 -5.537109602455279 -2.5048899158321363 -0.7040533536169983 2.305704608259652 -2.0266077609094872 8.165127422972558 -2.1773673127926823 -7.348614680675302 0.1865015858944458 -0.07065995370159772 -1.0437011967498144 5.537109602455279 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
656 7.115324258804321 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 1.2414551168404515 -5.6140139039716255 -2.2302206885492435 -0.6241110405569008 2.2832646607340106 -2.0995375903678215 7.7902058156966465 -2.077388217519106 -7.2708587613168705 0.21382687957664231 -0.08166014472061392 -1.2414551168404515 5.6140139039716255 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
657 7.126040697097778 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 1.461181682119847 -5.6799318462080075 -1.9885276145791724 -0.5441687274968035 2.2608247132083688 -2.1724674198261558 8.04771201036956 -2.4387006092028973 -7.3161018276086915 0.24261856747715455 -0.08679522601516365 -1.461181682119847 5.6799318462080075 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
658 7.136734485626221 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 1.7028809125983204 -5.734863535886129 -1.7797833731652426 -0.4600189242756482 2.2355797722420223 -2.248202242725196 8.051071873436202 -2.4153215620308606 -7.245964686092581 0.27298661937507446 -0.08736614263355551 -1.7028809125983204 5.734863535886129 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
659 7.147425651550293 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 1.9665528149459786 -5.756836147724354 -1.6040016246857944 -0.3772716177748457 2.210334831275676 -2.3239370656242353 7.977124805038937 -2.363592534826352 -7.386226671332349 0.3044396154395407 -0.0770637588641 -1.9665528149459786 5.756836147724354 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
660 7.158199310302734 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 2.3840332402850515 -5.745849788444389 -1.3952710436502047 -0.25805939654487586 2.1752724132668613 -2.4319293130913846 7.93034794754342 -2.6434493158478065 -7.049198175594151 0.37905197015096304 -0.05808519982443746 -2.3840332402850515 5.745849788444389 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
661 7.168837547302246 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 2.669677834512214 -5.701904564767938 -1.2854006206613797 -0.1725070966033681 2.148624975580162 -2.509066632710777 8.055182184539424 -2.685060728179808 -7.160161941812821 0.3969809642612645 -0.03204674785883271 -2.669677834512214 5.701904564767938 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
662 7.179487466812134 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 2.8234864375449082 -5.668945486928042 -1.2414551835415175 -0.09536977698397586 2.1233800346138154 -2.579191468728406 8.065476347075576 -2.3897707695038743 -7.468033654699608 0.3678963009338 -0.014856326323885578 -2.8234864375449082 5.668945486928042 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
663 7.190182685852051 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 3.273925780641319 -5.548095961735244 -1.142581365116413 -0.016829960644231035 2.0995375903678215 -2.650718801466388 8.16931728102193 -2.6258519831856204 -7.294033286626723 0.4416348642626545 0.027639215177320972 -3.273925780641319 5.548095961735244 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
664 7.2008421421051025 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 3.581542986706707 -5.4382326891007065 -1.0876529838111706 0.06451484913621897 2.074292649401475 -2.725051127645075 8.154050699724339 -2.5305674585351396 -7.310528213545959 0.4540389754833942 0.058086754318502354 -3.581542986706707 5.4382326891007065 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
665 7.211484432220459 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 3.8781738334921294 -5.306396697906238 -1.032710942127588 0.14866465235737414 2.047645211714776 -2.800785950544115 8.051756633961265 -2.683918877987088 -7.157117007965569 0.4603126043277012 0.0896167223885227 -3.8781738334921294 5.306396697906238 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
666 7.222230434417725 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 4.174804893720964 -5.163574454153509 -0.9667996166369649 0.22860696541747152 2.022400270748429 -2.873715780002449 7.821616325043269 -2.4273981698410148 -7.282194509523044 0.46467202402742375 0.11811871815637222 -4.174804893720964 5.163574454153509 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
667 7.232938289642334 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 4.460449381226421 -5.009765851120815 -0.8898916865826213 0.3071467817572164 1.997155329782083 -2.945243112740431 7.923710284477889 -2.6412367614926295 -7.336768781923971 0.46485706657336745 0.14463622611156882 -4.460449381226421 5.009765851120815 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
668 7.2436442375183105 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 4.735107509451912 -4.833984582889043 -0.8020008123428972 0.3884915915376664 1.971910388815736 -3.0181729421987655 7.993964840515058 -2.6646549468383527 -7.401819296773201 0.4614534878096562 0.173032416579517 -4.735107509451912 4.833984582889043 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
669 7.254351377487183 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 4.987792919117473 -4.669189673937236 -0.6921440497324122 0.47404389147917414 1.9438604544086844 -3.0967127585385104 8.067194599386415 -2.3902798812996786 -7.170839643899035 0.45142957921814975 0.1920782118660152 -4.987792919117473 4.669189673937236 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
670 7.265079498291016 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 5.306396484462826 -4.405517771589579 -0.4724168641331019 0.5890486225480862 1.9073955396795172 -3.2019000125649546 7.892956508873472 -2.449538226891767 -7.076443766576217 0.4646895245479088 0.2393556914960753 -5.306396484462826 4.405517771589579 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
671 7.275912523269653 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 5.482177806055451 -4.229736503357806 -0.3076180598390343 0.6689909356081837 1.8821505987131706 -3.2734273453029363 7.842479330955748 -2.6141597769852494 -7.319647375558698 0.4282843002024251 0.24801721659968073 -5.482177806055451 4.229736503357806 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
672 7.286806344985962 -0.96 0.96 0.0 -0.96 0.33128837773122644 0.9050966799187807 5.614013690528214 -4.05395526180646 -0.12085336717420561 0.748933248668281 1.8569056577468241 -3.3477596714816236 8.071571637885482 -2.69052387929516 -7.093199318141786 0.38484145796440705 0.25469915028361567 -5.614013690528214 4.05395526180646 0.0 38.94172711344103 4.88414500146046 38.94172711344103 4.88414500146046 1.0 1.0
