i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 
34 0.1837759017944336 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05445631965994835 -2.9266436100006104 0 -619 627 0 -32 33 
35 0.18917512893676758 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.053881075233221054 -2.9266436100006104 0 -651 660 0 -33 34 
36 0.19455671310424805 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05368933081626892 -2.9266436100006104 0 -684 694 0 -34 34 
37 0.19991612434387207 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05349758267402649 -2.9266436100006104 0 -718 728 0 -33 34 
38 0.205308198928833 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05349758267402649 -2.926835536956787 0 -751 762 0 -35 36 
39 0.21077370643615723 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05349758267402649 -2.926835536956787 0 -786 798 0 -42 42 
40 0.2201089859008789 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05368933081626892 -2.9270272254943848 0 -828 840 0 -34 34 
41 0.22608041763305664 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.05426457151770592 -2.92741060256958 0 -895 907 0 -34 34 
42 0.23168468475341797 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05445631965994835 -2.927602529525757 0 -929 941 0 -36 36 
43 0.23727679252624512 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.05483981594443321 -2.92741060256958 0 -965 977 0 -37 37 
44 0.24382519721984863 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1270198822021484 -0.05522330850362778 -2.9266436100006104 0 -1039 1051 0 -37 38 
45 0.24944257736206055 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1270198822021484 -0.05541505664587021 -2.926260232925415 0 -1076 1089 0 -46 46 
46 0.25502729415893555 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1264445781707764 -0.05560680478811264 -2.9260685443878174 0 -1122 1135 0 -35 35 
47 0.260516881942749 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05560680478811264 -2.9260685443878174 0 -1157 1170 0 -35 36 
48 0.26602745056152344 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05522330850362778 -2.9260685443878174 0 -1192 1206 0 -35 35 
49 0.271503210067749 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05483981594443321 -2.9260685443878174 0 -1227 1241 0 -37 37 
50 0.2769582271575928 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1264445781707764 -0.05483981594443321 -2.9272189140319824 0 -1303 1316 0 -38 38 
51 0.2824077606201172 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1264445781707764 -0.05483981594443321 -2.9272189140319824 0 -1303 1316 0 -38 38 
52 0.28791117668151855 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1264445781707764 -0.05464806780219078 -2.927602529525757 0 -1380 1393 0 -36 37 
53 0.2934892177581787 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.055031564086675644 -2.927985906600952 0 -1416 1430 0 -42 41 
54 0.2989673614501953 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.055031564086675644 -2.927985906600952 0 -1416 1430 0 -42 41 
55 0.3046703338623047 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.054072823375463486 -2.9272189140319824 0 -1497 1510 0 -40 39 
56 0.31038331985473633 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05349758267402649 -2.927602529525757 0 -1537 1549 0 -39 39 
57 0.31601881980895996 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05330583453178406 -2.9277942180633545 0 -1576 1588 0 -40 40 
58 0.3216688632965088 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.0523470975458622 -2.927985906600952 0 -1616 1628 0 -41 41 
59 0.32760143280029297 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05138835683465004 -2.92817759513855 0 -1657 1669 0 -39 39 
60 0.33341002464294434 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05042961984872818 -2.92817759513855 0 -1745 1756 0 -38 38 
61 0.3390047550201416 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05023787170648575 -2.9283695220947266 0 -1783 1794 0 -38 39 
62 0.34464311599731445 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124910593032837 -0.05004612356424332 -2.9283695220947266 0 -1821 1833 0 -38 38 
63 0.3502938747406006 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1247189044952393 -0.049854375422000885 -2.928561210632324 0 -1859 1871 0 -40 40 
64 0.3559153079986572 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124910593032837 -0.04966263100504875 -2.928561210632324 0 -1899 1911 0 -43 43 
65 0.3617427349090576 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.04966263100504875 -2.928561210632324 0 -1982 1993 0 -42 42 
66 0.36735963821411133 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.04966263100504875 -2.928561210632324 0 -2024 2035 0 -39 39 
67 0.37277889251708984 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05004612356424332 -2.92817759513855 0 -2063 2074 0 -44 45 
68 0.37815356254577637 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05119660869240761 -2.927985906600952 0 -2107 2119 0 -41 40 
69 0.3834836483001709 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.053114086389541626 -2.9277942180633545 0 -2148 2159 0 -39 39 
70 0.3888516426086426 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126636505126953 -0.05541505664587021 -2.927602529525757 0 -2187 2198 0 -38 39 
71 0.3942532539367676 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.05541505664587021 -2.9270272254943848 0 -2225 2237 0 -39 39 
72 0.39964962005615234 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05560680478811264 -2.926260232925415 0 -2264 2276 0 -39 39 
73 0.405031681060791 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.05483981594443321 -2.925109624862671 0 -2303 2315 0 -39 40 
74 0.4104466438293457 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.05483981594443321 -2.925109624862671 0 -2342 2355 0 -37 37 
75 0.4161214828491211 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05368933081626892 -2.9241509437561035 0 -2379 2392 0 -42 42 
76 0.42233729362487793 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05349758267402649 -2.924342632293701 0 -2421 2434 0 -40 40 
77 0.4278700351715088 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.053881075233221054 -2.925109624862671 0 -2502 2514 0 -40 40 
78 0.4337773323059082 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05426457151770592 -2.925109624862671 0 -2542 2554 0 -41 41 
79 0.4393165111541748 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05464806780219078 -2.9253015518188477 0 -2583 2595 0 -41 40 
80 0.4446983337402344 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05483981594443321 -2.9258766174316406 0 -2624 2635 0 -41 41 
81 0.450106143951416 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126636505126953 -0.05483981594443321 -2.926835536956787 0 -2665 2676 0 -44 43 
82 0.4554567337036133 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126636505126953 -0.05483981594443321 -2.926835536956787 0 -2709 2719 0 -37 38 
83 0.4608950614929199 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1270198822021484 -0.05464806780219078 -2.9272189140319824 0 -2746 2757 0 -39 39 
84 0.4663841724395752 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.127211570739746 -0.05541505664587021 -2.9264519214630127 0 -2827 2836 0 -40 41 
85 0.4719700813293457 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.127403497695923 -0.05560680478811264 -2.926260232925415 0 -2867 2877 0 -41 40 
86 0.47760772705078125 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.127211570739746 -0.05560680478811264 -2.9264519214630127 0 -2908 2917 0 -41 40 
87 0.4832882881164551 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1270198822021484 -0.05541505664587021 -2.926835536956787 0 -2949 2957 0 -41 41 
88 0.48888564109802246 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1264445781707764 -0.055031564086675644 -2.92741060256958 0 -2990 2998 0 -48 48 
89 0.495311975479126 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.05426457151770592 -2.9277942180633545 0 -3038 3046 0 -39 39 
90 0.5014281272888184 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124335527420044 -0.05426457151770592 -2.927602529525757 0 -3077 3085 0 -38 39 
91 0.5074689388275146 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1228015422821045 -0.05330583453178406 -2.9270272254943848 0 -3153 3162 0 -40 39 
92 0.5132584571838379 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.053114086389541626 -2.9272189140319824 0 -3193 3201 0 -40 41 
93 0.5191714763641357 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.127211570739746 -0.05368933081626892 -2.9272189140319824 0 -3233 3242 0 -40 40 
94 0.5250983238220215 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1270198822021484 -0.052922338247299194 -2.9272189140319824 0 -3273 3282 0 -40 40 
95 0.5316109657287598 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1264445781707764 -0.05349758267402649 -2.92741060256958 0 -3313 3322 0 -45 45 
96 0.5374026298522949 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.05464806780219078 -2.9270272254943848 0 -3396 3405 0 -39 39 
97 0.5432889461517334 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05464806780219078 -2.926835536956787 0 -3435 3444 0 -41 42 
98 0.5489766597747803 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05426457151770592 -2.926835536956787 0 -3476 3486 0 -41 41 
99 0.5551445484161377 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05330583453178406 -2.9266436100006104 0 -3517 3527 0 -42 42 
100 0.5608608722686768 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.052155349403619766 -2.9266436100006104 0 -3559 3569 0 -42 41 
101 0.5671007633209229 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05062136799097061 -2.926835536956787 0 -3601 3610 0 -42 42 
102 0.5728871822357178 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.048703890293836594 -2.926835536956787 0 -3691 3701 0 -41 40 
103 0.5785708427429199 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.04908738657832146 -2.926835536956787 0 -3732 3741 0 -39 39 
104 0.5841591358184814 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05023787170648575 -2.9270272254943848 0 -3771 3780 0 -39 39 
105 0.5896437168121338 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.051963601261377335 -2.9272189140319824 0 -3810 3819 0 -43 43 
106 0.5956614017486572 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05349758267402649 -2.9272189140319824 0 -3853 3862 0 -40 41 
107 0.6011464595794678 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124910593032837 -0.053881075233221054 -2.9270272254943848 0 -3893 3903 0 -41 41 
108 0.6065695285797119 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1247189044952393 -0.053881075233221054 -2.926835536956787 0 -3934 3944 0 -42 42 
109 0.6120412349700928 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05368933081626892 -2.926835536956787 0 -4022 4032 0 -40 40 
110 0.617417573928833 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.053881075233221054 -2.926835536956787 0 -4062 4072 0 -39 40 
111 0.6227381229400635 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.053881075233221054 -2.9270272254943848 0 -4101 4112 0 -43 42 
112 0.6281275749206543 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.054072823375463486 -2.9272189140319824 0 -4144 4154 0 -42 43 
113 0.6335492134094238 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.05426457151770592 -2.927602529525757 0 -4186 4197 0 -43 42 
114 0.6388897895812988 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.05464806780219078 -2.92817759513855 0 -4229 4239 0 -42 41 
115 0.644233226776123 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.055031564086675644 -2.9289445877075195 0 -4271 4280 0 -42 42 
116 0.6495571136474609 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1264445781707764 -0.055031564086675644 -2.929328203201294 0 -4313 4322 0 -49 48 
117 0.6549243927001953 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126636505126953 -0.05483981594443321 -2.929328203201294 0 -4362 4370 0 -40 40 
118 0.6602962017059326 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126636505126953 -0.05445631965994835 -2.928752899169922 0 -4402 4410 0 -40 39 
119 0.665682315826416 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126636505126953 -0.05445631965994835 -2.927985906600952 0 -4442 4449 0 -39 38 
120 0.6711430549621582 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126636505126953 -0.05483981594443321 -2.9272189140319824 0 -4481 4487 0 -41 42 
121 0.6766388416290283 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.127211570739746 -0.05541505664587021 -2.926835536956787 0 -4564 4571 0 -42 41 
122 0.6822910308837891 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.127211570739746 -0.05522330850362778 -2.927602529525757 0 -4606 4612 0 -42 42 
123 0.6876463890075684 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1270198822021484 -0.05483981594443321 -2.9283695220947266 0 -4648 4654 0 -48 48 
124 0.692990779876709 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1270198822021484 -0.05483981594443321 -2.9283695220947266 0 -4696 4702 0 -40 39 
125 0.6983551979064941 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05273059010505676 -2.9297115802764893 0 -4736 4741 0 -39 40 
126 0.7036473751068115 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1247189044952393 -0.052155349403619766 -2.929903268814087 0 -4775 4781 0 -43 43 
127 0.7089939117431641 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1239519119262695 -0.0517718531191349 -2.9300951957702637 0 -4818 4824 0 -41 42 
128 0.7143659591674805 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1233766078948975 -0.0517718531191349 -2.9297115802764893 0 -4859 4866 0 -43 43 
129 0.7197656631469727 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1239519119262695 -0.052922338247299194 -2.929328203201294 0 -4902 4909 0 -41 42 
130 0.7252051830291748 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05368933081626892 -2.9289445877075195 0 -4943 4951 0 -43 43 
131 0.7305905818939209 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.05349758267402649 -2.928752899169922 0 -4986 4994 0 -45 46 
132 0.736093282699585 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.052922338247299194 -2.9289445877075195 0 -5031 5040 0 -42 43 
133 0.7415575981140137 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.052922338247299194 -2.929328203201294 0 -5112 5122 0 -39 40 
134 0.746910572052002 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.053114086389541626 -2.9295198917388916 0 -5151 5162 0 -42 41 
135 0.752260684967041 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05330583453178406 -2.929328203201294 0 -5193 5203 0 -43 43 
136 0.7576539516448975 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05368933081626892 -2.929328203201294 0 -5236 5246 0 -42 42 
137 0.7631611824035645 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05426457151770592 -2.929328203201294 0 -5278 5288 0 -42 42 
138 0.7685813903808594 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.05464806780219078 -2.929328203201294 0 -5320 5330 0 -44 44 
139 0.7740075588226318 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.05464806780219078 -2.9295198917388916 0 -5364 5374 0 -46 46 
140 0.779360294342041 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05464806780219078 -2.9295198917388916 0 -5410 5420 0 -40 39 
141 0.7846777439117432 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1264445781707764 -0.05483981594443321 -2.929903268814087 0 -5450 5459 0 -39 39 
142 0.7901349067687988 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.05483981594443321 -2.9295198917388916 0 -5489 5498 0 -40 41 
143 0.7955756187438965 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05483981594443321 -2.9289445877075195 0 -5529 5539 0 -42 42 
144 0.8010640144348145 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.05445631965994835 -2.928561210632324 0 -5612 5622 0 -42 42 
145 0.8064570426940918 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.05445631965994835 -2.928561210632324 0 -5612 5622 0 -42 42 
146 0.8118867874145508 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.05368933081626892 -2.9289445877075195 0 -5701 5711 0 -43 43 
147 0.8173491954803467 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05349758267402649 -2.9291365146636963 0 -5744 5754 0 -39 39 
148 0.8227965831756592 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05330583453178406 -2.929328203201294 0 -5783 5793 0 -41 41 
149 0.8281428813934326 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05330583453178406 -2.9295198917388916 0 -5824 5834 0 -41 41 
150 0.8335063457489014 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05349758267402649 -2.9295198917388916 0 -5865 5875 0 -42 42 
151 0.8389444351196289 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05368933081626892 -2.929328203201294 0 -5907 5917 0 -42 41 
152 0.8443293571472168 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05349758267402649 -2.929328203201294 0 -5949 5958 0 -42 42 
153 0.8496770858764648 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05349758267402649 -2.929328203201294 0 -5991 6000 0 -45 45 
154 0.8550615310668945 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05349758267402649 -2.929328203201294 0 -6036 6045 0 -39 39 
155 0.8604273796081543 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05368933081626892 -2.9289445877075195 0 -6075 6084 0 -42 41 
156 0.8658492565155029 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.053881075233221054 -2.928752899169922 0 -6117 6125 0 -42 42 
157 0.8713381290435791 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126636505126953 -0.05426457151770592 -2.928752899169922 0 -6201 6209 0 -42 42 
158 0.8767638206481934 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126828193664551 -0.053881075233221054 -2.929328203201294 0 -6243 6251 0 -42 42 
159 0.8821094036102295 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1264445781707764 -0.053114086389541626 -2.9297115802764893 0 -6285 6293 0 -43 42 
160 0.8874514102935791 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.053114086389541626 -2.9302868843078613 0 -6328 6335 0 -47 47 
161 0.8927912712097168 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05349758267402649 -2.930478572845459 0 -6375 6382 0 -44 44 
162 0.8980960845947266 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.05349758267402649 -2.930478572845459 0 -6419 6426 0 -40 40 
