t_now Tz phi_x phi_y phi_z dphi_x dphi_y dphi_z enc_pos_1 enc_pos_2 enc_pos_3 enc_dtick_1 enc_dtick_2 enc_dtick_3 theta_x theta_y theta_z 
0.005158424377441406 0.75 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 0 0 0 0.0 0.0 0.0 
0.010768651962280273 0.75 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 0 0 0 0.0 0.0 0.0 
0.01626300811767578 0.75 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 0 0 0 0.0 0.0 0.0 
0.02180194854736328 0.75 0.0 0.0 0.0 0.0 0.0 0.169025813155867 0 0 0 1 1 1 0.0 0.0 0.0 
0.027290821075439453 0.75 0.0 0.0 0.0007868151602405608 0.09767102656791361 0.056390393481012026 0.3947327543670842 1 1 1 2 3 2 0.0 0.0 0.0 
0.03281688690185547 0.75 0.0004542679445673663 0.00026227172008018695 0.0026227172008018696 0.0 0.0 0.5076226840261683 3 4 3 3 3 3 0.0 0.0 0.0 
0.03838777542114258 0.75 0.00045426794456736574 0.0002622717200801866 0.008130423322485794 0.0 0.11282930526142697 0.7898051368299888 10 11 10 4 5 5 0.0 0.0 0.0 
0.04387307167053223 0.75 0.0004542679445673663 0.0007868151602405608 0.011802227403608413 0.0 0.0 0.845129065779335 14 16 15 5 5 5 0.0 0.0 0.0 
0.04932522773742676 0.75 0.0004542679445673663 0.0007868151602405608 0.015736303204811217 0.09765003107638999 0.056378271728329085 0.9020523476532656 19 21 20 5 6 5 0.0 0.0 0.0 
0.05477404594421387 0.75 0.0009085358891347326 0.0010490868803207478 0.01993265072609421 -0.09758709872553524 0.056341937718622365 1.0704968166538245 24 27 25 6 6 7 0.0 0.0 0.0 
0.060187339782714844 0.75 0.0004542679445673663 0.0013113586004009348 0.02491581340761776 0.0 0.0 1.013719338939954 30 33 32 6 6 6 0.0 0.0 0.0 
0.06559991836547852 0.75 0.0004542679445673663 0.0018359020405613086 0.034882138770664865 -0.09762904460936307 -0.05636615518594176 1.127323103718835 42 46 45 7 6 7 0.0 0.0 0.0 
