i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 
1 0.005070924758911133 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.588017463684082 0 0 0 0 0 0 
2 0.010599851608276367 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.588017463684082 0 0 0 0 0 0 
3 0.015964984893798828 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.588017463684082 0 0 0 0 0 0 
4 0.02140021324157715 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.588017463684082 0 0 0 0 0 0 
5 0.026763200759887695 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.588017463684082 0 0 0 0 0 0 
6 0.03221535682678223 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.5878257751464844 0 0 0 0 0 0 
7 0.03769087791442871 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.5878257751464844 0 0 0 0 0 0 
8 0.04312944412231445 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.5878257751464844 0 0 0 0 0 0 
9 0.0486602783203125 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.5876338481903076 0 0 0 0 0 0 
10 0.05413651466369629 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.5876338481903076 0 0 0 0 0 0 
11 0.059554338455200195 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.5876338481903076 0 0 0 0 0 0 
12 0.06492161750793457 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.5878257751464844 0 0 0 0 0 0 
13 0.07034158706665039 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.588017463684082 0 0 0 0 0 0 
14 0.07568669319152832 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.588017463684082 0 0 0 0 0 0 
15 0.08108401298522949 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.5878257751464844 0 0 0 0 0 0 
16 0.08653879165649414 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.5878257751464844 0 0 0 0 0 0 
17 0.09196615219116211 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05349758267402649 2.5876338481903076 0 0 0 0 0 0 
18 0.09792757034301758 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05330583453178406 2.5876338481903076 0 0 0 0 0 0 
19 0.10344791412353516 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05330583453178406 2.5878257751464844 0 0 0 0 0 0 
20 0.10885167121887207 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05330583453178406 2.5878257751464844 0 0 0 0 0 0 
21 0.11433768272399902 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05330583453178406 2.5878257751464844 0 0 0 0 0 0 
22 0.11971044540405273 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05330583453178406 2.5878257751464844 0 0 0 0 0 0 
23 0.12505722045898438 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05330583453178406 2.5878257751464844 0 0 0 0 0 0 
24 0.1304922103881836 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05330583453178406 2.5876338481903076 0 0 0 0 0 0 
25 0.13582372665405273 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05330583453178406 2.5876338481903076 0 0 0 0 0 0 
26 0.14123249053955078 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05330583453178406 2.5876338481903076 0 0 0 0 0 0 
27 0.14659452438354492 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05330583453178406 2.5878257751464844 0 0 0 0 0 0 
28 0.15200424194335938 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1120636463165283 -0.05330583453178406 2.5878257751464844 0 0 0 0 0 0 
