i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 enc_pos_1 enc_pos_2 enc_pos_3 
12 0.06430244445800781 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.053881075233221054 -2.871420383453369 0 0 0 0 0 0 0 -60 70 
13 0.06966042518615723 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.054072823375463486 -2.8712286949157715 0 0 0 0 0 0 0 -71 83 
14 0.07503151893615723 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05445631965994835 -2.8710367679595947 0 0 0 0 0 0 0 -83 97 
15 0.08036231994628906 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05445631965994835 -2.8710367679595947 0 0 0 0 0 0 0 -97 112 
16 0.08568644523620605 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.05445631965994835 -2.8710367679595947 0 0 0 0 0 0 0 -112 128 
17 0.09097719192504883 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.05426457151770592 -2.8710367679595947 0 0 0 0 0 0 0 -129 147 
18 0.09629487991333008 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.05426457151770592 -2.8710367679595947 0 0 0 0 0 0 0 -146 165 
19 0.10158658027648926 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.054072823375463486 -2.8710367679595947 0 0 0 0 0 0 0 -162 183 
20 0.10692906379699707 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.053881075233221054 -2.8710367679595947 0 0 0 0 0 0 0 -180 202 
21 0.11221837997436523 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05368933081626892 -2.8710367679595947 0 0 0 0 0 0 0 -201 224 
22 0.11763548851013184 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05349758267402649 -2.8710367679595947 0 0 0 0 0 0 0 -222 246 
23 0.12302684783935547 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05349758267402649 -2.870845079421997 0 0 0 0 0 0 0 -244 269 
24 0.12842130661010742 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124910593032837 -0.05349758267402649 -2.870845079421997 0 0 0 0 0 0 0 -267 293 
25 0.1337902545928955 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05368933081626892 -2.8706533908843994 0 0 0 0 0 0 0 -317 346 
26 0.13910150527954102 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05445631965994835 -2.8704617023468018 0 0 0 0 0 0 0 -340 370 
27 0.14453387260437012 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05483981594443321 -2.870269775390625 0 0 0 0 0 0 0 -364 396 
28 0.1498725414276123 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1264445781707764 -0.05522330850362778 -2.870269775390625 0 0 0 0 0 0 0 -390 423 
29 0.1552281379699707 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1264445781707764 -0.05560680478811264 -2.870269775390625 0 0 0 0 0 0 0 -416 451 
30 0.16056561470031738 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.05560680478811264 -2.870269775390625 0 0 0 0 0 0 0 -443 480 
31 0.16590023040771484 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05541505664587021 -2.8704617023468018 0 0 0 0 0 0 0 -470 509 
32 0.1712949275970459 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05483981594443321 -2.8706533908843994 0 0 0 0 0 0 0 -503 544 
33 0.17673683166503906 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.054072823375463486 -2.870845079421997 0 0 0 0 0 0 0 -533 576 
34 0.18210530281066895 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05330583453178406 -2.870845079421997 0 0 0 0 0 0 0 -562 606 
35 0.18748688697814941 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124910593032837 -0.052922338247299194 -2.8710367679595947 0 0 0 0 0 0 0 -591 637 
36 0.19285798072814941 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1245272159576416 -0.05273059010505676 -2.8710367679595947 0 0 0 0 0 0 0 -622 670 
37 0.19828367233276367 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1239519119262695 -0.05273059010505676 -2.8710367679595947 0 0 0 0 0 0 0 -653 703 
38 0.20392417907714844 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.122993230819702 -0.05330583453178406 -2.870845079421997 0 0 0 0 0 0 0 -720 773 
39 0.20934295654296875 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1222262382507324 -0.053881075233221054 -2.8718037605285645 0 0 0 0 0 0 0 -752 806 
40 0.21468472480773926 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1231849193573 -0.05426457151770592 -2.8723790645599365 0 0 0 0 0 0 0 -791 846 
41 0.22002887725830078 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05445631965994835 -2.872762680053711 0 0 0 0 0 0 0 -823 879 
42 0.22533226013183594 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1270198822021484 -0.05426457151770592 -2.872762680053711 0 0 0 0 0 0 0 -858 914 
43 0.23073267936706543 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.127211570739746 -0.053881075233221054 -2.8731460571289062 0 0 0 0 0 0 0 -893 950 
44 0.23607563972473145 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1270198822021484 -0.054072823375463486 -2.8735296726226807 0 0 0 0 0 0 0 -928 985 
45 0.24144554138183594 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1270198822021484 -0.05426457151770592 -2.8742966651916504 0 0 0 0 0 0 0 -964 1021 
46 0.24688386917114258 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1270198822021484 -0.05445631965994835 -2.8748717308044434 0 0 0 0 0 0 0 -999 1056 
47 0.25226426124572754 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126828193664551 -0.05445631965994835 -2.8752553462982178 0 0 0 0 0 0 0 -1041 1098 
48 0.25771021842956543 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.054072823375463486 -2.875638723373413 0 0 0 0 0 0 0 -1078 1135 
49 0.26317548751831055 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1247189044952393 -0.05349758267402649 -2.87583065032959 0 0 0 0 0 0 0 -1113 1170 
50 0.26883888244628906 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124335527420044 -0.052922338247299194 -2.875638723373413 0 0 0 0 0 0 0 -1148 1206 
51 0.2743561267852783 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124143600463867 -0.051963601261377335 -2.87506365776062 0 0 0 0 0 0 0 -1227 1284 
52 0.279738187789917 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124335527420044 -0.051963601261377335 -2.8748717308044434 0 0 0 0 0 0 0 -1264 1322 
53 0.2850825786590576 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124335527420044 -0.051963601261377335 -2.8748717308044434 0 0 0 0 0 0 0 -1303 1361 
54 0.2904398441314697 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124910593032837 -0.0523470975458622 -2.87506365776062 0 0 0 0 0 0 0 -1340 1398 
55 0.29574084281921387 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124910593032837 -0.05253884196281433 -2.87506365776062 0 0 0 0 0 0 0 -1384 1444 
56 0.30109429359436035 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1247189044952393 -0.05253884196281433 -2.8752553462982178 0 0 0 0 0 0 0 -1421 1481 
57 0.3064537048339844 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1247189044952393 -0.0523470975458622 -2.8752553462982178 0 0 0 0 0 0 0 -1460 1520 
58 0.31175684928894043 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1245272159576416 -0.0523470975458622 -2.8752553462982178 0 0 0 0 0 0 0 -1501 1562 
59 0.31720614433288574 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1247189044952393 -0.0523470975458622 -2.87506365776062 0 0 0 0 0 0 0 -1539 1600 
60 0.3229179382324219 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.053114086389541626 -2.8748717308044434 0 0 0 0 0 0 0 -1579 1641 
61 0.3285219669342041 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.054072823375463486 -2.8748717308044434 0 0 0 0 0 0 0 -1619 1681 
62 0.3339965343475342 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05445631965994835 -2.8748717308044434 0 0 0 0 0 0 0 -1665 1728 
63 0.3394918441772461 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05464806780219078 -2.87506365776062 0 0 0 0 0 0 0 -1705 1768 
64 0.3453998565673828 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05426457151770592 -2.875638723373413 0 0 0 0 0 0 0 -1781 1846 
65 0.35203027725219727 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.053881075233221054 -2.875638723373413 0 0 0 0 0 0 0 -1823 1888 
66 0.35753750801086426 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1245272159576416 -0.05330583453178406 -2.8754470348358154 0 0 0 0 0 0 0 -1864 1929 
67 0.36342453956604004 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124143600463867 -0.053114086389541626 -2.8754470348358154 0 0 0 0 0 0 0 -1946 2012 
68 0.3690781593322754 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1239519119262695 -0.05253884196281433 -2.8752553462982178 0 0 0 0 0 0 0 -1985 2050 
69 0.37490296363830566 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1239519119262695 -0.05253884196281433 -2.8752553462982178 0 0 0 0 0 0 0 -1985 2050 
70 0.3804905414581299 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05253884196281433 -2.8752553462982178 0 0 0 0 0 0 0 -2071 2136 
71 0.38608551025390625 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.052922338247299194 -2.8746800422668457 0 0 0 0 0 0 0 -2111 2176 
72 0.3917531967163086 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05368933081626892 -2.874488353729248 0 0 0 0 0 0 0 -2152 2217 
73 0.39732885360717773 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126828193664551 -0.054072823375463486 -2.8742966651916504 0 0 0 0 0 0 0 -2193 2258 
74 0.4027886390686035 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1275951862335205 -0.05464806780219078 -2.874488353729248 0 0 0 0 0 0 0 -2234 2299 
75 0.40888309478759766 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1275951862335205 -0.05464806780219078 -2.874488353729248 0 0 0 0 0 0 0 -2275 2339 
76 0.4150700569152832 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.127403497695923 -0.05464806780219078 -2.87583065032959 0 0 0 0 0 0 0 -2363 2426 
77 0.42123937606811523 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.054072823375463486 -2.876214027404785 0 0 0 0 0 0 0 -2402 2465 
78 0.4269413948059082 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05349758267402649 -2.8765976428985596 0 0 0 0 0 0 0 -2442 2504 
79 0.43254590034484863 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1245272159576416 -0.05273059010505676 -2.8767893314361572 0 0 0 0 0 0 0 -2484 2547 
80 0.4380302429199219 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124143600463867 -0.0523470975458622 -2.876981019973755 0 0 0 0 0 0 0 -2526 2588 
81 0.44359302520751953 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1245272159576416 -0.051963601261377335 -2.8767893314361572 0 0 0 0 0 0 0 -2609 2671 
82 0.4490828514099121 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1245272159576416 -0.051963601261377335 -2.8767893314361572 0 0 0 0 0 0 0 -2609 2671 
83 0.45464181900024414 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.052155349403619766 -2.8765976428985596 0 0 0 0 0 0 0 -2700 2761 
84 0.46018123626708984 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05253884196281433 -2.876405715942383 0 0 0 0 0 0 0 -2738 2799 
85 0.4657011032104492 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.052922338247299194 -2.876405715942383 0 0 0 0 0 0 0 -2777 2838 
86 0.47121191024780273 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05349758267402649 -2.876405715942383 0 0 0 0 0 0 0 -2815 2876 
87 0.47675633430480957 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.05368933081626892 -2.8767893314361572 0 0 0 0 0 0 0 -2856 2917 
88 0.482496976852417 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.053881075233221054 -2.8771727085113525 0 0 0 0 0 0 0 -2898 2959 
89 0.4880943298339844 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.053881075233221054 -2.8773646354675293 0 0 0 0 0 0 0 -2939 3000 
90 0.49362993240356445 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.053881075233221054 -2.877556324005127 0 0 0 0 0 0 0 -2983 3043 
91 0.49924159049987793 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.053881075233221054 -2.877556324005127 0 0 0 0 0 0 0 -3032 3092 
92 0.505194902420044 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.052922338247299194 -2.876981019973755 0 0 0 0 0 0 0 -3111 3170 
93 0.511420488357544 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05273059010505676 -2.8767893314361572 0 0 0 0 0 0 0 -3150 3208 
94 0.5176663398742676 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05273059010505676 -2.8767893314361572 0 0 0 0 0 0 0 -3191 3249 
95 0.5235633850097656 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05273059010505676 -2.8767893314361572 0 0 0 0 0 0 0 -3234 3290 
96 0.529639720916748 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.052922338247299194 -2.8765976428985596 0 0 0 0 0 0 0 -3319 3375 
97 0.535106897354126 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05273059010505676 -2.8765976428985596 0 0 0 0 0 0 0 -3368 3424 
98 0.5405137538909912 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.05253884196281433 -2.8765976428985596 0 0 0 0 0 0 0 -3407 3463 
99 0.546104907989502 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124910593032837 -0.0523470975458622 -2.876981019973755 0 0 0 0 0 0 0 -3447 3502 
100 0.5520853996276855 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1247189044952393 -0.05253884196281433 -2.8773646354675293 0 0 0 0 0 0 0 -3486 3541 
101 0.5577092170715332 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124335527420044 -0.05273059010505676 -2.877556324005127 0 0 0 0 0 0 0 -3527 3582 
102 0.5633060932159424 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124335527420044 -0.05273059010505676 -2.877556324005127 0 0 0 0 0 0 1 -3570 3625 
103 0.568901538848877 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1247189044952393 -0.05253884196281433 -2.8771727085113525 0 0 0 0 0 0 1 -3612 3666 
104 0.5742998123168945 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.0523470975458622 -2.8771727085113525 0 0 0 0 0 0 1 -3705 3758 
105 0.5797569751739502 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05273059010505676 -2.8771727085113525 0 0 0 0 0 0 1 -3745 3797 
106 0.5851349830627441 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1264445781707764 -0.053114086389541626 -2.876981019973755 0 0 0 0 0 0 1 -3784 3836 
107 0.5904836654663086 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.053881075233221054 -2.8767893314361572 0 0 0 0 0 0 1 -3824 3876 
108 0.5959100723266602 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05445631965994835 -2.8765976428985596 0 0 0 0 0 0 1 -3864 3916 
109 0.6012668609619141 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05426457151770592 -2.876405715942383 0 0 0 0 0 0 1 -3907 3959 
110 0.6066501140594482 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.05368933081626892 -2.8765976428985596 0 0 0 0 0 0 1 -3948 4000 
111 0.6120493412017822 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.05368933081626892 -2.8765976428985596 0 0 0 0 0 0 1 -3992 4045 
112 0.6174089908599854 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.052922338247299194 -2.8773646354675293 0 0 0 0 0 0 1 -4032 4084 
113 0.622943639755249 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124910593032837 -0.053114086389541626 -2.8777480125427246 0 0 0 0 0 0 1 -4074 4127 
114 0.628577470779419 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1245272159576416 -0.052922338247299194 -2.876981019973755 0 0 0 0 0 0 1 -4159 4212 
115 0.6340265274047852 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1245272159576416 -0.0523470975458622 -2.8765976428985596 0 0 0 0 0 0 1 -4200 4254 
116 0.6393985748291016 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1247189044952393 -0.051963601261377335 -2.8765976428985596 0 0 0 0 0 0 1 -4243 4296 
117 0.6448087692260742 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124910593032837 -0.0517718531191349 -2.8767893314361572 0 0 0 0 0 0 1 -4286 4340 
118 0.6502258777618408 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.051963601261377335 -2.876981019973755 0 0 0 0 0 0 1 -4328 4381 
119 0.6555995941162109 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.0523470975458622 -2.876981019973755 0 0 0 0 0 0 1 -4378 4431 
120 0.6609430313110352 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05273059010505676 -2.876981019973755 0 0 0 0 0 0 1 -4417 4470 
121 0.6663553714752197 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05330583453178406 -2.876981019973755 0 0 0 0 0 0 1 -4456 4509 
122 0.6717751026153564 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05349758267402649 -2.876981019973755 0 0 0 0 0 0 1 -4496 4548 
123 0.677177906036377 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05368933081626892 -2.876981019973755 0 0 0 0 0 0 1 -4537 4589 
124 0.6826019287109375 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05349758267402649 -2.8771727085113525 0 0 0 0 0 0 1 -4581 4633 
125 0.6880712509155273 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1247189044952393 -0.053114086389541626 -2.8773646354675293 0 0 0 0 0 0 1 -4664 4716 
126 0.6934535503387451 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124335527420044 -0.0523470975458622 -2.8773646354675293 0 0 0 0 0 0 1 -4704 4755 
127 0.6988785266876221 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124335527420044 -0.0517718531191349 -2.8771727085113525 0 0 0 0 0 0 1 -4748 4800 
128 0.7042484283447266 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1245272159576416 -0.05158010497689247 -2.876981019973755 0 0 0 0 0 0 1 -4791 4842 
129 0.7096292972564697 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.051963601261377335 -2.876214027404785 0 0 0 0 0 0 1 -4833 4884 
130 0.715008020401001 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05273059010505676 -2.876214027404785 0 0 0 0 0 0 1 -4875 4925 
131 0.7204911708831787 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05330583453178406 -2.8767893314361572 0 0 0 0 0 0 1 -4916 4967 
132 0.7258810997009277 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05368933081626892 -2.8773646354675293 0 0 0 0 0 0 1 -4958 5009 
133 0.7312872409820557 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.054072823375463486 -2.8777480125427246 0 0 0 0 0 0 1 -5000 5051 
134 0.7366774082183838 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1262528896331787 -0.054072823375463486 -2.8779397010803223 0 0 0 0 0 0 1 -5051 5102 
135 0.7420735359191895 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.05349758267402649 -2.878131628036499 0 0 0 0 0 0 1 -5090 5141 
136 0.7474043369293213 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05273059010505676 -2.878131628036499 0 0 0 0 0 0 1 -5130 5180 
137 0.753415584564209 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.124910593032837 -0.05253884196281433 -2.8779397010803223 0 0 0 0 0 0 1 -5211 5261 
138 0.7589516639709473 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1247189044952393 -0.0523470975458622 -2.8779397010803223 0 0 0 0 0 0 1 -5253 5304 
139 0.7646465301513672 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1245272159576416 -0.051963601261377335 -2.8779397010803223 0 0 0 0 0 0 1 -5295 5346 
140 0.7701621055603027 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1245272159576416 -0.051963601261377335 -2.8779397010803223 0 0 0 0 0 0 1 -5338 5389 
141 0.7755258083343506 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1247189044952393 -0.0517718531191349 -2.8777480125427246 0 0 0 0 0 0 1 -5389 5439 
142 0.7810056209564209 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.051963601261377335 -2.877556324005127 0 0 0 0 0 0 1 -5428 5479 
143 0.7864556312561035 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.052155349403619766 -2.8771727085113525 0 0 0 0 0 0 1 -5468 5518 
144 0.7918238639831543 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1256775856018066 -0.052922338247299194 -2.876981019973755 0 0 0 0 0 0 1 -5508 5558 
145 0.7972245216369629 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.126061201095581 -0.05349758267402649 -2.8771727085113525 0 0 0 0 0 0 1 -5549 5599 
146 0.802584171295166 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1258695125579834 -0.05349758267402649 -2.8771727085113525 0 0 0 0 0 0 1 -5591 5642 
147 0.8081531524658203 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.125485897064209 -0.05368933081626892 -2.8773646354675293 0 0 0 0 0 0 1 -5633 5683 
148 0.8136579990386963 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05349758267402649 -2.8779397010803223 0 0 0 0 0 0 1 -5725 5777 
149 0.8191337585449219 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05349758267402649 -2.878131628036499 0 0 0 0 0 0 1 -5765 5816 
150 0.8248617649078369 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1252942085266113 -0.05330583453178406 -2.878131628036499 0 0 0 0 0 0 1 -5804 5856 
151 0.8303370475769043 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.053114086389541626 -2.878131628036499 0 0 0 0 0 0 1 -5844 5895 
152 0.8358199596405029 1 0 0 0.0 -0.8164965809277259 0.8164965809277259 -3.1251025199890137 -0.052922338247299194 -2.8779397010803223 0 0 0 0 0 0 1 -5885 5936 
