i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 e_x e_y abort kp_x ki_x kd_x kp_y ki_y kd_y cost autotune steer_active
2517 29.67869257926941 0.26156724667403913 -0.48133414323680984 0.0 0.4404718537249422 0.013334328540878078 -0.45380618226582026 3.0432130895356897 -1.9555666157485716 -298.81714252741943 40.20958097250865 -42.8140173822034 2.444551783574558 -4.943488336303953 0.872380294641874 4.071108041662079 -3.0432130895356897 -0.04443338425142834 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2518 29.690635442733765 0.2434727328834809 -0.5299042048200651 0.0 0.4485938916868471 0.051004583789863805 -0.4995984754767109 3.3618164414376315 -1.8347170905557741 -298.87207090872465 40.161896084016654 -42.80700489860164 2.4824191950240775 -4.9356246872937835 0.5195394407677667 4.156315526142134 -3.3618164414376315 -0.16528290944422583 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2519 29.702611207962036 0.2285666493375799 -0.5721646852436879 0.0 0.4563449069590926 0.0830971315626117 -0.5394420385217042 3.6364747831065345 -1.7358400704794963 -298.9160163458445 40.10860120864326 -42.79999241499987 2.5272990900753602 -4.947591667564633 0.2910348039743902 4.365522059615853 -3.6364747831065345 -0.2641599295205039 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2520 29.71472668647766 0.21326645056062976 -0.6091859503491435 0.0 0.46130433870631327 0.11304168328762106 -0.5743460219939343 3.8781740469355412 -1.6369630504032182 -298.9379958945936 40.03286638574422 -42.79578492483881 2.5946189326522844 -5.293439216276981 0.0 5.028767255463133 -3.8781740469355412 -0.3630369495967819 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2521 29.72668433189392 0.20308301906266682 -0.6245708707218482 0.0 0.46024212272181786 0.1286089413035226 -0.5888510640253405 3.9770508535684077 -1.5710451081668366 -298.948978838779 39.979571510370825 -42.79578492483881 2.64651131130533 -5.672081244508118 -0.2985305918162167 5.373550652691901 -3.9770508535684077 -0.4289548918331634 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2522 29.738863706588745 0.19631196595288902 -0.6493861527208923 0.0 0.46641161712745793 0.14583551913598988 -0.6122471362634478 4.141845815881067 -1.5270998844903863 -298.9599617829644 39.89401921042931 -42.80139491172022 2.7320636112468377 -5.790655327632479 -0.5790655327632479 5.790655327632479 -4.141845815881067 -0.47290011550961386 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2523 29.750770568847656 0.23446074214381757 -0.6371896155986345 0.0 0.4918104597165001 0.10893767107209175 -0.6007481307885919 4.06494151436472 -1.7797855075993583 -298.9160163458445 39.83511434817451 -42.80700489860164 2.792370970221999 -5.808642453313673 -0.5808642453313673 6.389506698645039 -4.06494151436472 -0.2202144924006418 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2524 29.762734413146973 0.28763094844589654 -0.6130949571326213 0.0 0.5238654204415749 0.0541660484914279 -0.5780314689330028 3.911132911332026 -2.1313479373411965 -298.8501050203539 39.77620948591969 -42.8140173822034 2.858288316078571 -5.825531548712716 -0.8738297323069073 6.699361281019623 -3.911132911332026 0.13134793734119668 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2525 29.774974822998047 0.3633889974291877 -0.5876680614335292 0.0 0.5737352548319533 -0.019676493063418544 -0.5540587617685347 3.757324308299332 -2.614746358277504 -298.8391220761685 39.68925468925784 -42.82804234940693 2.9592680799439566 -5.744726838159913 -1.305619735945435 7.050346574105348 -3.757324308299332 0.614746358277504 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2526 29.787387371063232 0.40689665430549493 -0.5693828905144799 0.0 0.6006393956809584 -0.06382005838177664 -0.5368193372991816 3.6474611423865 -2.8894045932247012 -298.8391220761685 39.63034982700303 -42.840664819890094 3.0321979094022917 -6.053185319592697 -1.0527278816682952 7.105913201260993 -3.6474611423865 0.8894045932247012 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2527 29.79963493347168 0.48186807770118706 -0.5348069153956609 0.0 0.6455540355690563 -0.14133324023341362 -0.5042207953356427 3.4277345971174245 -3.3728030141610086 -298.80615958323403 39.536382546739404 -42.85609228381398 3.1429951503101456 -6.381577631387155 -0.580143421035196 7.2517927629399495 -3.4277345971174245 1.3728030141610086 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2528 29.8119375705719 0.5165078119926607 -0.5156419251605844 0.0 0.6648027971445584 -0.17865092788437786 -0.48615186926018056 3.3068848584812156 -3.592529612790937 -298.81714252741943 39.47467269104389 -42.86170227069538 3.2131199863277753 -6.665127897855464 0.0 7.434181116838786 -3.3068848584812156 1.592529612790937 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2529 29.82405948638916 0.5184636876275344 -0.5136689650019125 0.0 0.665469700575014 -0.18117795599111056 -0.4842917445839035 3.29589849920125 -3.6035159187100496 -298.8501050203539 39.401742861585554 -42.86170227069538 3.293062299387872 -7.075871618343929 0.2948279840976637 7.075871618343929 -3.29589849920125 1.6035159187100496 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2530 29.8365581035614 0.5529311224897856 -0.5202055552148137 0.0 0.6966936214703112 -0.2062391205325677 -0.49045450093774356 3.339843936321112 -3.8342288232590906 -298.8830675132884 39.29515311083876 -42.854689787093626 3.4010545468550215 -7.726520685833018 0.7992952433620363 7.193657190258326 -3.339843936321112 1.8342288232590906 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2531 29.848591804504395 0.5676341235845828 -0.5177213869255216 0.0 0.7075275234316117 -0.21941511881782427 -0.4881124046137876 3.317871217761181 -3.933105763294089 -298.8940504574737 39.218015791219365 -42.84627480677151 3.4725818795930037 -7.452161107080692 1.1923457771329107 7.1540746627974645 -3.317871217761181 1.9331057632940893 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2532 29.861656188964844 0.543387050476469 -0.5250175931353048 0.0 0.6911693357332478 -0.19617800193562931 -0.4949913337976184 3.3618164414376315 -3.7792971869418217 -299.03686971301875 39.09740107326905 -42.826639852686576 3.583379120500858 -7.889044051983298 1.1687472669604886 7.0124836017629315 -3.3618164414376315 1.7792971869418217 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2533 29.87380313873291 0.4939703947221129 -0.5491086242539763 0.0 0.6621774262487927 -0.14447285049145603 -0.5177045757573366 3.5156250444703256 -3.460693674957321 -299.13574353144384 39.01605626348859 -42.81261488548304 3.6549064532388393 -8.459318820762272 1.7502038939508149 7.0008155758032595 -3.5156250444703256 1.460693674957321 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2534 29.88697099685669 0.4403477509837424 -0.5729410572888071 0.0 0.6296294376501765 -0.08945542854470225 -0.5401740091054742 3.6694336475030194 -3.1201174977737423 -299.1687060243783 38.888429061936506 -42.78456495107599 3.758691210544931 -8.629833416130914 2.0830632383764276 6.844350640379691 -3.6694336475030194 1.1201174977737423 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2535 29.899787425994873 0.4068530306531179 -0.566866928733491 0.0 0.5994177413602492 -0.06497047557645882 -0.5344472657837904 3.625488423826569 -2.9113772050629265 -299.14674013600757 38.7972667751136 -42.76212500355035 3.8288160465625602 -8.803431747995834 2.2008579369989585 6.877681053121745 -3.625488423826569 0.9113772050629265 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2536 29.912105321884155 0.3988457818616267 -0.577382992622661 0.0 0.597837170157641 -0.053475264257286555 -0.5443619059003545 3.6914063660629504 -2.8674318746647702 -299.13574353144384 38.664029586680094 -42.729867578982244 3.932600803868652 -8.396450225067094 2.0267293646713678 7.238319159540599 -3.6914063660629504 0.8674318746647702 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2537 29.92450261116028 0.3525276556892168 -0.6165161864045727 0.0 0.578466142964674 0.002790891859249825 -0.5812570348239239 3.9440919891719224 -2.5708010278793476 -299.1687060243783 38.57707479001824 -42.71023262489731 4.005530633326986 -8.177823442289133 1.460325614694488 7.009562950533542 -3.9440919891719224 0.5708010278793477 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2538 29.937421321868896 0.31393619627129626 -0.6553118564019567 0.0 0.5652448025208145 0.05258914075087682 -0.6178339432716914 4.196777398837483 -2.3181154047703756 -299.1577230801929 38.452252581906855 -42.68779267737167 4.1121203840737826 -8.35441084350014 1.305376694296897 7.049034149203244 -4.196777398837483 0.3181154047703757 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2539 29.950446844100952 0.27908622324890997 -0.6634566562194364 0.0 0.5406294141575105 0.08488352002397662 -0.6255129341814872 4.251709195237311 -2.0874025002213346 -299.13574353144384 38.3681027786857 -42.673767710168136 4.185050213532118 -8.369991617173213 1.0462489521466516 7.585304903063223 -4.251709195237311 0.08740250022133465 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2540 29.96379327774048 0.22268527400719543 -0.678534369380358 0.0 0.5016859340878213 0.13804240438816368 -0.6397283384759851 4.350586001870177 -1.713867351919565 -299.1027946988877 38.23907308041326 -42.66114523968497 4.302859938041735 -8.165919769156252 0.5832799835111608 7.874279777400671 -4.350586001870177 -0.28613264808043487 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2541 29.976502180099487 0.20103935759221195 -0.6803909223396304 0.0 0.484887304802029 0.15659140859013396 -0.6414787133921629 4.3615723611501425 -1.5710451081668366 -299.02588676883335 38.16053326407352 -42.65834024624426 4.3771922642204215 -8.188267661244803 0.0 8.188267661244803 -4.3615723611501425 -0.4289548918331634 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2542 29.988948583602905 0.18132652429131782 -0.653817409766507 0.0 0.45626496985118303 0.16015999562044456 -0.6164249654716276 4.185791253000929 -1.4392092236940737 -298.8940504574737 38.034308559241786 -42.65834024624426 4.503416969052155 -8.140310490719 -0.525181321981871 8.140310490719 -4.185791253000929 -0.5607907763059263 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2543 30.001010417938232 0.21514180409072933 -0.6302549911579183 0.0 0.47276759953765746 0.12144250462825121 -0.5942101041659087 4.031982649968235 -1.6589357689631492 -298.8281254716048 37.95296374946133 -42.663950233125675 4.58756677227331 -7.894488526829387 -0.5444474846089232 8.16671226913385 -4.031982649968235 -0.34106423103685085 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2544 30.01328158378601 0.27516686186717765 -0.6141047945151565 0.0 0.5141645782730546 0.06481897447472992 -0.5789835527477847 3.933105629891957 -2.0544436358248497 -298.76221414611416 37.84216650855348 -42.67657270360885 4.708181490223632 -7.143446792967332 -1.3228605172161725 8.466307310183504 -3.933105629891957 0.054443635824849686 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2545 30.02492094039917 0.2979771374851885 -0.6132726636717458 0.0 0.5323968200837061 0.045802192181131525 -0.5781990122648377 3.933105629891957 -2.186279520297613 -298.7182687089943 37.76783418237479 -42.69059767081237 4.796538783605845 -6.783895808224918 -1.4747599583097648 8.553607758196636 -3.933105629891957 0.1862795202976127 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2546 30.03648829460144 0.3099128347342776 -0.5995669862889872 0.0 0.53568135779984 0.029595817907525995 -0.565277175707366 3.8452149690956445 -2.252197462533994 -298.6743232718744 37.697709346357165 -42.703220141295546 4.882091083547353 -7.003728940587198 -1.4591101959556663 8.171017097351731 -3.8452149690956445 0.25219746253399417 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2547 30.048493146896362 0.3179003930280674 -0.5679349323276901 0.0 0.527291678597419 0.008162510631424456 -0.5354541892288435 3.6364747831065345 -2.2961428996538564 -298.6303778347546 37.59111959561037 -42.72145259866013 5.008315788379085 -7.172367630185823 -0.8965459537732279 8.666610886474537 -3.6364747831065345 0.2961428996538562 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2548 30.060117959976196 0.3534901120587176 -0.5380841080492816 0.0 0.5422787489879428 -0.0349681867874603 -0.5073105622004825 3.4387207429539783 -2.5268556974811913 -298.54248696051485 37.518189766152034 -42.729867578982244 5.093868088320593 -7.166429116108977 -0.7962699017898862 8.49354561909212 -3.4387207429539783 0.5268556974811914 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2549 30.072187423706055 0.3634053263671488 -0.5073581276993431 0.0 0.5358901215272452 -0.057548291412157504 -0.47834183011508774 3.240966916244834 -2.5927737464392786 -298.5095244675804 37.4452599366937 -42.73828255930436 5.179420388262101 -7.360807529498111 -0.5257719663927222 8.412351462283555 -3.240966916244834 0.5927737464392787 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2550 30.08462882041931 0.34826560063657486 -0.4637453023621763 0.0 0.5029693042036381 -0.06574604014537043 -0.4372232640582676 2.9553223220176714 -2.4499513959648445 -298.48755857920963 37.33165770234514 -42.74529504290612 5.308450086534538 -7.266822385246561 0.0 7.825808722573219 -2.9553223220176714 0.44995139596484446 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2551 30.096724033355713 0.36452909457178095 -0.43025854666596464 0.0 0.5004625833738535 -0.094810935359224 -0.40565164801462955 2.7355957767485957 -2.5488284160411223 -298.498541523395 37.260130369607154 -42.74529504290612 5.3841849094335785 -7.402433208270012 0.26437261458107186 7.666805822851084 -2.7355957767485957 0.5488284160411224 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2552 30.108550548553467 0.37359958928235754 -0.391920810171305 0.0 0.48979602899188446 -0.12028954557821067 -0.36950648341367376 2.4829102603613293 -2.6037599989975386 -298.5095244675804 37.1465281352586 -42.73968505602471 5.500592137222843 -7.101915125566359 0.5260677870789896 7.364949019105854 -2.4829102603613293 0.6037599989975385 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2553 30.12032437324524 0.33571527484576197 -0.3834293612596984 0.0 0.4548607083786159 -0.09336003977493697 -0.3615006686036789 2.4279785706832078 -2.3730472011702033 -298.564466509264 37.07500080252062 -42.7340750691433 5.573521966681177 -7.070091756818489 0.5237105005050733 7.070091756818489 -2.4279785706832078 0.37304720117020324 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2554 30.13370943069458 0.3275964181154963 -0.3800056785153221 0.0 0.4466177500938587 -0.0883449605370862 -0.35827278955677244 2.4060059588449825 -2.3291017640503413 -298.6193948905692 36.96700855505347 -42.72285509538048 5.677306723987269 -7.433259165222869 0.7964206248453074 6.636838540377561 -2.4060059588449825 0.3291017640503412 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2555 30.146247148513794 0.33875653349855134 -0.3698021068393997 0.0 0.4509199363306369 -0.10226716640635472 -0.3486527699242822 2.3291016573286356 -2.3950198130084286 -298.6303778347546 36.89127373215443 -42.71444011505836 5.747431560004898 -7.043298030647013 1.1738830051078355 6.162885776816136 -2.3291016573286356 0.3950198130084285 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2556 30.158379316329956 0.30744187014564595 -0.382440262679011 0.0 0.4313093045673412 -0.07074116704855034 -0.36056813751879085 2.4060059588449825 -2.208252238857544 -298.65234372312534 36.819746399416445 -42.703220141295546 5.811946409141117 -6.739954987068426 0.5860830423537762 6.446913465891537 -2.4060059588449825 0.2082522388575437 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2557 30.171144485473633 0.24251675365033018 -0.4000474132992517 0.0 0.3865982593332117 -0.009429941013160668 -0.37716831832005104 2.5158692314795204 -1.8237307312758086 -298.70728576480894 36.718766635551056 -42.69059767081237 5.90591368940474 -6.573269673574115 0.8963549554873794 5.975699703249196 -2.5158692314795204 -0.17626926872419132 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2558 30.183777809143066 0.11691562089473591 -0.44133861237118066 0.0 0.3035102217890093 0.11258781235382122 -0.41609803414283053 2.779541107146752 -1.0656740753923042 -298.7292516531797 36.65284928969449 -42.680780193769905 5.964818551659548 -6.261146073002617 0.7826432591253272 5.739383900252399 -2.779541107146752 -0.9343259246076959 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2559 30.1954288482666 0.06431245453194862 -0.43755861579958844 0.0 0.2587780088353979 0.15375621036258624 -0.4125342191979842 2.7465821360285614 -0.7580568693269161 -298.66334032768907 36.55327202254946 -42.66675522656638 6.051773348321409 -5.957929993001641 0.5957929993001642 5.362136993701477 -2.7465821360285614 -1.241943130673084 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2560 30.207231283187866 0.04847515294355478 -0.4268245463377554 0.0 0.2407868173665601 0.16162722408983798 -0.40241404145639814 2.669677834512214 -0.6701662085306036 -298.60839828600547 36.49156216685394 -42.66114523968497 6.10647072041516 -5.604382498911433 0.0 5.604382498911433 -2.669677834512214 -1.3298337914693965 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2561 30.21938180923462 0.06015760724817762 -0.40818468100581834 0.0 0.24153858457871794 0.14330162330885787 -0.3848402078875758 2.548828202597711 -0.7470705100469506 -298.5974153418201 36.43546229803984 -42.66114523968497 6.159765595788558 -5.346918491622517 -0.5346918491622518 5.346918491622517 -2.548828202597711 -1.2529294899530494 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2562 30.231374740600586 0.12848474124463094 -0.3876638215612938 0.0 0.28765382995874644 0.07783912610349697 -0.3654929560622434 2.4169923181249477 -1.1535647361886168 -298.564466509264 36.35411748825939 -42.67096271672744 6.242512902289362 -4.728402503529978 -1.0507561118955506 5.516469587451641 -2.4169923181249477 -0.8464352638113833 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2563 30.243206024169922 0.17806364549582976 -0.39050186692520916 0.0 0.3294727031807531 0.038695987711009766 -0.36816869089176285 2.438964929963173 -1.4392092236940737 -298.54248696051485 36.3064325997674 -42.68218269049025 6.298612771103464 -4.466550064817153 -1.313691195534457 5.254764782137828 -2.438964929963173 -0.5607907763059263 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2564 30.255388259887695 0.24145866130329305 -0.41661713585720134 0.0 0.3935453726716207 -0.0007549701074284553 -0.39279040256419223 2.6147461448340925 -1.8017580127158777 -298.5095244675804 36.24051525391083 -42.70181764457519 6.378555084163562 -4.221209090602216 -1.3191278408131926 5.540336931415409 -2.6147461448340925 -0.19824198728412235 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2565 30.26699447631836 0.2986669900383423 -0.4372294854480431 0.0 0.4499725322656257 -0.03774862013893755 -0.4122239121266882 2.7465821360285614 -2.1313479373411965 -298.498541523395 36.194232862139195 -42.71444011505836 6.437459946418371 -4.174984921313248 -0.8946396259956961 5.069624547308945 -2.7465821360285614 0.13134793734119668 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2566 30.278634309768677 0.37124868705383895 -0.45694459793387393 0.0 0.5185290328704353 -0.08771753443629834 -0.4308114984341369 2.8674317679430645 -2.5598146685993823 -298.498541523395 36.15215796052861 -42.724257592100834 6.487949828351064 -4.385543215611589 -0.5847390954148786 5.262651858733907 -2.8674317679430645 0.5598146685993822 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2567 30.290367126464844 0.4293171438258288 -0.4812361207657133 0.0 0.5773928629643421 -0.12367909717054988 -0.45371376579379225 3.0212403709757587 -2.9882815065792734 -298.498541523395 36.08483811795169 -42.73267257242295 6.566489644690809 -4.769383108531643 -0.29808644428322767 5.06746955281487 -3.0212403709757587 0.9882815065792735 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2568 30.301877737045288 0.5037617622621618 -0.5152656139205801 0.0 0.6542182962995088 -0.16842121667885326 -0.48579707962065555 3.240966916244834 -3.471679980876434 -298.5205210721441 36.037153229459705 -42.735477565863654 6.619784520064207 -5.0641272684719 0.0 5.3306602826019995 -3.240966916244834 1.4716799808764336 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2569 30.313175439834595 0.5380452431116531 -0.5390912917071158 0.0 0.693442173414903 -0.18518202935528066 -0.5082601440596223 3.394775519277528 -3.691406526145509 -298.564466509264 35.985260850806654 -42.7340750691433 6.673079395437606 -5.261664679619532 0.2630832339809766 5.261664679619532 -3.394775519277528 1.6914065261455091 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2570 30.32451558113098 0.5636967158594745 -0.564421150268723 0.0 0.726327123046199 -0.1941857593126985 -0.5321413637335004 3.5595704815901876 -3.8562014884581686 -298.6193948905692 35.92916098199255 -42.7312700757026 6.729179264251708 -5.78566057524037 0.788953714805505 5.522676003638535 -3.5595704815901876 1.8562014884581688 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2571 30.335882425308228 0.5772053290698438 -0.5830010121146567 0.0 0.7461154904153866 -0.1964568649421942 -0.5496586254731923 3.680420006782985 -3.9550784284931675 -298.6743232718744 35.86745112629704 -42.72285509538048 6.788084126506518 -6.342827401142328 0.731864700131807 5.854917601054456 -3.680420006782985 1.9550784284931675 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2572 30.348167657852173 0.5395097402067748 -0.6411802876182157 0.0 0.742763144481358 -0.13825257203071645 -0.6045105724506415 4.06494151436472 -3.7133791913445875 -298.9050334016591 35.76647136243165 -42.708830128176956 6.880648910049788 -7.344452871557323 1.1751124594491715 6.169340412108151 -4.06494151436472 1.7133791913445873 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2573 30.359473705291748 0.5148306564702434 -0.6844113697076097 0.0 0.7429920845256797 -0.09772285700378099 -0.6452692275218987 4.350586001870177 -3.5595705883118933 -299.01490382464794 35.690736539532615 -42.69480516097343 6.942358765745301 -7.887400843474241 1.460629785828563 6.134645100479965 -4.350586001870177 1.5595705883118933 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2574 30.370837926864624 0.5163216145876339 -0.6830487302737037 0.0 0.7435670923414841 -0.09958257359828823 -0.6439845187431958 4.339599856033623 -3.5815432535109712 -299.0478526572041 35.60939172975217 -42.67797520032919 7.005471118161168 -8.539906961089166 1.707981392217833 6.099933543635118 -4.339599856033623 1.5815432535109715 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2575 30.382401943206787 0.5464979688137831 -0.6811888250940622 0.0 0.7673292146820732 -0.1250982313587286 -0.6422309833233445 4.328613496753658 -3.7902834928609344 -299.1027946988877 35.48036203147972 -42.6513277626425 7.1036458885858496 -8.267813246330828 1.6535626492661657 7.165438146820052 -4.328613496753658 1.7902834928609344 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2576 30.39372730255127 0.4878829302941458 -0.7010057923439413 0.0 0.7288120440898032 -0.06789744486653701 -0.6609145992232661 4.460449381226421 -3.416748344559165 -299.3005423357379 35.39761472497893 -42.634497801998265 7.175173221323831 -8.64283693214479 1.309520747294665 7.3333161848501245 -4.460449381226421 1.4167483445591649 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2577 30.405111074447632 0.40375308430150736 -0.7155762516542963 0.0 0.6669888928717409 0.007662867129331568 -0.6746517600010724 4.559326401302699 -2.8674318746647702 -299.46534114003197 35.309257431596706 -42.62047283479475 7.250908044222871 -8.931426951112181 1.3134451398694382 7.88067083921663 -4.559326401302699 0.8674318746647702 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2578 30.416404962539673 0.3212379676276919 -0.7368881282078956 0.0 0.6096620971866252 0.08508269272226139 -0.6947447899088866 4.702148645055427 -2.3400881233303066 -299.5861945072062 35.21809514477379 -42.606447867591214 7.329447860562615 -9.142131387890835 1.4064817519832054 7.970063261238164 -4.702148645055427 0.3400881233303067 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2579 30.428146362304688 0.22671835820688568 -0.7302652474833563 0.0 0.5293651033497053 0.15913557473076612 -0.6885006780804713 4.658203207935565 -1.7358400704794963 -299.61914333976233 35.07223548585713 -42.585410416785926 7.454270068673996 -9.584902209444811 1.1276355540523308 8.45726665539248 -4.658203207935565 -0.2641599295205039 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2580 30.439456701278687 0.17140701348332124 -0.7154513152018442 0.0 0.47722022484820303 0.1973137439358743 -0.6745339687840773 4.559326401302699 -1.3842776407376576 -299.66308877688215 34.97686570887315 -42.575592939743466 7.5398223686155035 -9.346083934044723 0.2920651229388976 8.46988856522803 -4.559326401302699 -0.6157223592623423 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2581 30.450819492340088 0.1482854941956384 -0.6662418395455771 0.0 0.4351440141138351 0.19299481609000127 -0.6281388302038363 4.240722835957345 -1.2414553969849291 -299.6411228885114 34.88289842860952 -42.57278794630275 7.626777165277364 -9.020100186023615 -0.25771714817210334 8.246948741507307 -4.240722835957345 -0.7585446030150709 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2582 30.46239733695984 0.1638374178707049 -0.6037594141493365 0.0 0.4183876088195996 0.15084222578068432 -0.569229834600284 3.8342286098156793 -1.3403322036177956 -299.6411228885114 34.790333645066255 -42.575592939743466 7.716536955379929 -8.63899848985238 -0.5957929993001642 8.341101990202297 -3.8342286098156793 -0.6596677963822044 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2583 30.474098205566406 0.19781405153323792 -0.516455604452015 0.0 0.4049740034628944 0.08194500999019497 -0.4869190134530894 3.2739259940847307 -1.5490726030503172 -299.707034214002 34.66971892711593 -42.58821541022663 7.84135916349131 -7.886579495890833 -1.3144299159818054 8.675237445479915 -3.2739259940847307 -0.4509273969496828 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
2584 30.485502004623413 0.1975351238594876 -0.4747695225839893 0.0 0.3850952525242988 0.06252174603548588 -0.4476169985597847 3.010254011695793 -1.5270998844903863 -299.71803081856575 34.592581607496534 -42.60224037743016 7.92831396015317 -7.371861867819113 -1.3164039049676988 8.688265772786812 -3.010254011695793 -0.47290011550961386 0.0 8.6 0.17 0.02 8.6 0.17 0.02 8.771798861681503 0.0 1.0
