i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 e_x e_y abort kp_x ki_x kd_x kp_y ki_y kd_y cost autotune steer_active
9780 114.05310392379761 -0.96 0.2991583459707912 0.0 -0.9248613144136152 0.6428121209676183 0.282049193445997 -1.9445801497469004 6.712646310151886 -276.2512220380728 -1.555368862871018 29.371086317623863 -24.29124319650679 9.694677790455666 -6.169340412108151 -3.525337378347515 1.9445801497469004 -6.712646310151886 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9781 114.06453728675842 -0.9444425233474626 0.22238063640281872 0.0 -0.8759653285326325 0.6663028538592818 0.2096624746733508 -1.4501952628089219 6.470947259766291 -276.06445734540796 -1.403899217072939 29.27291154719918 -24.34453807188019 10.644174603326459 -6.58925094491638 -3.8014909297594497 1.4501952628089219 -6.470947259766291 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9782 114.07581520080566 -0.896972147854424 0.1958421888524139 0.0 -0.8246955850971746 0.640053798723897 0.18464178637327777 -1.2854003004962624 6.174316412980868 -275.99854601991734 -1.294504472885437 29.204189207901905 -24.38240548332971 11.069429521330594 -6.918393450831622 -3.874300332465708 1.2854003004962624 -6.174316412980868 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9783 114.08703899383545 -0.8457289875252434 0.20773071641403992 0.0 -0.7884600255305667 0.5926096278810904 0.19585039764947634 -1.3732909612925748 5.86669920691548 -275.9765664711682 -1.1851097286979353 29.135466868604624 -24.41887039805888 10.965164232093935 -7.310109488062624 -3.655054744031312 1.3732909612925748 -5.86669920691548 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9784 114.09833312034607 -0.8291497168684795 0.21363426759269002 0.0 -0.7777060684393806 0.5762897493612305 0.2014163190781501 -1.4172363984124368 5.778808332675756 -275.95460058279747 -1.0729099910697284 29.059732045705587 -24.4567378095084 10.728831689905036 -7.450577562434053 -3.278254127470983 1.4172363984124368 -5.778808332675756 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9785 114.1098096370697 -0.7456022109284693 0.15242288951718108 0.0 -0.6806344951456793 0.5369288167648172 0.1437056783808622 -1.0107421722707708 5.2404784355047385 -275.7238767926344 -0.9032078879070655 28.94192232119597 -24.508630188161444 10.75167843541165 -7.466443357924756 -3.2852350774868926 1.0107421722707708 -5.2404784355047385 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9786 114.1210515499115 -0.6645831141421712 0.15087985315793886 0.0 -0.6137552853143228 0.4715043955644439 0.14225088974987876 -0.9887694537108398 4.713134897613687 -275.6469825229584 -0.8008256273213267 28.87179748517834 -24.5394851160092 10.52969383372119 -7.312287384528604 -2.9249149538114416 0.9887694537108398 -4.713134897613687 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9787 114.13228011131287 -0.5920029464479106 0.16120063471737567 0.0 -0.5593590896340133 0.4073776737137041 0.15198141592030923 -1.0437012501106673 4.251708661628782 -275.62500297420934 -0.6942358765745302 28.797465158999653 -24.57034004385696 10.616280411834225 -7.460088938045671 -2.869264976171412 1.0437012501106673 -4.251708661628782 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9788 114.14363098144531 -0.5206552897071882 0.15346972323913904 0.0 -0.49745958522733236 0.35276694254837526 0.14469264267895718 -0.9887694537108398 3.790283279417523 -275.5590916487187 -0.5932561127091439 28.72593782626167 -24.596987481543657 10.51149874725566 -7.09526165439757 -2.890662155495306 0.9887694537108398 -3.790283279417523 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9789 114.1549699306488 -0.4343980288140349 0.17351524174207691 0.0 -0.436480374671767 0.2728886359050394 0.16359173876672756 -1.1206055516270144 3.2299806636865744 -275.4382382815445 -0.4291639964278914 28.61233559191311 -24.64046487987459 9.917478281809684 -7.1626232035292166 -2.754855078280468 1.1206055516270144 -3.2299806636865744 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9790 114.16633009910583 -0.3539976613039424 0.19127437470716632 0.0 -0.379205485059516 0.19887027516264413 0.18033520989687193 -1.2304687175398463 2.7026366989086994 -275.3173849143703 -0.33098922600321035 28.543613252615835 -24.667112317561287 9.192394234520696 -6.565995881800497 -2.626398352720199 1.2304687175398463 -2.7026366989086994 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9791 114.1776192188263 -0.31113217935736637 0.18232104551952055 0.0 -0.3399853257551311 0.16809139556863217 0.1718939301864989 -1.1645507753034647 2.416992211403242 -275.25147358887966 -0.23842444245993966 28.477695906759266 -24.692357258527633 8.944494390003738 -5.962996260002493 -2.385198504000997 1.1645507753034647 -2.416992211403242 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9792 114.18892240524292 -0.19848083748516138 0.16002250702655627 0.0 -0.23749425842693916 0.08662359194567262 0.15087066648126649 -1.0217285315507363 1.669921914799703 -275.0866747845856 -0.15006714907772672 28.418791044504456 -24.714797206053273 8.22509805836805 -5.405064438356147 -2.350028016676586 1.0217285315507363 -1.669921914799703 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9793 114.20032382011414 -0.12392977748752376 0.16736576313074886 0.0 -0.18008521695917296 0.02229126222822103 0.15779395473095195 -1.0656737552271869 1.1755370278617245 -274.954838473226 -0.026647437686699138 28.338848731444358 -24.751262120782442 7.0699267566608 -4.713284504440534 -2.356642252220267 1.0656737552271869 -1.1755370278617245 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9794 114.21157598495483 -0.09771169455047128 0.17939262435227712 0.0 -0.16434775863334486 -0.004785229599116639 0.1691329882324615 -1.1425780567435337 0.9997557062690995 -274.83398510605184 0.04487989505128276 28.293968836393073 -24.775104565028435 6.457707795679551 -3.815918242901553 -2.054725207716221 1.1425780567435337 -0.9997557062690995 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9795 114.22285151481628 -0.0924446795597164 0.18453771101081803 0.0 -0.16247267601239623 -0.01151114644146089 0.17398382245385713 -1.1755371345834302 0.944823909869272 -274.71314539925595 0.10518725402644397 28.26030891510461 -24.796142015833723 6.001381314997113 -3.1311554686941463 -2.0874369791294307 1.1755371345834302 -0.944823909869272 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9796 114.23416233062744 -0.09104022528150987 0.19798792179075925 0.0 -0.16766643406342785 -0.01899836872494239 0.18666480278837022 -1.2634277953797428 0.9118652589161985 -274.59229203208173 0.16829960644231035 28.2280514905365 -24.819984460079716 5.368979363323384 -2.087936419070205 -2.386213050365949 1.2634277953797428 -0.9118652589161985 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9797 114.24553418159485 -0.09840313225076947 0.2315412359953935 0.0 -0.18949540643310375 -0.028803764362439532 0.21829917079554328 -1.4831543406488183 0.9338375505893065 -274.44947277653677 0.21878948837500345 28.208416536451566 -24.843826904325713 4.680840117989441 -1.7553150442460403 -2.3404200589947206 1.4831543406488183 -0.9338375505893065 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9798 114.25693798065186 -0.11787475359976649 0.26831785226066995 0.0 -0.22273058185652742 -0.030241915272712458 0.25297249712923986 -1.7248536044778249 1.0437011433889616 -274.28467397224273 0.284706834231575 28.187379085646278 -24.878889322334526 4.17143702675509 -0.8938793628760907 -2.3836783010029086 1.7248536044778249 -1.0437011433889616 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9799 114.26818370819092 -0.20118934025348323 0.32811408384552065 0.0 -0.31894487089605994 0.00959594597608791 0.30934892491997207 -2.10937511205956 1.5820310405599791 -274.07592973082876 0.3253792391218 28.178964105324162 -24.902731766580523 3.756897292087959 -0.4696121615109949 -2.3480608075549743 2.10937511205956 -1.5820310405599791 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 236.14138455970442 1.0 0.0
9800 114.2794361114502 -0.3078273089610912 0.37926449353532066 0.0 -0.43012694211098484 0.07255294845484253 0.3575739936561423 -2.4389648232414674 2.2741699676505136 -274.03198429370894 0.3646491472916724 28.174756615163105 -24.927976707546865 3.184860430197863 -0.28953276638162395 -2.3162621310529916 2.4389648232414674 -2.2741699676505136 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9801 114.29383659362793 -0.478745789448738 0.459074781372692 0.0 -0.6073042275386811 0.17448437289819807 0.43281985464048295 -2.955322428739377 3.361816121272514 -273.81225710810963 0.41373653250401293 28.170549125002044 -24.964441622276034 3.1053671344360803 -0.28230610313055277 -2.540754928174975 2.955322428739377 -3.361816121272514 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9802 114.3051700592041 -0.5845119402152447 0.4674052703788322 0.0 -0.6975889581953145 0.25691504319904257 0.44067391499627195 -2.999267438972416 4.020995970523153 -273.70240034549914 0.44459146035176983 28.167744131561342 -24.98968656324238 3.523180167069299 -0.5420277180106613 -2.981152449058637 2.999267438972416 -4.020995970523153 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9803 114.31650996208191 -0.6682248013007577 0.45711311644739006 0.0 -0.7610884551593546 0.3301180759470007 0.43097037921235387 -2.9223633508994804 4.548339508414204 -273.5925299225103 0.48526386524199483 28.162134144679932 -25.02194398781049 4.478912242982498 -0.5971882990643331 -2.9859414953216654 2.9223633508994804 -4.548339508414204 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9804 114.32801413536072 -0.7854314347301142 0.44238351643395696 0.0 -0.8498436705806973 0.4327604914398956 0.4170831791408019 -2.8454588359397217 5.306396591184532 -273.4057652298455 0.5553887012596241 28.14670668075605 -25.07103137302283 5.827181840936147 -1.589231411164404 -3.7082066260502757 2.8454588359397217 -5.306396591184532 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9805 114.33927869796753 -0.8285955700806139 0.44143796754303516 0.0 -0.8846413034912726 0.4684495963940897 0.4161917070971829 -2.8564451952196874 5.581054719410023 -273.3508368485402 0.6170985569551379 28.128474223391468 -25.110301281192704 6.542605565682123 -2.3791292966116817 -3.8660851069939826 2.8564451952196874 -5.581054719410023 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9806 114.35065817832947 -0.96 0.44960173812040866 0.0 -0.96 0.5718924257851506 0.4238885838109323 -2.9223633508994804 6.492919978326222 -273.1530755513117 0.6844183995320621 28.103229282425122 -25.150973686082928 7.097655467371387 -2.839062186948555 -4.022004764843786 2.9223633508994804 -6.492919978326222 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9807 114.3620171546936 -0.96 0.4483520203249743 0.0 -0.96 0.5724815484036314 0.4227103385739708 -2.9223633508994804 6.833496262231506 -272.9773074632106 0.7615557191514544 28.072374354577367 -25.193048587693507 7.734864717327637 -3.5911871901878314 -4.143677527139806 2.9223633508994804 -6.833496262231506 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9808 114.3734998703003 -0.96 0.4130537068697133 0.0 -0.96 0.5891213329427403 0.3894307694957529 -2.691650232907028 7.196045264696722 -272.62574396625166 0.8821704371017768 28.013469492322557 -25.254758443389022 9.029573900504708 -4.660425238970173 -4.3691486615345365 2.691650232907028 -7.196045264696722 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9809 114.38477849960327 -0.96 0.3714745688347983 0.0 -0.95895150879824 0.6087219265829936 0.35022958221524636 -2.4169921046815364 7.514648830042075 -272.48291105032837 0.9691252337636371 27.968589597271276 -25.295430848279246 9.661586045996218 -4.961354996592653 -4.439107102214479 2.4169921046815364 -7.514648830042075 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9810 114.39603233337402 -0.96 0.35856434518239627 0.0 -0.9528655710040743 0.6148078643771592 0.33805770662691514 -2.340088016608601 7.745361521147705 -272.42798266902315 1.0799224746714915 27.91108723173682 -25.345920730211937 10.426377487752871 -5.660033493351559 -4.766343994401313 2.340088016608601 -7.745361521147705 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9811 114.40737509727478 -0.96 0.3576487660113809 0.0 -0.9524339628437156 0.6152394725375179 0.33719449030619764 -2.340088016608601 7.63549792834805 -272.41699972483775 1.1837072319775828 27.85638985964307 -25.392203121983574 11.243036401593189 -6.053942677780948 -4.900810739156006 2.340088016608601 -7.63549792834805 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9812 114.41874861717224 -0.96 0.35542198383422313 0.0 -0.9513842476585865 0.6162891877226471 0.3350950599359395 -2.3291016573286356 7.822266036107464 -272.3950201760886 1.352006838419893 27.762422579379443 -25.465132951441905 11.341748323770648 -6.566275345340901 -4.775472978429747 2.3291016573286356 -7.822266036107464 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9813 114.43008971214294 -0.96 0.37570935363735314 0.0 -0.96 0.6067256298824921 0.3542221756162494 -2.4609375418013983 7.910156056573541 -272.25220092054366 1.4656090727684525 27.69510273680252 -25.511415343213542 11.34667833759045 -6.8552848289608965 -4.491393508629553 2.4609375418013983 -7.910156056573541 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9814 114.4413812160492 -0.96 0.3596941225834544 0.0 -0.9533981531784207 0.6142752822028128 0.33912287097560784 -2.3510741624451548 7.690429724747878 -272.0654362278788 1.586223790718775 27.620770410623834 -25.55769773498518 10.999974277275188 -7.526298189714602 -4.052622102154016 2.3510741624451548 -7.690429724747878 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9815 114.4527051448822 -0.96 0.2794961320966822 0.0 -0.9155924579046002 0.6520809774766334 0.2635114804279667 -1.8127442652741375 7.360839800122559 -271.8457090422795 1.6942160381859241 27.54924307788585 -25.595565146434698 11.654363681872294 -7.4164132521005515 -4.237950429771743 1.8127442652741375 -7.360839800122559 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9816 114.46405386924744 -0.96 0.15345039477224673 0.0 -0.8561739275034224 0.7114995078778112 0.14467441962561117 -0.9777833078742858 6.943359001257515 -271.6809102379855 1.8695281282299976 27.438445836977998 -25.657275002130213 12.318696665403019 -7.600897942482714 -4.193598864818049 0.9777833078742858 -6.943359001257515 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9817 114.47532510757446 -0.9460405569626902 0.15429000323836226 0.0 -0.8451718852184249 0.699705875139571 0.14546601007885374 -0.9887694537108398 6.558838134006015 -271.6589443496147 2.006972806824551 27.355698530477195 -25.704959890622202 12.548969376823312 -7.768409614223955 -4.182989792274437 0.9887694537108398 -6.558838134006015 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9818 114.48668694496155 -0.9168807072805165 0.16197999744823757 0.0 -0.8249880656879558 0.6722718595383178 0.15271620614963793 -1.0437012501106673 6.383056385526567 -271.5930193637457 2.1275875247748735 27.278561210857802 -25.745632295512426 12.160376188028206 -8.396450225067094 -3.7639259629611113 1.0437012501106673 -6.383056385526567 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9819 114.49802207946777 -0.8821757241920913 0.11465772816995037 0.0 -0.7743436339832269 0.6662432911773393 0.10810034280588765 -0.7470704033252449 6.163330053700903 -271.4172376152663 2.251007236165901 27.194411407636647 -25.784902203682297 11.883109223900814 -8.405126036417649 -3.477983187483165 0.7470704033252449 -6.163330053700903 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9820 114.50940942764282 -0.8299594913119901 0.06504054558509419 0.0 -0.7083194941882831 0.6469986797412259 0.06132081444705715 -0.42846683797989127 5.822753769795618 -271.24145586678685 2.3646094705144605 27.113066597856196 -25.815757131530052 11.90530524750304 -8.540762460165224 -3.1057318036964454 0.42846683797989127 -5.822753769795618 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9821 114.52085876464844 -0.7519466665726567 0.06790656851895599 0.0 -0.6459733456878167 0.5819504189053332 0.0640229267824836 -0.42846683797989127 5.306396591184532 -271.0876536670565 2.5567515212027647 26.97562191926164 -25.863442020022042 11.875746702696413 -8.689570758070547 -2.8965235860235157 0.42846683797989127 -5.306396591184532 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9822 114.53210806846619 -0.6643899342074636 0.07967865522361571 0.0 -0.5800329879661532 0.5049112314002284 0.07512175656592479 -0.4943847802162728 4.724121256893652 -271.01074573700214 2.6717562522716767 26.89147211604049 -25.890089457708743 11.595237823283313 -8.696428367462486 -2.3717531911261327 0.4943847802162728 -4.724121256893652 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9823 114.54340362548828 -0.647676627701085 0.07736617133596398 0.0 -0.5652965149888025 0.49235498914066866 0.07294152584813389 -0.47241206165634175 4.614257664093997 -270.97778324406767 2.7895659767812937 26.803114822658273 -25.913931901954737 11.353829436173474 -8.963549554873795 -2.0914948961372186 0.47241206165634175 -4.614257664093997 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9824 114.55499792098999 -0.5966123533384703 0.02709304925928594 0.0 -0.49990373254294684 0.47436016073726384 0.025543571805683007 -0.13183588447276298 4.273681380188712 -270.7800356072175 2.9031682111298536 26.713355032555707 -25.933566856039672 11.062638460274563 -8.604274357991326 -1.966691281826589 0.13183588447276298 -4.273681380188712 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9825 114.56653380393982 -0.503757421498174 0.027833479270268406 0.0 -0.42443704022757434 0.3981953843128784 0.02624165591469598 -0.13183588447276298 3.6694333273379023 -270.59327091455265 3.074272811012869 26.581520340842566 -25.961616790446726 10.455247116579452 -8.065476347075576 -1.4936067309399215 0.13183588447276298 -3.6694333273379023 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9826 114.5778181552887 -0.45178799695926536 0.03489970232576502 0.0 -0.3853352322720529 0.35243147737079905 0.032903754901253815 -0.17578121487091924 3.317870684152652 -270.461434603193 3.1780575683189602 26.501578027782468 -25.9770442543706 9.866519447959432 -7.835177208673667 -1.1607669938775802 0.17578121487091924 -3.317870684152652 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9827 114.58905386924744 -0.42786004575723846 0.03523264478754734 0.0 -0.36595509250863995 0.3327374364440912 0.03321765606454878 -0.17578121487091924 3.1530761487268157 -270.32959829183346 3.2720248485825834 26.427245701603784 -25.989666724853777 9.579541933366382 -7.7671961621889585 -1.0356261549585277 0.17578121487091924 -3.1530761487268157 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9828 114.600341796875 -0.41358269095815126 0.04531337847741957 0.0 -0.3590497845647894 0.3163279216316482 0.04272186293314124 -0.24169915710730075 3.054198915207126 -270.1428335991686 3.37861459932938 26.341693401662276 -26.000886698616593 8.955917754486503 -7.164734203589202 -1.1941223672648669 0.24169915710730075 -3.054198915207126 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9829 114.6118836402893 -0.3863411309652011 0.05085297091484619 0.0 -0.3394185328897508 0.29147389211992414 0.04794464076982667 -0.27465823494719727 2.856445301941393 -269.90112686482024 3.500631814000055 26.242116134517243 -26.01491166582012 7.935666090263597 -6.348532872210877 -0.7935666090263597 0.27465823494719727 -2.856445301941393 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9830 114.6231939792633 -0.37517823916968607 0.04962131598312555 0.0 -0.3297234622025789 0.28294003683848756 0.046783425364091316 -0.26367187566723177 2.768554427701669 -269.8022530463951 3.580574127060153 26.17760128538102 -26.021924149421885 7.460088938045671 -6.266474707958364 -0.5968071150436537 0.26367187566723177 -2.768554427701669 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9831 114.63452553749084 -0.33381427568933114 0.03301260828342275 0.0 -0.28812050755311314 0.2569959219772952 0.031124585575817883 -0.153808603032694 2.4829099401962123 -269.53858042367597 3.6563089499591923 26.115891429685508 -26.028936633023648 6.9000385294314555 -5.877810599145314 -0.7666709477146062 0.153808603032694 -2.4829099401962123 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9832 114.64584708213806 -0.31550709499832946 0.02452201887518972 0.0 -0.2691702548812626 0.24605067376788775 0.023119581113374883 -0.09887691335457224 2.351074055723449 -269.3847782239456 3.726433785976821 26.0569865674307 -26.03594911662541 6.594812164667333 -5.220892963694972 -0.5495676803889444 0.09887691335457224 -2.351074055723449 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9833 114.65730810165405 -0.32139720500442687 0.03912277586979231 0.0 -0.28086237241675627 0.24397706559492754 0.036885306821828764 -0.19775393343085026 2.384033133563346 -269.18701692671704 3.8260110531218547 25.9770442543706 -26.045766593667878 5.839102126765328 -5.0049446800845665 -0.8341574466807611 0.19775393343085026 -2.384033133563346 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9834 114.66864371299744 -0.3571798774221586 0.05214658756404748 0.0 -0.31621828581289413 0.2670540115698594 0.04916427424303474 -0.285644487505457 2.614745824668975 -269.0661635595429 3.8891234055377213 25.925151875717557 -26.05277907726964 5.372407100733465 -4.775472978429747 -0.29846706115185917 0.285644487505457 -2.614745824668975 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9835 114.67992377281189 -0.41562893344083035 0.05402664077052342 0.0 -0.36482800579145314 0.31389120038669754 0.050936805404755606 -0.2966308467854225 2.988280759527333 -268.93432724818325 3.9424182809111197 25.87886948394592 -26.0569865674307 5.059941478351861 -4.167010629230944 -0.5952872327472777 0.2966308467854225 -2.988280759527333 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9836 114.69124126434326 -0.4596238393153451 0.037760420307269595 0.0 -0.3930817261536701 0.35748086047403743 0.03560086567963272 -0.18676757415088477 3.2519533822465054 -268.7915079926383 3.9901031694031075 25.83959957577605 -26.06259655431211 4.948618564963464 -4.0753329358522645 -0.29109520970373315 0.18676757415088477 -3.2519533822465054 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9837 114.7029116153717 -0.504243879819794 0.018154338652426594 0.0 -0.42027144113931825 0.4031553665138677 0.017116074625450523 -0.05493158295641599 3.5266115104719966 -268.6486887370933 4.064435495581795 25.777889720080534 -26.069609037913875 4.770397008001994 -3.87594756900162 -0.5962996260002492 0.05493158295641599 -3.5266115104719966 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9838 114.71422863006592 -0.5855684361277259 0.023152042048240336 0.0 -0.4890286032845682 0.4672006487103991 0.0218279545741691 -0.08789055407460673 4.053955048363049 -268.4399444956794 4.113522880794135 25.738619811910663 -26.075219024795285 4.93402540141631 -4.193921591203864 -0.7401038102124465 0.08789055407460673 -4.053955048363049 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9839 114.72551703453064 -0.6392471916827906 0.026485568968365167 0.0 -0.5344285633240592 0.5094577294292392 0.024970833894819997 -0.10986327263453775 4.3945313322683335 -268.3190911285052 4.166817756167533 25.69514241357973 -26.080829011676695 4.969476568178456 -4.417312505047516 -0.5521640631309395 0.10986327263453775 -4.3945313322683335 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9840 114.73705458641052 -0.6847842066874491 0.02277333766754294 0.0 -0.5698594177635877 0.5483885091036269 0.02147090865996086 -0.08789055407460673 4.691162179053756 -268.18726847752396 4.218710134820579 25.65026251852845 -26.085036501837752 5.4529421475605995 -4.635000825426509 -0.54529421475606 0.08789055407460673 -4.691162179053756 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
9841 114.74873495101929 -0.7201328316969636 -0.0005098706123841063 0.0 -0.5877456395826759 0.5882263502060686 -0.00048071062339271887 0.06591794223638149 4.921874870159385 -267.9345787989902 4.30566493148244 25.573125198909054 -26.092048985439515 5.970611836324335 -5.075020060875684 -0.2985305918162167 -0.06591794223638149 -4.921874870159385 0.0 8.565585312499996 0.17 0.027500000000000007 8.565585312499996 0.17 0.027500000000000007 245.4912858439494 1.0 0.0
