i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z theta_d_x theta_d_y phi_x phi_y dphi_x dphi_y psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 e_x e_y abort kp_x ki_x kd_x kp_y ki_y kd_y p_x i_x d_x p_y i_y d_y
1255 14.773322343826294 -0.05716821502364063 0.09344083549502513 0.0 -0.09072608438338958 0.0026292198256976894 0.08809686455769189 0.439453090538151 1.538085603440117 81.48560138326158 0.0 0.0 -2.8064673615371896 -6.073688493616969 0.5794233986828652 -0.3345302552043201 12.110559180244582 -8.461262713887153 0.203362024451125 0.5962996260002492 0.5962996260002492 -1.1925992520004984 -0.439453090538151 -1.538085603440117 0.0 8.5 20 0.02 8.5 20 0.02 -0.06519417837262154 0.16286018627547333 -0.004225172407826659 -0.22817959263920784 0.17505854471783877 -0.004047167102271566
1256 14.784766674041748 -0.0643999530388828 0.09054821741946106 0.0 -0.0952671805092571 0.009897502427050727 0.08536967808220637 0.4504394498181165 1.5490719627200824 81.47461160888703 0.0 0.0 -2.8005618782578128 -6.077098025978012 0.48377842871924 -0.2793096060491874 12.116169167125992 -8.455652727005742 0.19073955396795172 0.5974426923759686 0.5974426923759686 -0.896164038563953 -0.4504394498181165 -1.5490719627200824 0.0 8.5 20 0.02 8.5 20 0.02 -0.0668240375816822 0.16106079705118487 -0.003688542050041598 -0.2298094518482685 0.16887040245256557 -0.0034609036431798583
1257 14.796326875686646 -0.05839623982178783 0.09944540363992556 0.0 -0.09455934300127508 0.0008013173057754537 0.09375802569549964 0.38452150758173503 1.4721678746471472 81.44165594614171 0.0 0.0 -2.7946563949784378 -6.082605732099696 0.3866110166530777 -0.44641994907265853 12.12598664416846 -8.451445236844686 0.17671458676442586 0.8952106725654805 0.29840355752182685 -0.8952106725654805 -0.38452150758173503 -1.4721678746471472 0.0 8.5 20 0.02 8.5 20 0.02 -0.05704491399228573 0.15948847546279038 -0.002998157830579098 -0.2184005007147789 0.1628506576908073 -0.002846396797816236
1258 14.80823564529419 -0.05187421867959136 0.11048006634929956 0.0 -0.09443592492453647 -0.009725680544169422 0.10416160546870587 0.307617206065388 1.3952633596873885 81.41968322758179 0.0 0.0 -2.791930787311033 -6.086802079620978 0.19310008270663817 -0.4459455389248662 12.134401624490575 -8.450042740124331 0.16970210316266293 0.8942593328496831 0.0 -0.5961728885664553 -0.307617206065388 -1.3952633596873885 0.0 8.5 20 0.02 8.5 20 0.02 -0.04563593119382858 0.15822647081906976 -0.0021104732759416214 -0.20699148625135422 0.15712656682586257 -0.002009299254099713
1259 14.81980013847351 -0.041007304295278615 0.13236121697630845 0.0 -0.0958779998101923 -0.028913352309876607 0.1247913521200689 0.16479496231265953 1.296386553054522 81.36474801608738 0.0 0.0 -2.789659447588197 -6.093358872622984 0.09663219412196689 -0.39053436302091227 12.14702409497375 -8.451445236844686 0.16128712284054741 0.8950202427266026 0.0 -0.29834008090886754 -0.16479496231265953 -1.296386553054522 0.0 8.5 20 0.02 8.5 20 0.02 -0.02444782480597496 0.15756127266196157 -0.0007522308796781484 -0.19232281669974327 0.15189367660950026 -0.0005781642050356069
1260 14.83131194114685 -0.04024298316870153 0.15112505789189262 0.0 -0.10409929365862138 -0.038382777331467735 0.1424820709900891 0.043945330398156256 1.2634274752146255 81.33179235334205 0.0 0.0 -2.7882966437544945 -6.097817491864347 0.09463915511820131 -0.38247959178360597 12.156841572016218 -8.451445236844686 0.15707963267948966 0.8765604502203664 0.0 -0.29218681674012215 -0.043945330398156256 -1.2634274752146255 0.0 8.5 20 0.02 8.5 20 0.02 -0.006519421003758907 0.15738459963086787 0.0002598792647836585 -0.18743323907256126 0.14681433007618594 0.0003759258276737973
1261 14.842750549316406 -0.03962814066677497 0.17216836913525915 0.0 -0.11351718891052501 -0.048804706184635546 0.16232189509516057 -0.08789066079631251 1.230468397374729 81.32080257896752 0.0 0.0 -2.7869338399207924 -6.10227611110571 0.18537765540394463 -0.4281113569968365 12.166659049058685 -8.451445236844686 0.1528721425184319 0.8584962581223747 0.0 -0.5723308387482499 0.08789066079631251 -1.230468397374729 0.0 8.5 20 0.02 8.5 20 0.02 0.013038842007517815 0.15773537095618712 0.0013941561715542148 -0.18254366144537926 0.14190353492912422 0.0010119858494800668
1262 14.854252099990845 -0.030754412419422124 0.18499542941399177 0.0 -0.11231855434033325 -0.06209680916253456 0.17441536350286782 -0.16479496231265953 1.142577950021828 81.29882986040758 0.0 0.0 -2.785116768142523 -6.106997002067153 0.189436173714498 -0.3281130776649545 12.176476526101153 -8.451445236844686 0.14726215563702155 0.8772915264924435 0.29243050883081445 -0.29243050883081445 0.16479496231265953 -1.142577950021828 0.0 8.5 20 0.02 8.5 20 0.02 0.02444782480597496 0.1583972638319489 0.002150340776067919 -0.16950485110282898 0.13731441281938928 0.00143602586401758
1263 14.86591100692749 -0.004852007261958627 0.19454302546983174 0.0 -0.0956701090348692 -0.08774681435481776 0.183416923389687 -0.2197265452690755 0.944823909869272 81.2878469162222 0.0 0.0 -2.782391160475118 -6.112766979908917 0.26007706750040055 -0.4504666947942143 12.189098996584326 -8.450042740124331 0.14024967203525862 1.0706081834752568 0.2676520458688142 -0.5353040917376284 0.2197265452690755 -0.944823909869272 0.0 8.5 20 0.02 8.5 20 0.02 0.03259708918631077 0.15929147243777725 0.002654463845743722 -0.140167448669672 0.13346931676982976 0.001846124637883625
1264 14.877602338790894 0.009980863337265111 0.20203335770831754 0.0 -0.08709009738470865 -0.10338877896387635 0.190478876348585 -0.26367187566723177 0.8239743846764744 81.2878469162222 0.0 0.0 -2.7796655528077143 -6.11748787087036 0.2520443561498241 -0.5335655485263652 12.198916473626795 -8.448640243403979 0.1332371884334957 1.0375414983189097 0.0 -0.7781561237391824 0.26367187566723177 -0.8239743846764744 0.0 8.5 20 0.02 8.5 20 0.02 0.039116510190069675 0.16036952603147886 0.0025473214867689966 -0.12223906069993973 0.13010040021674385 0.002119523820460988
1265 14.889112710952759 0.015225705416429211 0.20781260537033389 0.0 -0.08553206523421081 -0.11039553806366523 0.195927603297876 -0.2966308467854225 0.7690430151634701 81.29882986040758 0.0 0.0 -2.7764856771957427 -6.122471033551884 0.29039075936545894 -0.5029715492694826 12.208733950669263 -8.447237746683626 0.12482220811138019 0.8965459537732279 0.0 -0.8965459537732279 0.2966308467854225 -0.7690430151634701 0.0 8.5 20 0.02 8.5 20 0.02 0.044006071984767914 0.1615600935157227 0.002246439869843271 -0.11408982798457146 0.12701374345882144 0.0023017899421792303
1266 14.900928258895874 0.03593784419005371 0.22223777383035043 0.0 -0.07542076436706982 -0.1341070181812542 0.20952778254832405 -0.38452150758173503 0.615234412130776 81.30981963478213 0.0 0.0 -2.771488729805501 -6.12955236999405 0.3859540735491643 -0.5570767206461066 12.221356421152437 -8.445835249963274 0.11079724090785431 0.8936894989502462 0.0 -1.1915859986003283 0.38452150758173503 -0.615234412130776 0.0 8.5 20 0.02 8.5 20 0.02 0.05704491399228573 0.16314700771283858 0.002045852125226121 -0.09127186238765717 0.12447468074343604 0.002735025834274837
1267 14.912358522415161 0.05051198612666416 0.22687144478141683 0.0 -0.06570536074006278 -0.1481910886766428 0.2138964494167056 -0.4064941194199603 0.5053708193311209 81.33179235334205 0.0 0.0 -2.767400318304395 -6.134535532675572 0.4821353688891597 -0.38970537901959423 12.22977140147455 -8.444432753242921 0.09957726714503362 0.5954135938665193 0.29770679693325963 -1.1908271877330385 0.4064941194199603 -0.5053708193311209 0.0 8.5 20 0.02 8.5 20 0.02 0.0603046165779233 0.16476638113891245 0.001800447064581079 -0.07497327029705048 0.12246140666137606 0.003023849762338574
1268 14.923910856246948 0.07210560747585712 0.22824310592670685 0.0 -0.048720850003481905 -0.1664688139429899 0.21518966394647182 -0.4064941194199603 0.35156221629842693 81.36474801608738 0.0 0.0 -2.7601320311913176 -6.1403055105173365 0.5788081689114882 -0.33417505213020215 12.23958887851702 -8.438822766361511 0.08274730650080259 0.5956664771087646 0.5956664771087646 -1.1913329542175293 0.4064941194199603 -0.35156221629842693 0.0 8.5 20 0.02 8.5 20 0.02 0.0603046165779233 0.16640466552314576 0.0015338238256378059 -0.052155304700136185 0.12104451312827891 0.003216399047714399
1269 14.935343742370605 0.08079041975675412 0.2312551373897863 0.0 -0.04304961571859085 -0.1749798187248019 0.2180294344433928 -0.41748047869992577 0.285644487505457 81.39771050902185 0.0 0.0 -2.754226547911942 -6.143715042878379 0.6774340886177171 -0.2793691095869056 12.24519886539843 -8.433212779480101 0.07012483601762931 0.5975699703249197 0.8963549554873794 -1.1951399406498393 0.41748047869992577 -0.285644487505457 0.0 8.5 20 0.02 8.5 20 0.02 0.06193447578698397 0.16807409464421302 0.001246566958589322 -0.042376212775707245 0.11990227235285644 0.0032643601796049256
1270 14.946833610534668 0.08135259611991007 0.2360816692591846 0.0 -0.04486584958317198 -0.1777140827461735 0.2225799323293455 -0.439453090538151 0.2746581282254915 81.44165594614171 0.0 0.0 -2.7433241172423246 -6.147911390399662 0.803539996286615 -0.15464134438690266 12.253613845720546 -8.419187812276574 0.050489881932693104 0.27564794032087 1.10259176128348 -1.3782397016043497 0.439453090538151 -0.2746581282254915 0.0 8.5 20 0.02 8.5 20 0.02 0.06519417837262154 0.1698335460801717 0.0010539448063913849 -0.040746353566646576 0.1188026154190247 0.003296334267531943
1271 14.958173751831055 0.0815095085384833 0.23758142440613658 0.0 -0.04544472248625463 -0.1785491925557964 0.22399391504205104 -0.439453090538151 0.26367176894552596 81.47461160888703 0.0 0.0 -2.734693026295545 -6.149747292440224 0.9574530351103717 -0.15075975478838105 12.25641883916125 -8.407967838513754 0.035062418008814655 0.26872901328848176 1.3436450664424089 -1.6123740797308905 0.439453090538151 -0.26367176894552596 0.0 8.5 20 0.02 8.5 20 0.02 0.06519417837262154 0.17157302868591434 0.0008142173476007084 -0.03911649435758591 0.11775892619352746 0.002867076702541743
1272 14.969541788101196 0.08307857872551946 0.23403451894830418 0.0 -0.04249155477566339 -0.1781583057311065 0.22064986050676988 -0.4064941194199603 0.24169905038559497 81.48560138326158 0.0 0.0 -2.7256076674041974 -6.151320922760704 0.9903543986878688 -0.1319495489251318 12.259223832601956 -8.395345368030581 0.019634954084936207 0.23519985248240588 1.4111991148944354 -1.6463989673768413 0.4064941194199603 -0.24169905038559497 0.0 8.5 20 0.02 8.5 20 0.02 0.0603046165779233 0.17318709080531375 0.0005428115650671389 -0.03585677593946457 0.11679921420045147 0.002136140464532555
1273 14.980925798416138 0.0815185844362735 0.22877519413873232 0.0 -0.0412860152875589 -0.17440530623612976 0.21569132152368867 -0.3625488957435098 0.24169905038559497 81.49658432744695 0.0 0.0 -2.7156137726237155 -6.153419096521346 1.1216492458453489 -0.21586149800838436 12.263431322763013 -8.381320400827056 0.0028049934407051724 0.28857957208900953 1.4428978604450475 -2.020057004623067 0.3625488957435098 -0.24169905038559497 0.0 8.5 20 0.02 8.5 20 0.02 0.05378521140664816 0.17462810835537274 0.00036187437671142604 -0.03585677593946457 0.11583853668211574 0.001536823693622323
1274 14.992501258850098 0.06674882985993782 0.21471283258249174 0.0 -0.04671640858966879 -0.15571679131280025 0.20243319990246905 -0.26367187566723177 0.32958949773849594 81.5075741018215 0.0 0.0 -2.7001686625084247 -6.1565663571623075 1.0349932457002962 -0.16296917154941193 12.269041309644425 -8.360282950021766 -0.023842444245993966 0.29049227844916864 1.4524613922458434 -1.742953670695012 0.26367187566723177 -0.32958949773849594 0.0 8.5 20 0.02 8.5 20 0.02 0.039116510190069675 0.17569220571056282 -9.588331814076628e-05 -0.04889558628201485 0.11450841638788845 0.0011359997540642266
1275 15.004058837890625 0.05666601923349418 0.19694484702276147 0.0 -0.04657308027409514 -0.13910830219196063 0.1856813824660558 -0.1428222437527285 0.3845212941383235 81.5075741018215 0.0 0.0 -2.689720499783376 -6.157877715762709 1.1385161517979105 -0.21910753557242016 12.270443806364776 -8.34625798281824 -0.042074901610577586 0.29291911452643826 1.4645955726321913 -2.0504338016850676 0.1428222437527285 -0.3845212941383235 0.0 8.5 20 0.02 8.5 20 0.02 0.021188106387853622 0.17626972087794873 -0.0005129802430408908 -0.05704488232731819 0.11295356839143622 0.0007573331693761512
1276 15.015562772750854 0.044277760348608634 0.16991099601597517 0.0 -0.04394417171826148 -0.11624945158981384 0.16019362330807532 0.032958971118190745 0.4504394498181165 81.49658432744695 0.0 0.0 -2.6779095332246245 -6.159975889523351 1.1598330499592329 -0.22320997453632926 12.273248799805483 -8.330830518894363 -0.06311235241586638 0.29840355752182685 1.4920177876091343 -2.088824902652788 -0.032958971118190745 -0.4504394498181165 0.0 8.5 20 0.02 8.5 20 0.02 -0.004889561794698238 0.1761376550871388 -0.001337097276465381 -0.0668240375816822 0.11114866853764838 -4.687060735753652e-05
1277 15.026981353759766 0.02843704264752176 0.14055800666426368 0.0 -0.043040931681512413 -0.0894784278683073 0.1325193595498197 0.2197265452690755 0.5383298971710175 81.48560138326158 0.0 0.0 -2.667007102555007 -6.162074063283992 1.1449727651351387 -0.2203501113885209 12.276053793246188 -8.316805551690836 -0.08274730650080259 0.29458028152753335 1.4729014076376667 -2.0620619706927337 -0.2197265452690755 -0.5383298971710175 0.0 8.5 20 0.02 8.5 20 0.02 -0.03259708918631077 0.17526036147027552 -0.002105265619701065 -0.07986284792423248 0.108999299730268 -0.0006994091585137642
1278 15.038564443588257 0.002172402262366394 0.1051061370264866 0.0 -0.047773749137545604 -0.05132126717678924 0.09909501631433484 0.439453090538151 0.6921385002037115 81.47461160888703 0.0 0.0 -2.649744920661447 -6.165745867365115 1.019490431047016 -0.2943015374006212 12.281663780127596 -8.294365604165195 -0.11360223434855948 0.5245920031242141 1.311480007810535 -1.836072010934749 -0.439453090538151 -0.6921385002037115 0.0 8.5 20 0.02 8.5 20 0.02 -0.06519417837262154 0.17348558596863822 -0.003185270569530081 -0.10268081352114677 0.10620402878929625 -0.001350813005783077
1279 15.04993462562561 -0.009160982873176684 0.08758003307753386 0.0 -0.04876553471766376 -0.03380571232989133 0.08257124704755509 0.5383300572535762 0.7470702966035391 81.47461160888703 0.0 0.0 -2.638842489991831 -6.1683685845659175 1.0329689136567715 -0.229378800140097 12.285871270288654 -8.28034063696167 -0.1332371884334957 0.24532039887223828 1.2266019943611914 -1.9625631909779062 -0.5383300572535762 -0.7470702966035391 0.0 8.5 20 0.02 8.5 20 0.02 -0.07986287167295814 0.1713481786199081 -0.0039052738694160915 -0.11083010956645012 0.1032378307840709 -0.001568704090797458
1280 15.061344146728516 -0.01730307313443563 0.07826106366728479 0.0 -0.05102051926848189 -0.022764719160863717 0.0737852384293456 0.5822753876517324 0.7800289475566125 81.46362866470164 0.0 0.0 -2.627940059322214 -6.170466758326558 0.8921208652147806 -0.3090397330088613 12.28867626372936 -8.266315669758143 -0.1528721425184319 0.5508628123930032 1.1017256247860063 -1.6525884371790096 -0.5822753876517324 -0.7800289475566125 0.0 8.5 20 0.02 8.5 20 0.02 -0.08638229267671704 0.16902863241334193 -0.004385276069340099 -0.11571962386369705 0.1001305155434018 -0.0017139648141403787
1281 15.073049783706665 -0.028852847628830298 0.07633342000832352 0.0 -0.05954217071833288 -0.012425667840395714 0.0719678385587286 0.5822753876517324 0.83496074395644 81.46362866470164 0.0 0.0 -2.615220556874328 -6.174663105847841 0.6639957427378501 -0.2738272291503309 12.295688747331123 -8.250888205834265 -0.17671458676442586 0.29285794954115396 0.5857158990823079 -1.4642897477057697 -0.5822753876517324 -0.83496074395644 0.0 8.5 20 0.02 8.5 20 0.02 -0.08638229267671704 0.1666506929176162 -0.003934980232575633 -0.1238689199090004 0.09672064081309273 -0.0017045685329226293
1282 15.084478855133057 -0.03718268445566078 0.07989536384622536 0.0 -0.0680225704351165 -0.007303500979593451 0.07532607141470996 0.5493164165335417 0.8679198217963365 81.46362866470164 0.0 0.0 -2.608860805650385 -6.177285823048645 0.5727269736087829 -0.22044271492346035 12.299896237492183 -8.243875722232502 -0.18933705724759914 0.29470408076330873 0.5894081615266175 -1.178816323053235 -0.5493164165335417 -0.8679198217963365 0.0 8.5 20 0.02 8.5 20 0.02 -0.0814927308820188 0.16445947017480284 -0.00307137544655866 -0.1287584975361824 0.09325850934347457 -0.0016826962629529504
1283 15.09618616104126 -0.040516312020072213 0.08704144060919852 0.0 -0.07411315883553016 -0.007950298363150385 0.08206345719868054 0.4943847802162728 0.8679198217963365 81.46362866470164 0.0 0.0 -2.6043181262047113 -6.1793839968092845 0.4193758720156631 -0.24212677259987717 12.302701230932886 -8.239668232071445 -0.19915453429006724 0.2589543427534317 0.2589543427534317 -1.0358173710137268 -0.4943847802162728 -0.8679198217963365 0.0 8.5 20 0.02 8.5 20 0.02 -0.07334345858544111 0.16243248282567874 -0.0020475836310391068 -0.1287584975361824 0.08970002095702867 -0.0014578354409184799
1284 15.108115911483765 -0.042299246453202086 0.09605710100918982 0.0 -0.07981894177467158 -0.010744561564954111 0.0905635033396257 0.42846683797989127 0.856933462516371 81.4526388903271 0.0 0.0 -2.600229714703604 -6.1817444422900065 0.19007026969345872 -0.32921136411738955 12.305506224373591 -8.236863238630738 -0.20897201133253535 0.5868187114445969 0.0 -0.5868187114445969 -0.42846683797989127 -0.856933462516371 0.0 8.5 20 0.02 8.5 20 0.02 -0.06356433499604464 0.16065090627352757 -0.001029470268293108 -0.12712863832712173 0.08613686874022974 -0.0013074768663100939
1285 15.11971926689148 -0.05235950833505354 0.11530379818008722 0.0 -0.09710609126109783 -0.011603372191841863 0.10870946345293969 0.2966308467854225 0.900878899636233 81.43066617176716 0.0 0.0 -2.597049839091633 -6.186203061531369 0.08424850603994183 -0.3404862834868896 12.312518707975354 -8.236863238630738 -0.21878948837500345 0.5202139170447279 -0.26010695852236393 -0.5202139170447279 -0.2966308467854225 -0.900878899636233 0.0 8.5 20 0.02 8.5 20 0.02 -0.044006071984767914 0.1594520193573848 -0.00014214919252965224 -0.1336480751633644 0.08249580464488204 -0.00120723781657117
1286 15.131108283996582 -0.05732948025962191 0.12140873895540591 0.0 -0.10404195302546143 -0.010423303788771732 0.11446525681423315 0.2526855163872663 0.9118652589161985 81.41968322758179 0.0 0.0 -2.595687035257931 -6.189088050452251 0.24850544013532072 -0.28694936551442773 12.316726198136411 -8.238265735351092 -0.2243994752564138 0.3836150766828737 0.0 -0.7672301533657474 -0.2526855163872663 -0.9118652589161985 0.0 8.5 20 0.02 8.5 20 0.02 -0.037486650981009007 0.15844599174510227 0.0004493981913126517 -0.13527793437242508 0.07886535663873318 -0.0009169025259300042
1287 15.142614603042603 -0.06068100697530712 0.15101990277013666 0.0 -0.12073729961785423 -0.02164563017267471 0.1423829297905289 0.05493158295641599 0.9118652589161985 81.3867207346473 0.0 0.0 -2.593415695535094 -6.191973039373134 0.16818509610046883 -0.2913051315218663 12.32093368829747 -8.238265735351092 -0.2314119588581767 0.5192509146066592 0.0 -0.5192509146066592 -0.05493158295641599 -0.9118652589161985 0.0 8.5 20 0.02 8.5 20 0.02 -0.008149264380335808 0.1582256810852714 0.0009434860652010556 -0.13527793437242508 0.07520819574773796 -0.000611268350620003
1288 15.154059171676636 -0.06412621575066933 0.17357006786168339 0.0 -0.1341805505722589 -0.029462878755748503 0.1636434293280074 -0.08789066079631251 0.9118652589161985 81.36474801608738 0.0 0.0 -2.591598623756825 -6.1951203000140955 0.1691243278359517 -0.2929319286078037 12.326543675178879 -8.238265735351092 -0.23702194573958707 0.5221506777187588 0.0 -0.5221506777187588 0.08789066079631251 -0.9118652589161985 0.0 8.5 20 0.02 8.5 20 0.02 0.013038842007517815 0.1585773886785427 0.0019538371756228764 -0.13527793437242508 0.07155923085550242 -0.0004075122337466686
1289 15.165538787841797 -0.06596477072116057 0.2031747806254498 0.0 -0.1496375198530721 -0.04191750034205417 0.1915550201951263 -0.27465823494719727 0.900878899636233 81.32080257896752 0.0 0.0 -2.5888730160894204 -6.19931664753538 0.19086888427200266 -0.33059460514309286 12.333556158780643 -8.238265735351092 -0.24543692606170256 0.5892843362825994 0.0 -0.5892843362825994 0.27465823494719727 -0.900878899636233 0.0 8.5 20 0.02 8.5 20 0.02 0.040746369399130344 0.15967624600624203 0.0027521652200774324 -0.1336480751633644 0.06795497926470162 -0.00027167482249777916
1290 15.176939725875854 -0.06946114491651166 0.2131685559757095 0.0 -0.1572034083091026 -0.043773833645788476 0.20097724195489108 -0.32958981790361325 0.900878899636233 81.32080257896752 0.0 0.0 -2.5870559443111514 -6.202463908176341 0.2584494279730891 -0.34817030922839154 12.339166145662054 -8.238265735351092 -0.25104691294311293 0.5319539997544419 0.0 -0.7979309996316629 0.32958981790361325 -0.900878899636233 0.0 8.5 20 0.02 8.5 20 0.02 0.04889563377946615 0.16098853827986287 0.0032843839163804694 -0.1336480751633644 0.0643680467951846 -0.0001811165483318528
1291 15.18837022781372 -0.07299572748020969 0.2366007023162348 0.0 -0.17113540260412946 -0.05193387878428295 0.22306928138841242 -0.47241216837804756 0.900878899636233 81.2878469162222 0.0 0.0 -2.5838760686991793 -6.206922527417705 0.28666466842702965 -0.4965177704505012 12.346178629263816 -8.238265735351092 -0.26086438998558104 0.8850421037142951 0.0 -0.8850421037142951 0.47241216837804756 -0.900878899636233 0.0 8.5 20 0.02 8.5 20 0.02 0.07008375599980354 0.1628736977254766 0.0036432485909546554 -0.1336480751633644 0.06077309204870929 -0.00012074436555456853
1292 15.199904203414917 -0.0749059135880849 0.2554770829946553 0.0 -0.1815934742181251 -0.0592726295462471 0.24086610376437223 -0.5822753342908795 0.8898925403562675 81.26587419766227 0.0 0.0 -2.5779705854198034 -6.214528407300031 0.4237574109770208 -0.5382442016571001 12.35880109974699 -8.236863238630738 -0.27769435062981207 0.7849795076600296 0.0 -1.3082991794333827 0.5822753342908795 -0.8898925403562675 0.0 8.5 20 0.02 8.5 20 0.02 0.08638228476047516 0.1652163587372149 0.003878439496965285 -0.13201821595430374 0.05719279860992188 -8.04962437030457e-05
1293 15.211345434188843 -0.07498322623070627 0.2592983740327352 0.0 -0.18345797359709706 -0.06101087790849338 0.24446885150559045 -0.593261693570845 0.8679198217963365 81.26587419766227 0.0 0.0 -2.5734279059741296 -6.220298385141794 0.482852832235721 -0.7248155529426935 12.367216080069104 -8.236863238630738 -0.29171931783333793 1.1925992520004984 0.0 -1.4907490650006232 0.593261693570845 -0.8679198217963365 0.0 8.5 20 0.02 8.5 20 0.02 0.08801214396953583 0.16759151951424994 0.003694710548949421 -0.1287584975361824 0.05371802661523262 5.724469024351905e-05
1294 15.22281289100647 -0.06831589964288803 0.26267072659513385 0.0 -0.1796038664778309 -0.06804446951499143 0.24764833599282232 -0.6042480528508105 0.8020016661165434 81.24390147910233 0.0 0.0 -2.5679766906393215 -6.227117449863879 0.5648091673128889 -0.6987701245475675 12.378436053831924 -8.235460741910387 -0.3071467817572164 0.9964452720089423 0.0 -1.743779226015649 0.6042480528508105 -0.8020016661165434 0.0 8.5 20 0.02 8.5 20 0.02 0.0896420031785965 0.17000523379329363 0.0030234896232437082 -0.11897934228181839 0.05051437065938913 0.0001490719795412289
1295 15.234173059463501 -0.06295865029126683 0.2591525656954219 0.0 -0.17357121374606044 -0.07076016834077295 0.2443313820868334 -0.5712891884543255 0.7470702966035391 81.23291170472778 0.0 0.0 -2.5616169394153783 -6.234461058026124 0.7783003047984574 -0.8487757931397635 12.389656027594746 -8.234058245190033 -0.3253792391218 1.3349483346207751 0.266989666924155 -2.13591733539324 0.5712891884543255 -0.7470702966035391 0.0 8.5 20 0.02 8.5 20 0.02 0.08475245721638203 0.17227274268690335 0.0021273657921364987 -0.11083010956645012 0.04754916743843651 0.00032229183674677245
1296 15.24618124961853 -0.053905618432292954 0.24921935624349834 0.0 -0.1614968843445775 -0.07346937805905393 0.23496626240363144 -0.49438488693797855 0.6701657816437805 81.21093898616786 0.0 0.0 -2.54935170491206 -6.246787828869892 0.8529963490728764 -0.8207961195916554 12.409290981679682 -8.228448258308624 -0.3576366636899095 1.463067724131636 0.5852270896526545 -2.0482948137842905 0.49438488693797855 -0.6701657816437805 0.0 8.5 20 0.02 8.5 20 0.02 0.07334347441792488 0.1743461827056228 0.0015296991199506428 -0.09942109510302544 0.044738505972947706 0.0007769706977847728
1297 15.257890462875366 -0.05298851719826855 0.24537532136018378 0.0 -0.1589359789005591 -0.07240609265892654 0.23134207155948563 -0.46142580909808206 0.6481930630838495 81.21093898616786 0.0 0.0 -2.5407206139652794 -6.254918252192378 0.9307035556418383 -0.9281360926659624 12.423315948883209 -8.222838271427213 -0.3786741144951983 1.5673273090176043 0.5224424363392015 -2.3509909635264066 0.46142580909808206 -0.6481930630838495 0.0 8.5 20 0.02 8.5 20 0.02 0.06845389679074287 0.17622958927072913 0.0006918352987117856 -0.0961613766849041 0.04209276954815877 0.001080089938476773
1298 15.269288778305054 -0.0435430962036253 0.2248873827880769 0.0 -0.14156571808842977 -0.07046013974189559 0.21202585783032538 -0.31860356534535356 0.571288975010914 81.17798332342254 0.0 0.0 -2.5307267191847975 -6.264360034115264 0.9657056644714418 -1.0035907656129603 12.438743412807087 -8.217228284545802 -0.40391905546154483 1.7888988780007478 0.5962996260002492 -2.385198504000997 0.31860356534535356 -0.571288975010914 0.0 8.5 20 0.02 8.5 20 0.02 0.04726579040288925 0.17749763497351606 0.00012395741167159385 -0.08475242555141449 0.03981903312896051 0.0013902962188286755
1299 15.281136512756348 -0.04245551435444945 0.20363985570595727 0.0 -0.13066153090495755 -0.06133196628108565 0.19199349718604322 -0.17578132159262502 0.549316256450983 81.14502083048806 0.0 0.0 -2.5157358770140745 -6.277735891839355 0.9168710807781705 -0.9143417764263398 12.461183360332729 -8.207410807503335 -0.44038397019071207 1.5440330866267005 0.5146776955422335 -2.316049629940051 0.17578132159262502 -0.549316256450983 0.0 8.5 20 0.02 8.5 20 0.02 0.02607768401503563 0.1782242959378058 -0.0006621242468841753 -0.08149270713329315 0.03754821915967099 0.0014889736191727083
1300 15.292529582977295 -0.04659754247668557 0.19712214226309777 0.0 -0.13097100312268542 -0.054877534898988924 0.18584853802167434 -0.1318359911944688 0.5603026157309485 81.12304811192813 0.0 0.0 -2.5061962501781596 -6.286915402042162 1.0600227811287717 -0.8345515064070438 12.476610824256607 -8.201800820621925 -0.46422641443670604 1.4875866783544616 0.8925520070126769 -2.3801386853671387 0.1318359911944688 -0.5603026157309485 0.0 8.5 20 0.02 8.5 20 0.02 0.019558263011276722 0.1787500579377424 -0.0011861786859213546 -0.08312256634235382 0.035313732043160684 0.0012112918225075677
1301 15.304001331329346 -0.05404418777206925 0.18018937866050508 0.0 -0.12906898223399968 -0.04081519316417859 0.16988417539817827 -0.02197271855993102 0.593261693570845 81.07910267480827 0.0 0.0 -2.4957480874531104 -6.295570368804808 0.9333110553307863 -0.8327641466871832 12.490635791460132 -8.194788337020162 -0.4894713554030526 1.5717184015904966 0.7858592007952483 -2.0956245354539953 0.02197271855993102 -0.593261693570845 0.0 8.5 20 0.02 8.5 20 0.02 0.003259718418121338 0.17883780584161874 -0.001908145599234986 -0.08801214396953583 0.0329445454575783 0.001023410739888279
1302 15.31571340560913 -0.06362649691018603 0.16974893410659628 0.0 -0.13197123212088382 -0.028069597753733015 0.16004082987461685 0.043945330398156256 0.637206703803884 81.03515723768841 0.0 0.0 -2.486208460617196 -6.303700792127294 0.9417541255637069 -0.8402976331253632 12.504660758663658 -8.1877758534184 -0.511911302928694 1.3216139468079402 0.5286455787231761 -2.3789051042542924 -0.043945330398156256 -0.637206703803884 0.0 8.5 20 0.02 8.5 20 0.02 -0.006519421003758907 0.1786578119851326 -0.002389456874777407 -0.09453151747584343 0.030334636942672688 0.0005703836229847097
