i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z theta_d_x theta_d_y phi_x phi_y dphi_x dphi_y psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 e_x e_y abort kp_x ki_x kd_x kp_y ki_y kd_y p_x i_x d_x p_y i_y d_y
2726 32.055792570114136 -0.1898851643768243 -0.2345191667956961 0.0 -0.044487192042939105 0.26559398292221337 -0.22110679087927426 0.10986327263453775 0.7360839373235736 104.89746812207096 0.0 0.0 14.178611085836636 -5.818760381699028 -1.2554173638128745 -0.055755042534053334 12.041836840947305 18.371304539898524 -25.403423095746394 0.2981498130001246 -1.7888988780007478 2.0870486910008723 -0.10986327263453775 -0.7360839373235736 0.0 8.5 20 0.02 8.5 20 0.02 -0.016298544593155384 -0.21798038725168042 -0.00024023495086028692 -0.10920025035738945 -0.07797702642847071 -0.0027078875909641235
2727 32.06767559051514 -0.17471645051161802 -0.2342205738955495 0.0 -0.0322427470779324 0.2530680218711962 -0.22082527479326386 0.09887691335457224 0.6262203445239184 104.90845106625635 0.0 0.0 14.160440368053942 -5.820334012019509 -1.446406106667479 -0.05567219700279918 12.046044331108362 18.343254605491474 -25.375373161339343 0.0 -2.381654375466077 2.0839475785328174 -0.09887691335457224 -0.6262203445239184 0.0 8.5 20 0.02 8.5 20 0.02 -0.014668685384094715 -0.21838982494172585 -0.001162063569728962 -0.09290165826678276 -0.08057013135683633 -0.0012446608879989318
2728 32.079116106033325 -0.15404195814265473 -0.2235138891587115 0.0 -0.020409274333887287 0.2311401899518916 -0.2107309156180043 0.02197261183822524 0.48339810077118994 104.90845106625635 0.0 0.0 14.146358061772352 -5.82112082717975 -1.422798503952078 0.0 12.047446827828717 18.320814657965833 -25.354335710534055 0.0 -2.196358183952197 2.196358183952197 -0.02197261183822524 -0.48339810077118994 0.0 8.5 20 0.02 8.5 20 0.02 -0.0032597025856375694 -0.21847757059076586 -0.001776615982308079 -0.07171355187892914 -0.08250053819281788 0.00017213192909228307
2729 32.09053182601929 -0.13995543256783938 -0.21955422204741726 0.0 -0.010774279341991261 0.2177719850058122 -0.20699770566382097 0.0 0.3845212941383235 104.90845106625635 0.0 0.0 14.130458683712495 -5.8219076423399905 -1.521385945162574 0.05166897558711324 12.048849324549067 18.295569716999484 -25.330493266288062 0.0 -2.2103967223839027 2.4866963126818904 0.0 -0.3845212941383235 0.0 8.5 20 0.02 8.5 20 0.02 0.0 -0.21847757059076586 -0.0010766514566514025 -0.05704488232731819 -0.08403298526726388 0.001122435026742709
2730 32.101927042007446 -0.1274640511686403 -0.22243476028298056 0.0 0.0007827896080749414 0.20893071354885795 -0.20971350315693288 0.02197261183822524 0.2966308467854225 104.91943401044172 0.0 0.0 14.115013573597203 -5.822432185780151 -1.597758412954454 -0.0485508552536444 12.050251821269422 18.27172727275349 -25.306650822042066 0.2596254573033296 -2.336629115729966 2.5962545730332955 -0.02197261183822524 -0.2966308467854225 0.0 8.5 20 0.02 8.5 20 0.02 -0.0032597025856375694 -0.21856504925779605 -0.0006100084395469517 -0.044006071984767914 -0.08521394960904871 0.0017559704251763264
2731 32.113813638687134 -0.10977218493409459 -0.22389018441335956 0.0 0.01591423141354121 0.19517145877284972 -0.21108569018639092 0.032958971118190745 0.1757808947058019 104.94141355919082 0.0 0.0 14.090937372535135 -5.823219000940391 -1.542919368391126 -0.046884469088342214 12.053056814710125 18.235262358024325 -25.268783410592548 0.250714465561778 -2.256430190056002 2.5071446556177803 -0.032958971118190745 -0.1757808947058019 0.0 8.5 20 0.02 8.5 20 0.02 -0.004889561794698238 -0.21870170952385068 -0.00029891309481065107 -0.026077620685100555 -0.08594280318131808 0.0022482389323240522
2732 32.12517189979553 -0.09514473763076071 -0.22904903676583166 0.0 0.030289398445462593 0.18566010438302594 -0.21594950282848852 0.06591794223638149 0.07690408807293544 104.96337944756159 0.0 0.0 14.073220922697008 -5.824005816100631 -1.5484207739833535 0.0 12.05586180815083 18.208614920337627 -25.240733476185497 0.0 -2.3902798812996786 2.3902798812996786 -0.06591794223638149 -0.07690408807293544 0.0 8.5 20 0.02 8.5 20 0.02 -0.009779123589396477 -0.21896302133200693 -0.00030689184442824803 -0.011408951133489609 -0.08624766625239033 0.0025118797551192317
2733 32.13659858703613 -0.07853850828015993 -0.2327812308465713 0.0 0.045607701094459975 0.1738605480582889 -0.2194682491527489 0.08789066079631251 -0.03295907783989653 104.9853589963107 0.0 0.0 14.058230080526283 -5.823743544380551 -1.098503815655408 0.0422814315782987 12.05586180815083 18.186174972811983 -25.2168910319395 0.0 -1.582698217389667 1.808797962731048 -0.08789066079631251 0.03295907783989653 0.0 8.5 20 0.02 8.5 20 0.02 -0.013038842007517815 -0.219314860587959 -0.000427528251094477 0.004889577627182007 -0.08611572621099128 0.002687640303649352
2734 32.14835476875305 -0.0632126846502846 -0.2382473641016372 0.0 0.0606979436158388 0.16392382539227862 -0.22462176900811742 0.12084963191450326 -0.13183631135958612 105.01830782886682 0.0 0.0 14.043239238355563 -5.82295672922031 -1.4342284084425372 0.055203477179580476 12.05586180815083 18.1651375220067 -25.191646090973155 0.0 -2.0664022400480118 2.3616025600548705 -0.12084963191450326 0.13183631135958612 0.0 8.5 20 0.02 8.5 20 0.02 -0.017928403802216053 -0.21980978323863462 -0.0005091770607865099 0.019558310508728027 -0.08557580916168206 0.002804814002669432
2735 32.15998291969299 -0.040730107148775986 -0.25229053955383 0.0 0.08567490767068853 0.15218689412627956 -0.2378618017969681 0.20874018598911 -0.27465855511231463 105.10619870310656 0.0 0.0 14.021434377016327 -5.82190764233999 -1.3789199607432863 0.09951497631576059 12.05445931143048 18.132880097438587 -25.156583672964338 0.0 -1.8625454453553603 2.3947012868854634 -0.20874018598911 0.27465855511231463 0.0 8.5 20 0.02 8.5 20 0.02 -0.0309672299772501 -0.22065698816031806 -0.0006663214162618405 0.04074641689658165 -0.08446106415668453 0.0029845401113268934
2736 32.17144989967346 -0.021101916262172227 -0.2666299476678051 0.0 0.10846092022979271 0.1429202051879663 -0.25138112541775903 0.2966308467854225 -0.3955080803051121 105.18310663316089 0.0 0.0 14.007806338679304 -5.820334012019509 -1.2524126081022309 0.10329725091775774 12.053056814710125 18.114647640074 -25.132741228718345 0.0 -1.657144608530035 2.209526144706713 -0.2966308467854225 0.3955080803051121 0.0 8.5 20 0.02 8.5 20 0.02 -0.044006071984767914 -0.2218419764409739 -0.000781899242063279 0.058674804866313934 -0.0828810786455847 0.0031043575170985344
2737 32.182830572128296 0.0024204549591164133 -0.2818165236601226 0.0 0.13482587648540262 0.1308732900885864 -0.26569916657398907 0.38452150758173503 -0.5383303240578406 105.24903161902986 0.0 0.0 13.99508683623142 -5.818760381699027 -1.354002815401986 0.19543347248896198 12.051654317989772 18.097817679429774 -25.110301281192704 0.0 -1.5676192850438744 2.6126988084064573 -0.38452150758173503 0.5383303240578406 0.0 8.5 20 0.02 8.5 20 0.02 -0.05704491399228573 -0.22337080821521846 -0.0014008014526184108 0.07986291125416756 -0.08074071331300559 0.003298257017954442
2738 32.19434833526611 0.019783171906864423 -0.2954953630064967 0.0 0.15545074221590974 0.12314495777218927 -0.278595699988099 0.46142580909808206 -0.6372071306907071 105.35888838164034 0.0 0.0 13.975553314615025 -5.815875392778146 -1.2674886846187676 0.34149963552107676 12.050251821269422 18.073975235183777 -25.07383636646354 -0.5217621727502181 -1.5652865182506543 2.3479297773759815 -0.46142580909808206 0.6372071306907071 0.0 8.5 20 0.02 8.5 20 0.02 -0.06845389679074287 -0.22522806328943198 -0.0018134029263218322 0.0945315808057785 -0.07817593225077246 0.0034275233518583806
2739 32.205843925476074 0.017401715548084777 -0.3009676621093089 0.0 0.156085957777524 0.1276690752829478 -0.2837550330604718 0.4833984209363073 -0.6042482662942221 105.45776220006545 0.0 0.0 13.961016740388867 -5.812728132137183 -1.2580918788614748 0.5028643972564301 12.046044331108362 18.055742777819194 -25.047188928776837 -0.5975699703249197 -1.1951399406498393 2.689064866462138 -0.4833984209363073 0.6042482662942221 0.0 8.5 20 0.02 8.5 20 0.02 -0.07171359937638044 -0.22716559215747098 -0.0020884705754574463 0.08964203484356403 -0.0757540202032736 0.0035137009077943395
2740 32.21774411201477 0.014713606485128638 -0.3013815856993281 0.0 0.15408625137005655 0.13005903259360946 -0.284145283963666 0.47241211501719466 -0.5712891884543255 105.54565307430518 0.0 0.0 13.948751505885548 -5.807744969455659 -1.1903816326095065 0.5815337474061795 12.0390318475066 18.04312030733602 -25.02194398781049 -0.848113316076952 -1.1308177547692693 2.544339948230856 -0.47241211501719466 0.5712891884543255 0.0 8.5 20 0.02 8.5 20 0.02 -0.07008374808356166 -0.22912950118561967 -0.0021683364301467198 0.08475245721638203 -0.0733790599530515 0.0033402092217981066
2741 32.229215145111084 0.007195727584606017 -0.29607705055987177 0.0 0.14544734710651652 0.13369677316628026 -0.2791441202727968 0.42846683797989127 -0.5163576054979095 105.64454055310861 0.0 0.0 13.930126520158286 -5.799090002693014 -1.3508392574220747 0.7799074089045491 12.026409377023427 18.024887849971435 -24.982674079640617 -1.1915859986003283 -1.1915859986003283 2.9789649965008205 -0.42846683797989127 0.5163576054979095 0.0 8.5 20 0.02 8.5 20 0.02 -0.06356433499604464 -0.23084450307256796 -0.0016682124912591266 0.07660319283604622 -0.07131226227054199 0.0019047970191017915
2742 32.24067234992981 -0.006773465774974544 -0.28206211742028037 0.0 0.12743484564951327 0.13849586894210864 -0.26593071459162193 0.32958981790361325 -0.4174805854216316 105.78735980865359 0.0 0.0 13.916952749765835 -5.7914841228106875 -1.3458618085822982 0.7770336774770265 12.015189403260605 18.01366787620862 -24.953221648513214 -1.2221128619314972 -1.2221128619314972 2.9330708686355935 -0.32958981790361325 0.4174805854216316 0.0 8.5 20 0.02 8.5 20 0.02 -0.04889563377946615 -0.23216167783489547 -0.0010048058059186939 0.061934491619467735 -0.06964384030782256 0.0009358829133802785
2743 32.2520477771759 -0.017699941801347516 -0.2658548895872432 0.0 0.11087325486240703 0.13977713878924697 -0.250650393651654 0.2197265452690755 -0.34057628390528455 105.8862336270787 0.0 0.0 13.903324711428812 -5.783091427768123 -1.338970164769207 0.8761287564085631 12.002566932777434 18.002447902445795 -24.922366720665458 -1.3779688743884715 -1.1023750995107773 3.0315315236546367 -0.2197265452690755 0.34057628390528455 0.0 8.5 20 0.02 8.5 20 0.02 -0.03259708918631077 -0.23303385123888284 -0.00022394916204954903 0.05052550882101059 -0.06829197098094042 6.652035858231272e-05
2744 32.26346945762634 -0.028859937122012562 -0.2523742320746297 0.0 0.09540631394523302 0.14253439391705786 -0.23794070786229085 0.13183588447276298 -0.26367219583234913 105.9851074455038 0.0 0.0 13.890150941036358 -5.774961004445637 -1.2670173240071576 0.8290478321612453 11.98994446229426 17.991227928682974 -24.892914289538055 -1.3039203424624268 -1.0431362739699415 2.8686247534173384 -0.13183588447276298 0.26367219583234913 0.0 8.5 20 0.02 8.5 20 0.02 -0.019558247178792953 -0.23356042473242064 0.0007444398365838904 0.03911655768752098 -0.06723882228881095 -0.0007376725207225923
2745 32.27513861656189 -0.04004574846756613 -0.22368662673948558 0.0 0.0727496703810301 0.138144103789949 -0.21089377417097913 -0.054931689678121766 -0.18676768087259055 106.13892330561248 0.0 0.0 13.870163151475396 -5.7623719618817875 -1.3716337258120135 0.7919131008271354 11.970309508209322 17.974397968038744 -24.84803439448677 -1.3233598040692454 -1.3233598040692454 2.9113915689523395 0.054931689678121766 0.18676768087259055 0.0 8.5 20 0.02 8.5 20 0.02 0.008149280212819576 -0.23333709180171178 0.0015011848494066143 0.027707543224096298 -0.06647949058473657 -0.0012738011069258622
2746 32.286495208740234 -0.04133612153565719 -0.19941732758139674 0.0 0.060255427843259476 0.12775703164861352 -0.188012459491873 -0.2087402927108158 -0.17578132159262502 106.23779712403758 0.0 0.0 13.85698938108294 -5.7542415385593015 -1.3331414367347507 0.6734783714458211 11.957687037726151 17.963177994275924 -24.818581963359364 -1.0289777845580237 -1.2862222306975297 2.829688907534565 0.2087402927108158 0.17578132159262502 0.0 8.5 20 0.02 8.5 20 0.02 0.030967245809733868 -0.23250951698434372 0.002124943593213104 0.02607768401503563 -0.06578258538629811 -0.0016312201643947088
2747 32.29785418510437 -0.03584271974435829 -0.1760806416531537 0.0 0.05373975237666304 0.11227066862150153 -0.16601042099816457 -0.3515625364635443 -0.20874039943252157 106.3256879982773 0.0 0.0 13.842907074801353 -5.746111115236816 -1.4306149839408973 0.6057083604623255 11.945064567242976 17.95055552379275 -24.787727035511608 -0.8833697587776105 -1.4722829312960175 2.944565862592035 0.3515625364635443 0.20874039943252157 0.0 8.5 20 0.02 8.5 20 0.02 0.05215535219758749 -0.23111439038416934 0.0028783965334281325 0.030967261642217636 -0.06495422839835285 -0.0018557529882230728
2748 32.30920767784119 -0.034509701033132056 -0.1557783404404409 0.0 0.04525756102255789 0.10161166682733855 -0.14686922784989645 -0.47241216837804756 -0.20874039943252157 106.41357887251704 0.0 0.0 13.829733304408899 -5.739554322234811 -1.281174702647689 0.52834754246613 11.935247090200509 17.937933053309578 -24.759677101104558 -0.8476007576667524 -1.4126679294445874 2.542802273000257 0.47241216837804756 0.20874039943252157 0.0 8.5 20 0.02 8.5 20 0.02 0.07008375599980354 -0.2292427949338159 0.0033806984935714846 0.030967261642217636 -0.06412724381151591 -0.0013497188638337849
2749 32.32060265541077 -0.03668603691150345 -0.14016655194160313 0.0 0.036121122542931754 0.09602916995499357 -0.13215029249792531 -0.56030282917436 -0.18676768087259055 106.49048680257138 0.0 0.0 13.816559534016443 -5.733522072672968 -1.1605738417731308 0.5583813499684628 11.926832109878394 17.925310582826402 -24.731627166697507 -0.8957824485964997 -1.1943765981286663 2.3887531962573325 0.56030282917436 0.18676768087259055 0.0 8.5 20 0.02 8.5 20 0.02 0.08312259800732136 -0.22700471641592487 0.0037155664670003863 0.027707543224096298 -0.06338121735469215 -0.0010123627809075927
2750 32.33222937583923 -0.0440778435941399 -0.11594075115091668 0.0 0.018665585647167828 0.09064440282573241 -0.10930998847290026 -0.7031250729270886 -0.13183631135958612 106.60034356518186 0.0 0.0 13.801114423901156 -5.726178464510721 -1.0707553201352182 0.41213391487752815 11.915612136115572 17.909883118902528 -24.6993697421294 -0.5509710156560936 -1.1019420313121873 2.2038840626243745 0.7031250729270886 0.13183631135958612 0.0 8.5 20 0.02 8.5 20 0.02 0.10431070439517498 -0.22416460696226367 0.003913151416172024 0.019558310508728027 -0.06284869537724447 -0.0007874587256234645
2751 32.34367275238037 -0.04507421553976548 -0.10482901231100389 0.0 0.012613927437248054 0.08621981318968382 -0.0988337406269319 -0.7580566558835046 -0.12084995207962061 106.66626855105082 0.0 0.0 13.791120529120672 -5.721457573549277 -0.9260465882581596 0.4374435657378951 11.908599652513809 17.90006564186006 -24.678332291324107 -0.5198282877511439 -0.7797424316267159 2.0793131510045755 0.7580566558835046 0.12084995207962061 0.0 8.5 20 0.02 8.5 20 0.02 0.11245996877551079 -0.22113668191894406 0.0038477008324293905 0.01792845129966736 -0.06236598133002147 -0.0006366855094113719
2752 32.35508966445923 -0.046165520039970265 -0.09717328624570948 0.0 0.00811393716696229 0.08350191570573456 -0.09161585287269683 -0.7910157337234011 -0.1098635927996551 106.68823443942159 0.0 0.0 13.78158090228476 -5.717523497748075 -0.7725645315771535 0.4460403402724268 11.902989665632399 17.890248164817592 -24.658697337239172 -0.5962996260002492 -0.5962996260002492 1.7888988780007478 0.7910157337234011 0.1098635927996551 0.0 8.5 20 0.02 8.5 20 0.02 0.1173495464026928 -0.21798164995127864 0.0034588173028763654 0.01629859209060669 -0.0619277812632113 -0.0005363308673656528
2753 32.36656904220581 -0.0439838310191199 -0.09794149208095815 0.0 0.010257414496768444 0.08208270978319694 -0.09234012427996538 -0.7690430151634701 -0.12084995207962061 106.75415942529055 0.0 0.0 13.773404079282546 -5.713851693666953 -0.6774501244583755 0.30420912022556895 11.898782175471341 17.883235681215826 -24.64046487987459 -0.46478764551866986 -0.6971814682780048 1.3943629365560095 0.7690430151634701 0.12084995207962061 0.0 8.5 20 0.02 8.5 20 0.02 0.11408982798457146 -0.2148957612253942 0.0028644411598645857 0.01792845129966736 -0.06144285454611875 -0.0004694277726685067
2754 32.3780722618103 -0.043454272152141024 -0.10719311599403697 0.0 0.015051054838340423 0.0860115841161925 -0.10106263895453294 -0.6921387136471231 -0.12084995207962061 106.82007075078117 0.0 0.0 13.762501648612929 -5.70965534614567 -0.5745378725556909 0.2211397302531087 11.893172188589931 17.872015707453006 -24.61802493234895 -0.2956359022665654 -0.5912718045331308 1.1825436090662615 0.6921387136471231 0.12084995207962061 0.0 8.5 20 0.02 8.5 20 0.02 0.10268084518611431 -0.2121192102033352 0.0022452490231839382 0.01792845129966736 -0.060958058577700314 -0.0004246648741080666
2755 32.38966727256775 -0.04114974352409438 -0.11206220489324593 0.0 0.019228005103011106 0.08642525488996289 -0.105653259992974 -0.6481934899706726 -0.13183631135958612 106.84205029953027 0.0 0.0 13.757050433278119 -5.7075571723850285 -0.5727269736087829 0.11022135746173017 11.890367195149226 17.866405720571596 -24.606804958586125 0.0 -0.5894081615266175 1.178816323053235 0.6481934899706726 0.13183631135958612 0.0 8.5 20 0.02 8.5 20 0.02 0.09616144001483917 -0.20949807100857684 0.0012744261004917362 0.019558310508728027 -0.06042494411675037 -0.0002831099160720444
2756 32.401028633117676 -0.038748424643452094 -0.11704981314385475 0.0 0.023539854836044375 0.0868157673114729 -0.11035562214751729 -0.6042480528508105 -0.1428222437527285 106.86401618790103 0.0 0.0 13.751144949998746 -5.706245813784627 -0.48264762491220387 0.05573134723335888 11.888964698428873 17.859393236969833 -24.595584984823304 0.0 -0.5960462049947243 0.8940693074920864 0.6042480528508105 0.1428222437527285 0.0 8.5 20 0.02 8.5 20 0.02 0.0896420031785965 -0.20710004652608846 0.00040823020363721526 0.021188106387853622 -0.05985813842238841 -7.839260891730734e-05
2757 32.41242480278015 -0.03636936575035593 -0.13364101932907613 0.0 0.033303517889172574 0.09269444346052369 -0.12599796134969626 -0.48339852765801306 -0.153808603032694 106.88599573665013 0.0 0.0 13.744330930830234 -5.705458998624387 -0.4472021505880747 0.0516384564048409 11.888964698428873 17.850978256647718 -24.58296251434013 0.0 -0.5522727782447672 0.8284091673671508 0.48339852765801306 0.153808603032694 0.0 8.5 20 0.02 8.5 20 0.02 0.07171361520886421 -0.20517704035223447 -0.000177594185705878 0.02281796559691429 -0.05924627289880746 5.894155153723981e-05
2758 32.423885345458984 -0.033988501173290026 -0.14749129714713607 0.0 0.04177656925364402 0.09727955925134264 -0.13905612850498666 -0.38452150758173503 -0.16479496231265953 106.89697868083552 0.0 0.0 13.73978825138456 -5.704934455184227 -0.3335912939727309 0.0962995116872359 11.888964698428873 17.845368269766308 -24.574547534018016 0.0 -0.25748058020058495 0.7724417406017549 0.38452150758173503 0.16479496231265953 0.0 8.5 20 0.02 8.5 20 0.02 0.05704491399228573 -0.20363918420154378 -0.0008970269378780234 0.02444782480597496 -0.05858719156941916 0.00015086559015417564
2759 32.435609102249146 -0.029902021788236678 -0.15453656380057748 0.0 0.04843433625018229 0.09726413335602553 -0.14569846960620783 -0.32958981790361325 -0.18676768087259055 106.89697868083552 0.0 0.0 13.735699839883456 -5.704147640023986 -0.48275020676659547 0.16722957709682484 11.888964698428873 17.84116077960525 -24.5661325536959 -0.29808644428322767 -0.5961728885664553 0.8942593328496831 0.32958981790361325 0.18676768087259055 0.0 8.5 20 0.02 8.5 20 0.02 0.04889563377946615 -0.2022893955118442 -0.001142802068199444 0.027707543224096298 -0.057822310831152635 0.00021274581881965964
2760 32.44705939292908 -0.020745580930259147 -0.17727544426685296 0.0 0.06662974995371702 0.10050714175154908 -0.16713689170526613 -0.17578132159262502 -0.24169947727241808 106.9079616250209 0.0 0.0 13.731157160437778 -5.703098553143665 -0.45096089798216377 0.08678746528133253 11.887562201708521 17.835550792723836 -24.557717573373782 0.0 -0.46409553949456855 0.9281910789891371 0.17578132159262502 0.24169947727241808 0.0 8.5 20 0.02 8.5 20 0.02 0.02607768401503563 -0.20158712140186816 -0.0017660068800204273 0.03585683926939964 -0.056856683290380516 0.00025426309072172534
2761 32.45865321159363 -0.011263800019047837 -0.19560704332209655 0.0 0.08301319031679727 0.1014068987244097 -0.184420089041207 -0.054931689678121766 -0.29663106022883406 106.91894456920627 0.0 0.0 13.723888873324702 -5.702049466263344 -0.47888250534194216 0.055296588673874554 11.887562201708521 17.827135812401725 -24.543692606170257 0.0 -0.5913964665201713 0.887094699780257 0.054931689678121766 0.29663106022883406 0.0 8.5 20 0.02 8.5 20 0.02 0.008149280212819576 -0.20136501823776784 -0.002391305297148281 0.04400610364973545 -0.05565732646314103 0.0003874227943577446
2762 32.47026777267456 -0.003052606493141363 -0.20396336060375417 0.0 0.09365680749977341 0.09864169302890881 -0.19229850052868225 0.0 -0.34057628390528455 106.92994117377 0.0 0.0 13.71889192593446 -5.701262651103104 -0.4571939860782672 0.15837664256049935 11.887562201708521 17.82152582552031 -24.53387512912779 -0.28230610313055277 -0.5646122062611055 0.8469183093916584 0.0 0.34057628390528455 0.0 8.5 20 0.02 8.5 20 0.02 0.0 -0.20136501823776784 -0.0025983423659863194 0.05052550882101059 -0.05427668792844287 0.0006985726142909156
2763 32.48163080215454 0.005210188440977593 -0.2103415075244143 0.0 0.10341003860505706 0.09490183650896233 -0.1983118751140194 0.043945330398156256 -0.3845217210251466 106.95190706214076 0.0 0.0 13.712986442655087 -5.699426749062542 -0.4830582141294835 0.055778757992383445 11.884757208267814 17.814513341918552 -24.52265515536497 0.0 -0.5965532625914872 0.8948298938872308 -0.043945330398156256 0.3845217210251466 0.0 8.5 20 0.02 8.5 20 0.02 -0.006519421003758907 -0.20153949323355222 -0.002282593287103177 0.057044945657253265 -0.05275003139754375 0.0009152741812680784
2764 32.49302077293396 0.010232328411721182 -0.21532666910192247 0.0 0.10986062642462077 0.09315130409842083 -0.2030119305230416 0.076904301516347 -0.40649443958507764 106.97388661088986 0.0 0.0 13.707535227320278 -5.697853118742061 -0.581029133959539 0.22363821793237001 11.883354711547463 17.808903355037142 -24.51143518160215 -0.2989760648801079 -0.5979521297602158 1.1959042595204317 -0.076904301516347 0.40649443958507764 0.0 8.5 20 0.02 8.5 20 0.02 -0.011408982798457146 -0.20184559240228425 -0.0020720939011810817 0.0603046640753746 -0.05113207755623961 0.001059741892586187
2765 32.50462532043457 0.015313851478318782 -0.21874556824842284 0.0 0.11562135714819195 0.09061394240242739 -0.20623529955061937 0.09887691335457224 -0.4284669447015971 107.00683544344601 0.0 0.0 13.698449868428929 -5.693656771220779 -0.6783915543287157 0.3916695465076527 11.8763422279457 17.79908587799467 -24.493202724237566 -0.5236127386046616 -0.5236127386046616 1.570838215813985 -0.09887691335457224 0.4284669447015971 0.0 8.5 20 0.02 8.5 20 0.02 -0.014668685384094715 -0.20224592891688972 -0.0018309539474384033 0.0635643508285284 -0.04939728469665283 0.0011467853464432105
2766 32.516037702560425 0.018535059189048717 -0.21886518601010754 0.0 0.11830785058408605 0.08804022567378345 -0.2063480762578695 0.09887691335457224 -0.43945330398156257 107.01783204800972 0.0 0.0 13.692090117204986 -5.6894604236994955 -0.675563121302648 0.5014755642068585 11.870732241064289 17.794878387833613 -24.477775260313688 -0.8938793628760907 -0.5959195752507271 1.489798938126818 -0.09887691335457224 0.43945330398156257 0.0 8.5 20 0.02 8.5 20 0.02 -0.014668685384094715 -0.2026395424113013 -0.0015569582147115107 0.06519421003758907 -0.047647889972015633 0.0009887391234752782
2767 32.52752089500427 0.021863766654885017 -0.20891978668726607 0.0 0.11633742264699046 0.08063404120715997 -0.19697146385415043 0.032958971118190745 -0.45043966326152807 107.07276042931497 0.0 0.0 13.685730365981042 -5.685264076178212 -0.6113969644244499 0.5294853029882645 11.863719757462526 17.789268400952203 -24.46375029311016 -0.9438066758765722 -0.4719033379382861 1.4157100138148584 -0.032958971118190745 0.45043966326152807 0.0 8.5 20 0.02 8.5 20 0.02 -0.004889561794698238 -0.20277183586864575 -0.0012583890239220969 0.06682406924664974 -0.045839877817623886 0.0008795752258591612
2768 32.5391411781311 0.02696287949356068 -0.19021616731366808 0.0 0.11168386011766498 0.0676536622807478 -0.17933752239841277 -0.08789066079631251 -0.4724123818214591 107.11670586643483 0.0 0.0 13.675736471200562 -5.677395924575807 -0.6553741986750957 0.4864891757464308 11.851097286979353 17.78225591735044 -24.439907848864166 -0.8671661502592248 -0.5781107668394833 1.445276917098708 0.08789066079631251 0.4724123818214591 0.0 8.5 20 0.02 8.5 20 0.02 0.013038842007517815 -0.20241608330523783 -0.0008389260159480646 0.07008378766477108 -0.04392770746532548 0.0008067992941150832
2769 32.55060124397278 0.030369725944282763 -0.1788750827784777 0.0 0.10911930007586332 0.059525745281425464 -0.16864504535728878 -0.153808603032694 -0.4833987411014246 107.14966835936931 0.0 0.0 13.668922452032051 -5.671888218454123 -0.6463161812950333 0.47976534161009804 11.841279809936886 17.77664593046903 -24.42448038494029 -0.8551809270442599 -0.5701206180295066 1.4253015450737665 0.153808603032694 0.4833987411014246 0.0 8.5 20 0.02 8.5 20 0.02 0.02281796559691429 -0.20180077443802 0.00010772606262803006 0.07171364687383175 -0.04199387849908476 0.0006499575695357707
2770 32.56194996833801 0.03217917313547441 -0.16759237042769987 0.0 0.10527798591189909 0.05272961622750673 -0.15800760213940584 -0.2197265452690755 -0.4833987411014246 107.17163424774007 0.0 0.0 13.661654164918973 -5.667167327492679 -0.7724003308265527 0.5574319236560829 11.832864829614769 17.769633446867267 -24.40905292101641 -0.8942593328496831 -0.5961728885664553 1.7885186656993661 0.2197265452690755 0.4833987411014246 0.0 8.5 20 0.02 8.5 20 0.02 0.03259708918631077 -0.2009305211138611 0.0007410614998504479 0.07171364687383175 -0.040079319833346005 0.0005448460949886617
2771 32.57329177856445 0.03569893077189706 -0.15793197539293571 0.0 0.1035979020957174 0.04530179225965833 -0.1488996943553757 -0.27465823494719727 -0.49438488693797855 107.19360013611083 0.0 0.0 13.65529441369503 -5.661921893091076 -0.581029133959539 0.44727643586474014 11.824449849292655 17.76542595670621 -24.393625457092533 -0.8969281946403238 -0.5979521297602158 1.1959042595204317 0.27465823494719727 0.49438488693797855 0.0 8.5 20 0.02 8.5 20 0.02 0.040746369399130344 -0.19984162991673146 0.0011632851246653933 0.07334347441792488 -0.038119315424651745 0.00047477177862392225
2772 32.5848171710968 0.03596478503116597 -0.13980012389522276 0.0 0.095267534423102 0.03653728639960666 -0.13180482082270867 -0.38452150758173503 -0.4833987411014246 107.21557968485993 0.0 0.0 13.64620905480368 -5.655102828368991 -0.491100480613369 0.47256165780213866 11.81182737880948 17.757010976384095 -24.373990503007594 -0.7581063353257224 -0.25270211177524077 1.263510558876204 0.38452150758173503 0.4833987411014246 0.0 8.5 20 0.02 8.5 20 0.02 0.05704491399228573 -0.1982965414643499 0.0014515035768414384 0.07171364687383175 -0.03617691741037987 0.000428055567714096
2773 32.59618377685547 0.03774044015327668 -0.13306840505170786 0.0 0.09354398806368511 0.03191410736796936 -0.12545809543165448 -0.41748047869992577 -0.4833987411014246 107.22656262904532 0.0 0.0 13.641212107413443 -5.650644209127629 -0.48182853687671445 0.3894573696566205 11.804814895207718 17.754205982943386 -24.361368032524425 -0.5950346713417847 -0.29751733567089234 1.1900693426835693 0.41748047869992577 0.4833987411014246 0.0 8.5 20 0.02 8.5 20 0.02 0.06193447578698397 -0.19663979401468454 0.0016369131759927202 0.07171364687383175 -0.03425857709903113 0.00028537037847606403
