i t_now Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 e_x e_y abort kp_x ki_x kd_x kp_y ki_y kd_y
15 0.2775306701660156 0.0 -0.001441263442495 0.0 0.000679418102442988 0.000679418102442988 -0.001358836204885976 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
16 0.2894868850708008 0.0 -0.0014416071103561024 0.0 0.0006795801090263623 0.0006795801090263623 -0.0013591602180527246 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
17 0.30097079277038574 0.0 -0.0014419378930725201 0.0 0.0006797360414942811 0.0006797360414942811 -0.0013594720829885622 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
18 0.312408447265625 0.0 -0.001442266659699243 0.0 0.0006798910235684035 0.0006798910235684035 -0.001359782047136807 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
19 0.3238334655761719 0.0 -0.0014425962972218543 0.0 0.0006800464161867849 0.0006800464161867849 -0.0013600928323735698 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
20 0.3356013298034668 0.0 -0.001442934040247934 0.0 0.0006802056297761443 0.0006802056297761443 -0.0013604112595522891 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
21 0.34710216522216797 0.0 -0.0014432656732878968 0.0 0.0006803619630904265 0.0006803619630904265 -0.0013607239261808532 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
22 0.3590669631958008 0.0 -0.001443609368578791 0.0 0.0006805239826043288 0.0006805239826043288 -0.0013610479652086576 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
23 0.3704214096069336 0.0 -0.0014439350150666995 0.0 0.0006806774938309084 0.0006806774938309084 -0.0013613549876618169 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
24 0.382080078125 0.0 -0.0014442709271541786 0.0 0.0006808358443075344 0.0006808358443075344 -0.001361671688615069 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
25 0.39350175857543945 0.0 -0.0014445985211573031 0.0 0.0006809902736015914 0.0006809902736015914 -0.0013619805472031828 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
26 0.40474390983581543 0.0 -0.0014449218635427031 0.0 0.0006811426986638323 0.0006811426986638323 -0.0013622853973276647 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
27 0.4161050319671631 0.0 -0.0014452495672649945 0.0 0.0006812971796800006 0.0006812971796800006 -0.0013625943593600011 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
28 0.43141746520996094 0.0 -0.0014456894245483908 0.0 0.0006815045303918965 0.0006815045303918965 -0.001363009060783793 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
29 0.44290971755981445 0.0 -0.0014460197478157965 0.0 0.000681660246273474 0.000681660246273474 -0.001363320492546948 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
30 0.45446252822875977 0.0 -0.0014463523271835755 0.0 0.0006818170256909668 0.0006818170256909668 -0.0013636340513819335 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
31 0.4662325382232666 0.0 -0.0014466909616778878 0.0 0.0006819766595224814 0.0006819766595224814 -0.0013639533190449628 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
32 0.47799158096313477 0.0 -0.0014470289721444374 0.0 0.0006821359991844875 0.0006821359991844875 -0.001364271998368975 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
33 0.4893965721130371 0.0 -0.0014473568473029274 0.0 0.0006822905610164548 0.0006822905610164548 -0.0013645811220329095 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
34 0.5006823539733887 0.0 -0.0014476824732184922 0.0 0.0006824440625451388 0.0006824440625451388 -0.0013648881250902776 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
35 0.512479305267334 0.0 -0.0014480215808767127 0.0 0.0006826039194282588 0.0006826039194282588 -0.0013652078388565177 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
36 0.5251908302307129 0.0 -0.0014483869388456582 0.0 0.0006827761508265267 0.0006827761508265267 -0.0013655523016530534 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
37 0.5371217727661133 0.0 -0.0014487305107024895 0.0 0.0006829381121530536 0.0006829381121530536 -0.0013658762243061071 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
38 0.5488669872283936 0.0 -0.0014490680960072666 0.0 0.000683097251391878 0.000683097251391878 -0.001366194502783756 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
39 0.5604128837585449 0.0 -0.0014493994616067596 0.0 0.0006832534586335137 0.0006832534586335137 -0.0013665069172670275 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
40 0.57171630859375 0.0 -0.0014497245526413848 0.0 0.0006834067080169048 0.0006834067080169048 -0.0013668134160338095 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
41 0.5830485820770264 0.0 -0.0014500504734272113 0.0 0.000683560348548763 0.000683560348548763 -0.001367120697097526 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
42 0.5943703651428223 0.0 -0.0014503760444831925 0.0 0.0006837138242163913 0.0006837138242163913 -0.0013674276484327826 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
43 0.6058964729309082 0.0 -0.0014507098376192573 0.0 0.0006838711758097413 0.0006838711758097413 -0.0013677423516194826 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
44 0.6177425384521484 0.0 -0.0014510559604467232 0.0 0.0006840343396753578 0.0006840343396753578 -0.0013680686793507155 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
45 0.6311328411102295 0.0 -0.0014514376734290125 0.0 0.0006842142809008534 0.0006842142809008534 -0.0013684285618017068 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
46 0.644484281539917 0.0 -0.001451820175017815 0.0 0.0006843945938790248 0.0006843945938790248 -0.0013687891877580496 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
47 0.656430721282959 0.0 -0.0014521620119403167 0.0 0.0006845557373496653 0.0006845557373496653 -0.0013691114746993307 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
48 0.6683683395385742 0.0 -0.0014525093828233083 0.0 0.0006847194895542987 0.0006847194895542987 -0.0013694389791085973 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
49 0.6808900833129883 0.0 -0.0014528652226545092 0.0 0.0006848872340594044 0.0006848872340594044 -0.0013697744681188087 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
50 0.6924095153808594 0.0 -0.0014531962042369172 0.0 0.00068504326027365 0.00068504326027365 -0.0013700865205473 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
51 0.7037363052368164 0.0 -0.0014535216724311795 0.0 0.000685196687451799 0.000685196687451799 -0.001370393374903598 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
52 0.7150046825408936 0.0 -0.0014538457554209572 0.0 0.0006853494616382916 0.0006853494616382916 -0.0013706989232765833 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
53 0.7266027927398682 0.0 -0.0014541802891613997 0.0 0.0006855071623558934 0.0006855071623558934 -0.0013710143247117868 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
54 0.7385945320129395 0.0 -0.0014545243067523473 0.0 0.0006856693338034977 0.0006856693338034977 -0.0013713386676069955 0.01098635927996551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.01098635927996551 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
55 0.7502267360687256 0.0 -0.002893297495651914 0.0 0.0013639135194436823 0.0013639135194436823 -0.0027278270388873646 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
56 0.7615938186645508 0.0 -0.0028939521060428073 0.0 0.0013642221057413063 0.0013642221057413063 -0.0027284442114826127 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
57 0.7730545997619629 0.0 -0.0028946104057317344 0.0 0.001364532431190702 0.001364532431190702 -0.002729064862381404 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
58 0.7843639850616455 0.0 -0.0028952618891339597 0.0 0.0013648395434117313 0.0013648395434117313 -0.0027296790868234625 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
59 0.7957828044891357 0.0 -0.002895918090448912 0.0 0.001365148879678149 0.001365148879678149 -0.002730297759356298 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
60 0.8070998191833496 0.0 -0.0028965705201766554 0.0 0.0013654564380013055 0.0013654564380013055 -0.002730912876002611 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
61 0.8185582160949707 0.0 -0.0028972281066927284 0.0 0.0013657664272577934 0.0013657664272577934 -0.002731532854515587 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
62 0.8299031257629395 0.0 -0.0028978833068227126 0.0 0.0013660752915610908 0.0013660752915610908 -0.002732150583122182 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
63 0.8415627479553223 0.0 -0.002898551275489758 0.0 0.0013663901750104825 0.0013663901750104825 -0.002732780350020966 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
64 0.8528132438659668 0.0 -0.0028991991244533997 0.0 0.0013666955739407333 0.0013666955739407333 -0.0027333911478814666 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
65 0.8641817569732666 0.0 -0.0028998525553661112 0.0 0.00136700360422701 0.00136700360422701 -0.00273400720845402 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
66 0.8754522800445557 0.0 -0.0029005008157756305 0.0 0.0013673091971147073 0.0013673091971147073 -0.0027346183942294146 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
67 0.8867032527923584 0.0 -0.0029011478418475177 0.0 0.0013676142081300645 0.0013676142081300645 -0.002735228416260129 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
68 0.8979940414428711 0.0 -0.0029017979674783477 0.0 0.00136792068029152 0.00136792068029152 -0.00273584136058304 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
69 0.9092860221862793 0.0 -0.0029024480931091777 0.0 0.0013682271524529754 0.0013682271524529754 -0.002736454304905951 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
70 0.9207096099853516 0.0 -0.0029031044452876185 0.0 0.0013685365598371233 0.0013685365598371233 -0.0027370731196742467 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
71 0.9319748878479004 0.0 -0.0029037537480266938 0.0 0.0013688426440836856 0.0013688426440836856 -0.002737685288167371 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
72 0.9435257911682129 0.0 -0.002904417670809278 0.0 0.001369155620284852 0.001369155620284852 -0.002738311240569704 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
73 0.955129861831665 0.0 -0.0029050872029706574 0.0 0.0013694712407725414 0.0013694712407725414 -0.0027389424815450827 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
74 0.9665417671203613 0.0 -0.002905741086473834 0.0 0.0013697794844120094 0.0013697794844120094 -0.002739558968824019 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
75 0.9779949188232422 0.0 -0.0029063993724478985 0.0 0.0013700898033961566 0.0013700898033961566 -0.0027401796067923136 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
76 0.9892735481262207 0.0 -0.002907048634042386 0.0 0.0013703958682469738 0.0013703958682469738 -0.0027407917364939485 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
77 1.0006146430969238 0.0 -0.0029077012146336177 0.0 0.001370703497687861 0.001370703497687861 -0.002741406995375722 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
78 1.0120513439178467 0.0 -0.002908360584081826 0.0 0.0013710143274266178 0.0013710143274266178 -0.0027420286548532355 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
79 1.0234320163726807 0.0 -0.002909013864131049 0.0 0.0013713222865951642 0.0013713222865951642 -0.0027426445731903283 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
80 1.034714937210083 0.0 -0.002909663208014712 0.0 0.001371628390237471 0.001371628390237471 -0.002743256780474942 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
81 1.0465352535247803 0.0 -0.0029103424640136598 0.0 0.0013719485945861494 0.0013719485945861494 -0.002743897189172299 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
82 1.058109998703003 0.0 -0.002911008252017555 0.0 0.0013722624500610739 0.0013722624500610739 -0.0027445249001221486 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
83 1.0694060325622559 0.0 -0.0029116580073470953 0.0 0.0013725687476608276 0.0013725687476608276 -0.002745137495321655 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
84 1.0809431076049805 0.0 -0.002912322533583633 0.0 0.0013728820083329157 0.0013728820083329157 -0.0027457640166658314 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
85 1.0926852226257324 0.0 -0.002912997195103617 0.0 0.0013732000468234399 0.0013732000468234399 -0.0027464000936468797 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
86 1.104325532913208 0.0 -0.002913666864413622 0.0 0.001373515731963611 0.001373515731963611 -0.002747031463927222 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
87 1.1156344413757324 0.0 -0.0029143180872334582 0.0 0.0013738227213449244 0.0013738227213449244 -0.0027476454426898487 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
88 1.1273064613342285 0.0 -0.0029149895806201863 0.0 0.001374139266363109 0.001374139266363109 -0.002748278532726218 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
89 1.1387479305267334 0.0 -0.0029156475237226863 0.0 0.001374449423716051 0.001374449423716051 -0.002748898847432102 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
90 1.1502904891967773 0.0 -0.0029163106647581037 0.0 0.001374762031398069 0.001374762031398069 -0.002749524062796138 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
91 1.1615803241729736 0.0 -0.0029169614487023375 0.0 0.0013750688138914387 0.0013750688138914387 -0.0027501376277828775 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
92 1.1736974716186523 0.0 -0.002917657450548494 0.0 0.001375396912308196 0.001375396912308196 -0.002750793824616392 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
93 1.184999942779541 0.0 -0.0029183074664604234 0.0 0.0013757033327476654 0.0013757033327476654 -0.002751406665495331 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
94 1.1962735652923584 0.0 -0.002918956755484636 0.0 0.0013760094105289794 0.0013760094105289794 -0.0027520188210579588 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
95 1.207685947418213 0.0 -0.0029196130939482144 0.0 0.0013763188114478792 0.0013763188114478792 -0.0027526376228957585 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
96 1.2193377017974854 0.0 -0.0029202826946839065 0.0 0.0013766344642618094 0.0013766344642618094 -0.002753268928523619 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
97 1.2306842803955078 0.0 -0.0029209357278656032 0.0 0.0013769423070558878 0.0013769423070558878 -0.0027538846141117756 0.021972665199078128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.021972665199078128 0.0 0.0 7.5 0.15 0.06 7.5 0.15 0.06
